0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,False,0.2582093,0.29258946,0.29258946,0.15661186
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,True,0.30534908,0.34600583,0.18520358,0.16344157
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,True,0.16198863,0.44033074,0.16198863,0.23569207
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.2866128,0.2866128,0.17383946,0.2529349
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,False,0.17796798,0.33248794,0.33248794,0.15705618
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,True,0.19861889,0.2550317,0.17528054,0.37106892
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,False,0.4227611,0.25641757,0.12112309,0.19969821
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.30996576,0.30996576,0.35123724,0.028831309
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,False,0.3182897,0.3182897,0.19305246,0.17036821
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.41818747,0.2536435,0.15384258,0.17432646
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,True,0.30900928,0.39677578,0.16540074,0.12881424
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,False,0.17238429,0.2213458,0.28421363,0.32205623
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,True,0.24937434,0.5279255,0.1512532,0.07144695
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,True,0.367223,0.32407317,0.25238845,0.05631547
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.36150852,0.24846093,0.219266,0.17076454
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.2087246,0.3441287,0.30369252,0.14345418
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.39845854,0.24167733,0.2132795,0.1465847
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,True,0.26675123,0.38812074,0.1617928,0.18333524
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.47343782,0.28715456,0.11970383,0.11970383
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,True,0.314282,0.2773529,0.2773529,0.13101223
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.2918031,0.17698753,0.20055315,0.33065623
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,False,0.24621314,0.35823798,0.24621314,0.1493358
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.37106892,0.2550317,0.17528054,0.19861889
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.33640113,0.4319476,0.18006255,0.051588785
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,False,0.26531863,0.3860363,0.20663035,0.14201483
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,False,0.3219791,0.41342935,0.17234299,0.09224856
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.08996438,0.35581604,0.2771098,0.2771098
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.34239623,0.26665846,0.1832715,0.20767382
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.24279965,0.45360947,0.21426994,0.089321
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.2792612,0.46042386,0.21748883,0.042826094
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.3757868,0.25827426,0.25827426,0.10766473
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.34445453,0.34445453,0.18437323,0.12671775
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.2848873,0.41450858,0.19579999,0.10480418
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.18394874,0.23619486,0.23619486,0.3436615
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,False,0.29514402,0.3789724,0.12303433,0.20284933
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.21644855,0.35686332,0.27792543,0.14876276
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.40851712,0.3605151,0.19296981,0.037998013
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.2132795,0.39845854,0.24167733,0.1465847
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,True,0.2517814,0.19608754,0.08174145,0.47038957
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.2594834,0.33318326,0.22899328,0.17834015
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.35428005,0.24349289,0.31265104,0.08957603
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.3588823,0.27949783,0.169524,0.19209586
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.21951321,0.41010463,0.21951321,0.15086907
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.34549016,0.304894,0.23745169,0.11216423
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.28850955,0.28850955,0.22469147,0.19828953
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.19600013,0.36617643,0.28517848,0.15264504
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,True,0.24194632,0.24194632,0.2741611,0.24194632
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,True,0.17834015,0.33318326,0.2594834,0.22899328
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,True,0.49914297,0.34305564,0.11137386,0.04642753
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.30875868,0.34986943,0.27247858,0.06889337
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.31101942,0.31101942,0.35243118,0.02553003
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.47482085,0.41902792,0.09349777,0.012653547
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.39418483,0.3478669,0.1450125,0.11293585
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.16094339,0.49574053,0.18237275,0.16094339
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.2485522,0.4097933,0.17082725,0.17082725
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.2184526,0.59381574,0.1324982,0.05523347
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,False,0.14591244,0.39663112,0.39663112,0.060825355
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,True,0.19209586,0.3588823,0.27949783,0.169524
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.3607861,0.31839263,0.15039802,0.17042328
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.34445453,0.34445453,0.18437323,0.12671775
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.34611315,0.34611315,0.16349226,0.14428142
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.17968169,0.43103397,0.23071587,0.15856855
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.42069256,0.47670713,0.0938692,0.008731196
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.38023922,0.23062675,0.23062675,0.15850729
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.26646256,0.43932247,0.18313685,0.11107811
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.26463422,0.26463422,0.20609733,0.26463422
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.36617643,0.28517848,0.19600013,0.15264504
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.33490178,0.26082176,0.10872669,0.29554978
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.30534908,0.34600583,0.16344157,0.18520358
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.24000832,0.3081768,0.24000832,0.21180661
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,True,0.38726023,0.30159858,0.2348852,0.07625606
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.40252653,0.2766522,0.19014007,0.13068123
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.12981066,0.35286197,0.24251826,0.27480918
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.18919973,0.24293725,0.3534716,0.21439137
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.38181832,0.29736042,0.14046311,0.1803582
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.18125902,0.33863643,0.18125902,0.2988456
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.38453156,0.29947346,0.20582493,0.11017014
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.31839263,0.3607861,0.17042328,0.15039802
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,True,0.2635431,0.29863346,0.20524758,0.23257597
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,True,0.30889365,0.2725977,0.2725977,0.14591102
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.39560065,0.34911636,0.23994392,0.015339102
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,True,0.19828953,0.28850955,0.28850955,0.22469147
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.30889943,0.3500289,0.21230327,0.12876844
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.1488167,0.40452573,0.1686314,0.2780262
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.24968791,0.41166577,0.28293347,0.0557129
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,True,0.28850955,0.22469147,0.28850955,0.19828953
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.17989805,0.29660174,0.2617501,0.2617501
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.21101423,0.27094764,0.21101423,0.30702388
