0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,True,0.06639042,0.18046786,0.4905625,0.2625792
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,True,0.15140647,0.2828645,0.2828645,0.2828645
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.28102168,0.4088841,0.09123438,0.2188599
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.24278145,0.18907839,0.054171864,0.51396835
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,0.4233377,0.54357636,0.014485819,0.01860016
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,False,0.028291788,0.44255805,0.34466454,0.18448564
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.017440995,0.100366004,0.84035426,0.041838773
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.24627472,0.27906582,0.116331935,0.3583276
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.650061,0.30706707,0.03236463,0.010507258
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.44876236,0.39603138,0.041741405,0.11346489
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,False,0.28843936,0.41967678,0.09364255,0.19824126
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,True,0.16333455,0.3918192,0.053026963,0.3918192
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,True,0.27252734,0.34993201,0.16529618,0.2122445
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,False,0.11979867,0.22381338,0.28738207,0.3690059
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,False,0.09590465,0.42981482,0.3347401,0.13954043
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,False,0.62112063,0.33246192,0.011376222,0.035041228
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.3806018,0.26158354,0.0962312,0.26158354
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.52151805,0.35843378,0.029422035,0.09062625
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.27382973,0.3516043,0.10073633,0.27382973
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.8724966,0.071618885,0.006661594,0.04922289
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.08481713,0.7101651,0.09611039,0.10890735
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.7514408,0.21529141,0.017672194,0.015595656
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.38726023,0.30159858,0.07625606,0.2348852
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.22532511,0.4209627,0.15486352,0.1988487
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.34985164,0.39643383,0.08845635,0.1652582
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.3699091,0.3699091,0.10598074,0.15420106
What kind of animal is a peregrine?,moose,cat,bird,fish,C,False,0.11774889,0.41098398,0.32007465,0.15119256
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.012197381,0.090127125,0.8551024,0.042573042
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.32985443,0.2568909,0.08340026,0.32985443
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.84267473,0.12922835,0.010607709,0.017489156
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.5899676,0.21703696,0.102520995,0.090474464
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.291628,0.4808133,0.050677348,0.17688133
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.43308842,0.49075347,0.024433175,0.051725034
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.27570105,0.51507735,0.07898967,0.13023195
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,False,0.06764542,0.5663882,0.26754284,0.09842351
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.050625082,0.15593623,0.61673975,0.17669891
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.14459555,0.27014005,0.3468667,0.23839776
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.26515445,0.49537373,0.09754487,0.14192696
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.25658756,0.5431959,0.044588234,0.15562823
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.27607715,0.3128364,0.16744927,0.24363723
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.17360201,0.32433125,0.030167505,0.47189918
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.27764887,0.4039767,0.102141306,0.21623316
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.19861889,0.2550317,0.17528054,0.37106892
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.51540214,0.45484078,0.012121097,0.01763609
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,True,0.17063208,0.24826822,0.11727359,0.46382606
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.21892008,0.525162,0.062721655,0.1931963
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,False,0.34540135,0.44350412,0.1121354,0.09895915
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.7034355,0.25877947,0.016543217,0.02124191
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.32770786,0.28920117,0.09388988,0.28920117
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.09346696,0.32623175,0.25406954,0.32623175
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.06449663,0.611927,0.034522556,0.28905383
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.47733942,0.37175232,0.044399485,0.10650882
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.18774992,0.27317455,0.08868679,0.45038867
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.5198369,0.40484938,0.037656862,0.037656862
