0,1,2,3,4,5,llama2_chat_7B_alpacacode_sharegpt_qy_vic_52000_correct,llama2_chat_7B_alpacacode_sharegpt_qy_vic_52000_choiceA_probs,llama2_chat_7B_alpacacode_sharegpt_qy_vic_52000_choiceB_probs,llama2_chat_7B_alpacacode_sharegpt_qy_vic_52000_choiceC_probs,llama2_chat_7B_alpacacode_sharegpt_qy_vic_52000_choiceD_probs
The study of older adults and aging is referred to as,Gerontology,Geropsychiatry,Geriatrics,Gero-education,A,True,0.998585,4.2588938e-05,0.0011692228,0.00020318046
Which of the following factors is associated with a decreased risk of Alzheimer's?,Being African or Hispanic American,Eating fish,A lower level of education,Being married,B,True,0.025074491,0.8303531,0.032196283,0.11237607
The docility hypothesis is that,Those with low capabilities are more vulnerable to environmental demands,Those who experience high environmental demands become more docile,Those who experience high environmental demands become less docile,Those with less capability are less vulnerable to environmental demands,A,True,0.47506908,0.08255462,0.28814396,0.15423235
Normal memory seems to be improved by,Aerobic exercise,Taking acetylcholine,Taking gingko,Increasing social contacts,A,True,0.813478,0.0007417959,0.004268741,0.18151148
The perspective that development is embedded in history means that,Change can always occur regardless of age,Sociocultural conditions must always be considered,"Development in any particular areas (e.g., social) is tied to development in other areas (e.g., cognitive)",Some characteristics change with age while others do not,B,True,0.01862048,0.5441702,0.10715347,0.33005592
"The answer ""both play an important role"" is clearly applicable to the question of",Nature vs. nurture,Mechanistic vs organismic,Continuity vs. discontinuity,All of these questions,D,True,0.04499942,0.035045587,0.122321114,0.7976338
Which of the following does NOT usually occur to the lens of the eye as one grows older?,It becomes thicker,It yellows,It becomes clouded,It fills with fluid,D,True,0.10550605,0.034252796,0.25309584,0.60714537
The houses of the future may allow you to operate virtually everything in the house from a central terminal; such a house is already in production and is referred to as,Technohouse,Compuhouse,Futurehouse,Smarthouse,D,False,0.08537152,0.040326647,0.7148069,0.15949498
The reaction time difference between younger and older adults is reduced when older adults,Practice regular aerobic exercise,Lift weights on a regular schedule,Consume large quantities of vitamins,Practice Tai chi,A,True,0.7076106,0.007860844,0.024213104,0.2603154
A major difference between programmed and unprogrammed theories of senescence is that programmed theories,Attribute senescence only to environmental factors,Are far too difficulty to test,Claim that senescence follows a predetermined plan,Rely too heavily on computer models,C,True,0.0073982794,0.0008300639,0.96898335,0.022788305
One reason that older adults show high levels of optimism is that,Many pessimists die at a younger age,They do not really know what is going on,This may be a warning sign for dementia,Our measures have low validity,A,True,0.6878104,0.006743056,0.08214724,0.22329935
Bu is often late for appointments but says it's because she had more important things on her mind. This is an example of which coping strategy?,Immunization,Accommodation,Avoidance,Assimilation,A,False,0.022787236,0.5186351,0.35645235,0.10212531
Which of the following is most strongly associated with loss of bone density?,Genetic factors,Lifestyle factors like not exercising,Hormonal factors such as loss of estrogen,Cohort factors,B,False,0.009129465,0.43988222,0.05253644,0.49845186
That super sweet iced tea that your grandmother gives you might be that way because she,Has lost a lot of sweet taste buds and cannot taste sweetness as well anymore,Is a member of that cohort that really enjoys sweets,Is trying to get you to be a little sweeter than you have been in the past,Has experienced damage in her parietal lobe where sweet sensations are directed,A,True,0.31292415,0.24370557,0.31292415,0.1304462
A shortage of these two vitamins can produce symptoms that mimic dementia:,A and C,B6 and B12,B6 and D,B12 and E,B,True,0.06065811,0.73896706,0.18684013,0.013534654
Which of the following is one of McAdam's levels of personality?,Control,Identity,Generativity,Assimilation,B,True,0.045418803,0.55331427,0.26136714,0.13989976
"In this chapter's Senior View, Dr. Donham told us that mental stimulation, exercise, diet, and what other factor is important for long life?",Moderate amounts of alcohol,Social support,Good genes,Avoiding stress,C,False,0.042299267,0.84960353,0.07902544,0.029071834
Surveys of older adults who are living together show that they tend to view cohabitation as,A first step toward eventual marriage,An alternative to marriage,A way to save on expenses,Their swan song,B,True,0.046114534,0.6365915,0.206671,0.11062302
