0,1,2,3,4,5,llama_7B_ga_firstturn_20000/ckp7500_correct,llama_7B_ga_firstturn_20000/ckp7500_choiceA_probs,llama_7B_ga_firstturn_20000/ckp7500_choiceB_probs,llama_7B_ga_firstturn_20000/ckp7500_choiceC_probs,llama_7B_ga_firstturn_20000/ckp7500_choiceD_probs
Which common public relations tactic involves sending journalists on visits to appropriate locations?,Media release,Media tour,Press room,Promotional days/weeks,B,True,0.009943901,0.78994185,0.04456547,0.15554878
"You are the vice president of public relations for a corporation that produces a well-known brand of food products. In the Albany, New York, market, one of your products has recently been found to have some contamination. While apparently not fatal, it has given a large number of consumers severe stomach cramps and other intestinal problems. The cause has been traced back to your product, which is sold throughout the nation. Your CEO wants to know what you would advise to keep the situation from becoming a public relations disaster. What should you recommend?",Quickly investigate to make certain your product is definitely the cause of the illness.,Stop all sales of the product throughout the nation and issue a recall for that product.,"Stop sales of the product in the Albany, New York, market and issue a recall for that product.","Issue a press release to the Albany, New York, market explaining how to treat the symptoms.",B,True,0.07356785,0.47972262,0.15574314,0.29096648
"In public relations, ________ deals with an organization's ability to satisfy and create a positive experience for its consumers.",community relations,consumer relations,employee relations,public issues,B,True,0.11932131,0.77807266,0.038737956,0.06386809
In what year did the BBC start broadcasting radio?,1917,1922,1925,1927,B,True,0.09412181,0.61375123,0.15518062,0.13694641
________ advertising campaigns are focused on gathering support for a particular message or cause.,Product-oriented,Person-oriented,Idea-oriented,Message-oriented,C,False,0.084139235,0.5486567,0.25916708,0.10803691
Why should a successful public relations counselor continually review present and future realities for an organization?,to develop a vision statement,to interpret trends for management,to interpret the organization's business plan,to consider the role public relations might play,B,False,0.050199408,0.32734126,0.082764834,0.5396945
Which of these definitions best describes the 'spiral of silence'?,When victims of abuse remain silent about the abuse,When people hide their opinions if they do not agree with the majority,When people hide their opinions if they are in disagreement with their close peers or family members,When public relations uses opinion poll results to generate support for a particular issue,A,False,0.028280573,0.34452787,0.23679033,0.39040124
"What two elements do the planning models of Hendrix (2002), Kendall (1999), Merston (1963) and Parkinson and Ekachai (2006) have in common?",Research and evaluation,Strategy and evaluation,Strategy and implementation,Objectives and implementation,A,False,0.069094256,0.6555481,0.14627255,0.12908508
At which stage in the planning process are the objectives decided on?,Defining the program,Planning the program,Taking action and implementing ideas,Evaluation of the program,B,True,0.06764542,0.5663882,0.09842351,0.26754284
Which of the following is NOT one of the four categories of persuasive crisis communication strategies identified by W. Timothy Coombs?,ingratiation,downplaying,distancing,nonexistence,B,True,0.018549832,0.42219222,0.13706574,0.42219222
How much has the number of practitioners working in consultancies in the UK grown since 25 years ago?,It hasn't,Doubled,Tripled,Quadrupled,C,False,0.023457823,0.32382527,0.2857748,0.3669421
Which statement is NOT true of both issues management and crisis management?,They both require research monitoring.,They both deal with acute risks.,New organizational practices are developed as a result of each.,Both have the potential to damage an organisation's reputation.,B,False,0.0064877095,0.10148486,0.04230518,0.84972227
In what year did the BBC start broadcasting radio?,1917,1922,1925,1927,B,True,0.09412181,0.61375123,0.15518062,0.13694641
How many regional newspapers are there in the UK?,270,600,"2,800","5,200",C,True,0.034468584,0.1750459,0.4199133,0.37057218
"According to Esman (1972), which publics are related to the organisation through shared industrial interests?",Enabling,Functional,Normative,Diffused,C,False,0.092216425,0.6013266,0.1341741,0.17228295
Early theories of mass communication suggested that audiences were passive recipients of media messages and thus vulnerable to manipulation. Which of the following best describes current thinking?,Audiences are more vulnerable and passive than ever before.,"Television viewing, in particular, creates increased activity in the right hemisphere of the brain.",Active receivers are not uniformly affected by mass communication messages.,Technology has led to increasingly passive recipients at the ends of message transmission systems.,C,False,0.028536107,0.30679205,0.27074304,0.3939288
Which of the following entities cannot sue for libel?,A politician,A house of worship,A government institution,A publicly-traded company,C,False,0.085399434,0.4914398,0.085399434,0.3377613
Which author emphasised strategy as achieving competitive advantage for an organization?,Steyn (2003),Gregory (2006),Cutlip et al (2006),Henry (2006),D,False,0.060679797,0.65236926,0.18690693,0.10004407
Which statement is true about focus group research?,The participants should be selected at random.,It is an example of a formal research tool for practitioners.,The information can be generalized to describe a larger population.,The findings generate qualitative data that can be used to develop surveys.,D,True,0.034825675,0.22709191,0.25732887,0.4807536
You are the community relations director for a public water utility that has been targeted by a group of activists opposed to adding fluoride to drinking water. The activists are waging an intense internet campaign against the practice. Your utility has overwhelming evidence of the health benefits to fluoridated water. The manager of the utility asks you to initiate a blog to get the health message out. What is the most appropriate course of action?,"Use utility employees to write the blog, posing as dentists and physicians.",Recruit a group of volunteer dentists and physicians to write the blog under their own identities with no reference to the utility.,"Write the blog yourself, identifying yourself as an employee of the utility, and quote the scientific opinions of a variety of sources.","Compensate a group of dentists and physicians to write the blog, identifying the utility as the sponsor of the blog but without disclosing the compensation.",C,True,0.018777236,0.2937254,0.5487513,0.13874605
Within which area of public relations is likely to involve lobbying?,Corporate,Financial relations,Public affairs,Business to business,C,True,0.014977763,0.16102615,0.43771443,0.3862816
During which step of the Chase Jones model of issues management should the strengths and weaknesses of the organisation be reviewed?,Identification,Analysis,Strategy,Evaluation,B,True,0.015071625,0.56555855,0.18360998,0.23575987
"As the single-person public relations staff of a public transit agency, you are tasked with increasing the number of people who ride your buses each month. Your target audiences are lower-income individuals, college students, people with basic educations and people for whom English is a Second Language. When preparing to craft a primary message, what should you do first?",Consider the comprehension level of all of the target audiences.,Consider how riding the bus could similarly affect all of the target audiences.,Consider which mediums would most effectively reach all of the target audiences.,Consider the geographic locations where all of the target audiences live and work.,B,True,0.15486352,0.4209627,0.22532511,0.1988487
A book launch would be what kind of common tactic?,Competition,Event,Award,Sponsorship,B,True,0.03847283,0.4136219,0.13428336,0.4136219
Newsletters generally fall in to which writing category?,Media writing,Personal writing,Business writing,Promotional writing,D,False,0.0352754,0.3346837,0.3346837,0.29535732
The process of identifying publics who are involved and affected by a situation central to an organization is called a(n),exploratory survey,situation interview,communication audit,stakeholder analysis,D,False,0.078628495,0.5127222,0.16645652,0.2421928
Which of the following Internet-related challenges is most significant in the public relations field?,Representing clients using new social media environments,"Finding stable, cost-effective Internet providers",Training staff to use social media,Staying abreast of changing technology,D,True,0.10544079,0.28661776,0.13538864,0.4725528
Which of these ways a business impacts on the world do stakeholders NOT normally look at?,Workforce development,Impact on local communities,Impact on the environment,Financial performance,D,False,0.01619321,0.47323495,0.22354035,0.2870315
"The ________ part of a PR campaign includes proactively planning a response strategy, implementing that strategy in the event of a crisis, evaluating the crisis response, and revising the initial response strategy in an effort to improve for future crises.",public issues,crisis management,consumer relations,community relations,B,True,0.038201373,0.8694593,0.049051534,0.04328783
"In the Westley and MacLean model of communication, which role describes the way in which the public obtain or receive the message?",The advocacy role,The channel's role,The gatekeeper role,The behavioural role,B,True,0.01779,0.5199,0.21672657,0.24558337
Which guerrilla marketing technique involves the spreading of a message about a product issue or service through online peer-to peer communication?,Fan pages,Street activities,Grassroots marketing,Viral campaigns,D,False,0.005476571,0.33882347,0.55862546,0.097074546
A ________ campaign occurs when people from two or more opposing sides of an argument have emotional convictions about a decision that has the power to impact their lives.,public relations,public issues,crisis management,consumer relations,B,True,0.17761262,0.48280114,0.13832484,0.20126146
The Web was effectively invented by Berners-Lee in which year?,1980,1989,1991,1993,C,False,0.06360178,0.53253114,0.2850434,0.11882376
Internet traffic is expected to grow by 400% in the next few years. What is predicted to be the main driver of this?,Online consumer goods purchases,Video,Music,Online auctions,B,True,0.09068746,0.46054894,0.16942649,0.27933705
The goal of ________ advertising is to promote a specific product and service to a target audience.,person-oriented,product-oriented,profit-oriented,idea-oriented,B,True,0.12988132,0.7474154,0.061351594,0.061351594
Which of these types of survey question seeks qualitative information?,Likert scale,Multiple choice,Open-ended,Yes/No,C,True,0.030167507,0.32433128,0.4718992,0.17360203
The American flag is an example of a,stereotype,semantic device,symbol,message,C,False,0.09257374,0.5327251,0.22207285,0.1526283
Approximately half of all public relations practitioners work in,government,business and commercial areas,health care and hospitals,public relations firms,B,False,0.039926957,0.33430433,0.13935879,0.48640993
"You seek the counsel of one of your peers who designed and implemented a communication program that resulted in the successful permitting of an automotive recycling center, despite strong opposition from community organizations. You have to design a program to win approval for a similar project proposed by your company. Your peer gives you a brief piece of advice that succinctly describes the foundation of his successful program. What is most likely your peer's advice for a successful communication program?",Solve their problems,Kill them with kindness,Expose them to ridicule,Overwhelm them with facts,A,False,0.048377637,0.5201086,0.11605191,0.3154618
Which of these publics does NOT feature in Grunig and Hunt's (1984) situational theory of publics?,Latent,Dormant,Aware,Active,B,False,0.056727424,0.3699093,0.15420114,0.41916212
Which of these qualities is NOT listed as something to consider when choosing an opinion leader for a public relations campaigns?,Reputation,Impact,Familiarity with subject or issue,Ability to reach people,C,False,0.04977905,0.3246002,0.15333027,0.4722905
"According to Macnamara's (2005) pyramid of evaluation, at which stage is the situation analysis done and used to form objectives and implementation plans?",Inputs,Outputs,Outtakes,Outcomes,A,False,0.0078034294,0.48278108,0.33181027,0.17760524
Which factors are mentioned that influence media coverage of a story?,"Content, quality of source, relevance","Timing, content, media liaison","Content, quality of source, human interest angle","Timing, relevance, political slant",B,True,0.086282134,0.49651942,0.18265928,0.23453917
"What is the primary reason that you, as a public relations manager, should insist on prioritizing and scheduling activities?",to help the department stay focused on its strategic plan,to ensure that projects that are important to the CEO always have first priority,to ensure that the department's events and public relations activities are not neglected,to make it easier for other departments to understand the responsibilities of the public relations department,A,False,0.11884339,0.5326191,0.19593963,0.15259793
