0,1,2,3,4,5,llama_7B_ga_alpacafirstturn_20000/ckp5000_correct,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceA_probs,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceB_probs,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceC_probs,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,False,0.14385471,0.4431037,0.34508952,0.067952156
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,True,0.17125136,0.46550944,0.28234574,0.08089341
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.19644924,0.41588303,0.32389003,0.06377773
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,False,0.04502904,0.6216067,0.29362622,0.039737985
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.096744016,0.6308502,0.23207682,0.0403289
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,False,0.033196878,0.66677713,0.2452936,0.0547324
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,False,0.114161946,0.39846432,0.39846432,0.08890941
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,True,0.12077456,0.32829928,0.47767264,0.073253475
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.05919361,0.49562204,0.38599083,0.05919361
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,True,0.093276754,0.47369844,0.36891672,0.06410811
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.1479024,0.4020404,0.4020404,0.04801688
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.15304518,0.36713627,0.41601992,0.063798726
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,True,0.13954043,0.3347401,0.42981482,0.09590465
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.005140297,0.6324562,0.18120174,0.18120174
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,True,0.09827727,0.49909315,0.34302136,0.059608176
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,True,0.11283777,0.44628203,0.39384252,0.047037777
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.18866372,0.45258075,0.3110539,0.047701657
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.12552455,0.562562,0.26573545,0.0461779
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.1931054,0.4632358,0.28096673,0.06269215
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,True,0.17911972,0.4296859,0.2953185,0.09587588
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.1288765,0.50971645,0.27283156,0.08857544
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.10518241,0.47139484,0.36712268,0.056300085
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.14343448,0.38989532,0.38989532,0.07677494
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,True,0.10383135,0.5272991,0.3198231,0.04904646
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.19359013,0.52623254,0.24857464,0.03160272
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.15948665,0.3825886,0.3825886,0.075336166
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.10147619,0.45478472,0.35418668,0.089552425
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,True,0.09750341,0.34032035,0.49516317,0.06701305
