0,1,2,3,4,5,llama_7B_ds_firstturn_20000/epoch2_correct,llama_7B_ds_firstturn_20000/epoch2_choiceA_probs,llama_7B_ds_firstturn_20000/epoch2_choiceB_probs,llama_7B_ds_firstturn_20000/epoch2_choiceC_probs,llama_7B_ds_firstturn_20000/epoch2_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,True,0.058750447,0.29835942,0.55740875,0.085481405
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,True,0.14391673,0.44329473,0.26887184,0.14391673
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.17422156,0.6890596,0.06409253,0.072626345
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.14761534,0.58383,0.0790128,0.18954185
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,0.16295615,0.8275596,0.0071597933,0.0023244445
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,False,0.012426212,0.6784482,0.28281927,0.026306292
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.08019714,0.24702457,0.59258115,0.08019714
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.13832484,0.48280114,0.20126146,0.17761262
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.46351197,0.46351197,0.07108187,0.0018942675
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,True,0.22220944,0.68445325,0.04958163,0.043755632
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,False,0.18796979,0.656079,0.041941725,0.11400943
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,True,0.06263946,0.67343765,0.19294313,0.070979804
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,True,0.2765527,0.5854621,0.11528432,0.02270083
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,True,0.14107904,0.55797845,0.1598635,0.14107904
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,False,0.106947415,0.6154399,0.2565535,0.021059195
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.21461242,0.74907094,0.025631798,0.010684922
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,False,0.30407012,0.4424194,0.12675528,0.12675528
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,False,0.22010042,0.7682259,0.008534219,0.0031395638
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.23715183,0.6446455,0.07699193,0.041210808
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.7363403,0.21096502,0.0056220274,0.047072656
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.06582087,0.90862906,0.016642122,0.008907885
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.64209807,0.30330566,0.04651343,0.008082822
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.24937452,0.5982184,0.071447,0.08096005
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.100022666,0.7390731,0.12843165,0.032472607
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.25912416,0.6216065,0.07424031,0.04502903
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.14038731,0.43242338,0.3816123,0.045577087
What kind of animal is a peregrine?,moose,cat,bird,fish,C,False,0.1638856,0.5048032,0.3061786,0.02513267
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.018450305,0.08268853,0.88898546,0.009875736
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.20835076,0.7272156,0.052679323,0.011754345
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.8248774,0.16242799,0.00555798,0.0071365875
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.2672513,0.6411026,0.07656879,0.015077288
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.12393722,0.80817217,0.04023652,0.02765413
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.29273197,0.7022275,0.0036849517,0.001355618
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.194545,0.7694404,0.026328802,0.009685826
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.022439577,0.3097688,0.65578055,0.01201104
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,False,0.11967303,0.473316,0.2533478,0.1536632
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.14505687,0.50629824,0.30708542,0.04155949
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.16296244,0.7303469,0.0872275,0.019463087
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.11590276,0.856412,0.013842611,0.013842611
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.21309732,0.57925856,0.07839412,0.12925006
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.08627242,0.81852996,0.028008554,0.06718903
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.2344081,0.63718724,0.052303515,0.07610117
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,True,0.19600013,0.36617643,0.28517848,0.15264504
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.40307006,0.58646345,0.0065150205,0.00395156
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.12856781,0.7398567,0.077980325,0.053595044
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.20939279,0.6449752,0.046721846,0.09891015
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,False,0.30819196,0.57577837,0.06876692,0.047262765
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,False,0.39530018,0.57515836,0.022301309,0.0072401753
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.19456586,0.6791016,0.06316629,0.06316629
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.11283777,0.44628203,0.39384252,0.047037777
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.1197536,0.78089154,0.02672064,0.07263423
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,False,0.3665986,0.5333978,0.056219712,0.043783955
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.18540892,0.6471407,0.06820812,0.09924224
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.2923135,0.7012236,0.0047248076,0.0017381597
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,True,0.18780005,0.51049346,0.11390649,0.18780005
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,False,0.35745507,0.52009404,0.07975901,0.04269192
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.19565406,0.6828998,0.0719771,0.049469095
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.0577637,0.9035763,0.011374347,0.027285641
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.0843622,0.9069791,0.006111177,0.0025475177
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,True,0.22166339,0.7736812,0.0031618583,0.0014935562
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.22400527,0.5373607,0.17445548,0.064178586
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.12560049,0.7227809,0.11084204,0.040776506
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.15242529,0.6028537,0.07200061,0.17272049
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,False,0.1352514,0.60615474,0.1053339,0.15325992
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.27018362,0.64813685,0.053202312,0.028477147
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.64090955,0.34305418,0.015072748,0.0009635685
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,False,0.30261093,0.6406274,0.046406895,0.010354777
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.0323276,0.944751,0.017303718,0.005617695
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.4830755,0.42631263,0.016529934,0.07408203
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.22176698,0.7740428,0.003163336,0.0010269848
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.6346325,0.2645542,0.014925127,0.08588817
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.19894014,0.6943693,0.08293059,0.023760011
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.07358813,0.896487,0.027071562,0.0028533216
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.17895834,0.8020356,0.008909811,0.010096138
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.14038731,0.43242338,0.3816123,0.045577087
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.20654245,0.3405309,0.38587207,0.06705451
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,True,0.14142376,0.8138376,0.01689066,0.02784799
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.095318936,0.5485226,0.17807922,0.17807922
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.072712936,0.8858249,0.01115089,0.03031126
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.3198231,0.5272991,0.10383135,0.04904646
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.2826836,0.5281225,0.13353027,0.055663697
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.11525896,0.85165495,0.025717752,0.007368259
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.1184833,0.87547976,0.0035778857,0.0024590425
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.1887633,0.7465733,0.042118784,0.022544561
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.3003779,0.56117976,0.11050285,0.027939495
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.03705401,0.95563555,0.0056824167,0.0016280396
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.092055306,0.3640858,0.5297417,0.014117138
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.17651713,0.4234426,0.20002012,0.20002012
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.22451505,0.53858364,0.08259448,0.1543068
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.15372585,0.60799754,0.17419422,0.064082466
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.21607608,0.6655612,0.07014963,0.048213094
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.16008352,0.49309197,0.14127322,0.20555131
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,True,0.1610252,0.81775343,0.014977677,0.0062436247
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,False,0.12294149,0.5509855,0.06580584,0.2602671
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.2091965,0.3908305,0.23705068,0.16292238
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.19635333,0.5337437,0.13495153,0.13495153
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.121168174,0.7901157,0.06485665,0.023859428
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.113829926,0.35062084,0.5101503,0.025398888
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,True,0.2734011,0.6558552,0.041927416,0.028816266
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.24441467,0.58632034,0.07934983,0.08991514
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.25526193,0.6938738,0.034545943,0.01631835
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.053284205,0.1641269,0.7355657,0.047023144
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.16187444,0.6402258,0.111254565,0.08664514
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.032621816,0.9533492,0.010590753,0.003438314
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.01357964,0.21242131,0.7414232,0.03257586
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.21192311,0.7396843,0.028680671,0.01971192
How many sides does a rhombus have?,4,6,8,10,A,False,0.3909773,0.5688686,0.015159834,0.024994342
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.15022087,0.52432233,0.19288741,0.13256945
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.31589806,0.66875625,0.012248699,0.0030969558
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.12795652,0.34782186,0.07760955,0.44661212
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.15370457,0.17417008,0.5364816,0.1356438
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.2127236,0.6552348,0.053784948,0.07825664
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.25803843,0.5462674,0.13811803,0.057576157
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.19953798,0.69645596,0.03060014,0.073405914
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.16120805,0.386718,0.11079656,0.34127745
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.23310089,0.7180013,0.013150653,0.035747178
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.15492097,0.78675354,0.03456754,0.0237579
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,True,0.11870901,0.77408,0.043670602,0.063540354
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.019458001,0.7301561,0.20919324,0.04119259
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.17832586,0.7992011,0.014637878,0.007835091
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.6456873,0.3456115,0.004350607,0.004350607
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.20350264,0.62683225,0.08483252,0.08483252
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.0059048114,0.99303657,0.00025943932,0.0007991293
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.19936426,0.78850096,0.0053128777,0.00682187
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.5898472,0.31572247,0.090456,0.003974359
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.16770913,0.6633025,0.07922018,0.08976823
In British currency how many pence make a pound?,10,100,500,1000,B,True,0.24261683,0.7473125,0.005035352,0.005035352
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.15883853,0.80664855,0.024358677,0.010154207
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.17196932,0.6801519,0.09204855,0.055830266
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.2808375,0.5246735,0.09117459,0.10331434
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.10005431,0.7393069,0.113376394,0.047262307
How many stars are on the American flag?,13,48,50,51,C,False,0.32164887,0.6009192,0.03390154,0.04353044
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.31257388,0.6617189,0.01998218,0.0057249903
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.30626467,0.5721777,0.06833688,0.05322082
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.07337749,0.2902136,0.5421904,0.09421856
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,True,0.24874748,0.52659845,0.13314494,0.09150909
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.14489935,0.6493938,0.041514356,0.16419247
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.2514858,0.6032831,0.08164549,0.06358557
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,False,0.27109075,0.6503129,0.025215367,0.053380933
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.28902394,0.6118637,0.08280674,0.016305614
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.15969354,0.71569675,0.09685902,0.027750574
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.17604758,0.6962817,0.08315899,0.044511795
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.08979046,0.8519082,0.029150695,0.029150695
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,True,0.18414608,0.6427329,0.12656161,0.04655942
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.08216215,0.8833263,0.016178686,0.018332852
What is your hallux?,earlobe,tongue,eyelid,big toe,D,False,0.268229,0.5678408,0.076848894,0.08708122
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.09856637,0.72831243,0.046559453,0.12656173
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.17583178,0.6137132,0.17583178,0.03462333
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.10439974,0.36439088,0.1183004,0.41290897
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.025336193,0.14579973,0.08843201,0.7404321
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,False,0.18057,0.5561948,0.058622498,0.20461263
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,True,0.27828377,0.4588124,0.13145195,0.13145195
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.20677404,0.7217123,0.052280664,0.01923298
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.15710118,0.4839057,0.29350364,0.065489516
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.1994888,0.78899354,0.004691527,0.0068261316
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,True,0.07097987,0.7631055,0.1032751,0.06263951
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.015107424,0.93466324,0.009163115,0.041066237
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.10553495,0.88363326,0.0031868792,0.0076449257
