0,1,2,3,4,5,llama_7B_ds_alpacafirstturn_20000/epoch3_correct,llama_7B_ds_alpacafirstturn_20000/epoch3_choiceA_probs,llama_7B_ds_alpacafirstturn_20000/epoch3_choiceB_probs,llama_7B_ds_alpacafirstturn_20000/epoch3_choiceC_probs,llama_7B_ds_alpacafirstturn_20000/epoch3_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,True,0.16758789,0.05440782,0.66282296,0.115181364
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.18913023,0.0614016,0.66012937,0.089338794
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.47557855,0.018440181,0.47557855,0.030402718
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.037362672,0.010704584,0.85037047,0.10156227
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.066426,0.014821644,0.8092343,0.109517954
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.097724855,0.031726614,0.81824017,0.052308343
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.59772503,0.31993917,0.07138807,0.010947716
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.20921543,0.019460067,0.6444289,0.12689558
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.67109287,0.062421363,0.21787195,0.048613805
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.7481022,0.08934807,0.11472519,0.047824573
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.49638996,0.013228344,0.4380626,0.052319113
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.058697984,0.71508783,0.14080915,0.08540507
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.38222322,0.075264215,0.49078432,0.051728286
