0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptllama2chat_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptllama2chat_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptllama2chat_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptllama2chat_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptllama2chat_choiceD_probs
What size of cannula would you use in a patient who needed a rapid blood transfusion (as of 2020 medical knowledge)?,18 gauge.,20 gauge.,22 gauge.,24 gauge.,A,True,0.35286197,0.27480918,0.24251826,0.12981066
The key attribute in successful marathon running is:,strength.,power.,stride length.,stamina.,D,True,0.008754035,0.005309591,0.37223107,0.6137053
Which of the following is the commonest cause of dementia in the UK?,Alzheimer's disease.,Cerebrovascular (stroke) disease.,Lewy body dementia.,HIV infection.,A,True,0.8936528,0.07335549,0.018547172,0.014444552
Which of the following is NOT a symptom of anaphylaxis?,Stridor.,Bradycardia.,Severe wheeze.,Rash.,B,False,0.20105517,0.05760327,0.03959011,0.7017515
In what situation are closed pouches applied?,The patient has a semi-formed or liquid output.,The patient has a colostomy.,In the immediate post-operative period.,The patient has a urostomy.,B,True,0.083647124,0.8992913,0.01453569,0.002525924
With an increasing number of sprints the:,anaerobic contribution progressively increases.,pH of the muscle falls below 6.0.,blood glucose concentration falls below 3 mmol/L.,relative contribution of aerobic metabolism increases.,D,False,0.6521737,0.047243305,0.060661606,0.2399213
Which of the following is true in diplopia?,Diplopia can never occur if one eye is covered,The outer image is always the false image,A fourth nerve palsy occurs when the patient looks upwards,A sixth nerve palsy causes a divergent squint,B,True,0.16724168,0.5837308,0.14759026,0.1014372
Sodium bicarbonate ingestion improves middle distance running performance by:,elevating the pH and buffering capacity of the extracellular fluid allowing a faster efflux of hydrogen ions from muscle.,reducing the pH and buffering capacity of the extracellular fluid allowing a faster efflux of hydrogen ions from muscle.,elevating the pH and buffering capacity of the extracellular fluid allowing a faster influx of hydrogen ions into muscle.,elevating the pre-exercise muscle pH.,A,True,0.98243827,0.0123670725,0.0027594669,0.002435221
Codons are composed of:,triplet sequences of nucleotide bases in mRNA or DNA .,quadruplet sequences of nucleotide bases in mRNA or DNA.,triplet sequences of amino acids in polypeptide chains.,triplet sequences of deoxyribose sugars in DNA.,A,True,0.99858034,0.00070916617,0.00055229914,0.00015823636
Fatty acids are transported into the mitochondria bound to:,thiokinase.,coenzyme A (CoA).,acetyl-CoA.,carnitine.,D,False,0.020154828,0.7563044,0.16875432,0.054786507
