0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_promptvic_correct,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_promptvic_choiceA_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_promptvic_choiceB_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_promptvic_choiceC_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_promptvic_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,False,0.14861186,0.45775676,0.14861186,0.24501954
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.32332504,0.25180578,0.17306343,0.25180578
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.29038695,0.37286422,0.13716908,0.19957983
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,False,0.10703495,0.12128649,0.15573493,0.6159436
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.2546241,0.3704759,0.12027591,0.2546241
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.36694473,0.36694473,0.09277815,0.17333241
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,False,0.10357368,0.28154245,0.15069881,0.46418503
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,False,0.13511354,0.32412052,0.17348921,0.36727667
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.10257662,0.4597165,0.19163835,0.24606852
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,True,0.14259307,0.4392176,0.18309313,0.23509625
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.23257597,0.29863346,0.20524758,0.2635431
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.21710682,0.19159609,0.13168195,0.45961514
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,False,0.08883116,0.16595845,0.16595845,0.5792519
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.043026783,0.19283265,0.17017421,0.59396636
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,True,0.19305666,0.40870097,0.15035269,0.24788967
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.10326295,0.3180723,0.17025183,0.4084129
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,True,0.3247916,0.3247916,0.15342069,0.19699608
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.18499434,0.50286674,0.12714462,0.18499434
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.29810274,0.3827715,0.1595629,0.1595629
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.09746745,0.12515068,0.1418143,0.6355676
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.15347132,0.36815858,0.15347132,0.3248988
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.15347132,0.36815858,0.15347132,0.3248988
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.18468855,0.4430448,0.16298708,0.20927955
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,True,0.21644855,0.35686332,0.14876276,0.27792543
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.38594994,0.38594994,0.086117074,0.14198305
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.22899328,0.33318326,0.17834015,0.2594834
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,True,0.10594561,0.32633543,0.19793247,0.3697865
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.11293584,0.34786686,0.14501248,0.3941848
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.09277815,0.36694473,0.17333241,0.36694473
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,False,0.21637933,0.31483006,0.19095409,0.27783656
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.23163532,0.26247722,0.12398545,0.38190207
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,False,0.08423351,0.22897041,0.20206568,0.48473036
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,True,0.16041066,0.33958936,0.16041066,0.33958936
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,False,0.24852721,0.31911525,0.15073937,0.2816182
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,True,0.17704698,0.29190114,0.15624341,0.3748085
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.3441287,0.30369252,0.14345418,0.2087246
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,True,0.17968166,0.23071584,0.15856852,0.4310339
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,True,0.11079656,0.386718,0.16120805,0.34127745
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.22592203,0.3287146,0.15527378,0.2900896
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.2866128,0.2529349,0.17383946,0.2866128
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,True,0.28879872,0.42019966,0.13641885,0.15458283
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.15705618,0.33248794,0.17796798,0.33248794
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.023755774,0.17553276,0.106466,0.6942455
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.17968169,0.43103397,0.15856855,0.23071587
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.090474464,0.21703696,0.102520995,0.5899676
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,False,0.12671775,0.34445453,0.18437323,0.34445453
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.14350435,0.39008525,0.16261172,0.3037987
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,True,0.25562707,0.2896634,0.19908255,0.25562707
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.1295238,0.3520822,0.16631185,0.3520822
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,True,0.17796798,0.33248794,0.15705618,0.33248794
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.099032596,0.3456577,0.20965199,0.3456577
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,True,0.24103393,0.27312723,0.2127117,0.27312723
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,True,0.11967303,0.473316,0.1536632,0.2533478
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,True,0.11017012,0.29947343,0.20582488,0.3845315
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.23389466,0.34031472,0.16075328,0.26503736
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.23389466,0.34031472,0.16075328,0.26503736
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.261829,0.33619508,0.14014696,0.261829
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.12603849,0.3882259,0.18338493,0.30235064
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.09162794,0.24907058,0.19397636,0.4653251
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,True,0.18829468,0.45169547,0.14664404,0.21336582
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.095838964,0.2952048,0.22990572,0.37905046
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.22532511,0.4209627,0.15486352,0.1988487
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.15628976,0.33086544,0.13792524,0.37491965
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.18338493,0.3882259,0.12603849,0.30235064
