0,1,2,3,4,5,llama2_chat_7B_alpacacode_alpaca_52000_correct,llama2_chat_7B_alpacacode_alpaca_52000_choiceA_probs,llama2_chat_7B_alpacacode_alpaca_52000_choiceB_probs,llama2_chat_7B_alpacacode_alpaca_52000_choiceC_probs,llama2_chat_7B_alpacacode_alpaca_52000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.12657686,0.036264874,0.01177348,0.82538474
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.31605294,0.054921765,0.4598543,0.16917095
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.57257617,0.18588826,0.16404583,0.077489756
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.06634357,0.04023941,0.80823016,0.08518683
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.25422323,0.07283617,0.47495148,0.19798923
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.61375695,0.057088293,0.07330281,0.25585195
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.4599585,0.4599585,0.009546134,0.07053692
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.0011528778,0.00017679956,0.98462546,0.014044927
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.8769728,0.038531497,0.012509345,0.07198631
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.8365694,0.11321736,0.0030171406,0.047196016
