0,1,2,3,4,5,llama2_chat_7B_alpacacode_alpaca_52000_correct,llama2_chat_7B_alpacacode_alpaca_52000_choiceA_probs,llama2_chat_7B_alpacacode_alpaca_52000_choiceB_probs,llama2_chat_7B_alpacacode_alpaca_52000_choiceC_probs,llama2_chat_7B_alpacacode_alpaca_52000_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,True,6.598255e-05,2.14214e-05,0.99888045,0.0010321408
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.6980666,0.10705198,0.121305786,0.073575675
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.6670184,0.10229059,0.06204238,0.16864866
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.84263,0.0026819068,0.008260854,0.14642714
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,0.0006230448,0.9941251,3.514978e-05,0.00521669
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,True,3.1196236e-05,2.4055955e-06,0.9997869,0.00017952196
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,1.6697986e-05,2.2598267e-06,0.9997776,0.00020342313
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.0062200385,0.003772644,0.06687172,0.9231356
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.9189411,0.021611424,0.019072013,0.040375452
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.8437262,0.032714814,0.009372951,0.11418592
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,True,0.9728872,0.005784999,0.0035087792,0.01781905
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.0030372848,0.0056743952,0.9542865,0.037001703
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.92656857,0.021790804,0.005509578,0.04613113
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,False,0.46012354,0.35834458,0.012261877,0.16927
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,True,0.9966389,0.0008020282,0.0003788513,0.0021801388
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.14173599,0.81563425,0.0020217553,0.040608037
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.9963709,0.0007075971,0.00012296194,0.0027986008
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.47038957,0.2517814,0.08174145,0.19608754
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,True,0.6530615,0.028693521,0.2402479,0.07799707
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.9970291,7.462945e-05,9.5826115e-05,0.0028004495
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,True,0.12326477,0.058226153,0.014721877,0.80378723
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.99842286,5.8202724e-05,0.0010316679,0.00048732545
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.96603906,0.0023945714,0.0023945714,0.029171852
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.7781231,0.030171106,0.07237672,0.11932904
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.0022847767,0.00030921088,0.92174464,0.075661406
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,True,1.6698694e-05,4.0058083e-05,0.99981993,0.00012338758
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,9.6072385e-05,1.6694876e-05,0.9995914,0.00029592376
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,3.1176707e-05,3.7235266e-06,0.999161,0.00080405787
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.508802,0.017410247,0.308604,0.16518383
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.9847637,0.00089798827,0.0002915341,0.014046899
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,True,0.0039932397,0.001469031,0.13223796,0.86229974
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.065010026,0.48036274,0.030708563,0.42391863
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.67419297,0.10339084,0.00353784,0.2188784
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.13815828,0.09495471,0.70162565,0.06526136
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,5.4207935e-06,1.6532488e-06,0.9997317,0.00026118848
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,7.888657e-06,1.8737203e-06,0.99991536,7.484549e-05
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,5.131417e-05,1.665927e-05,0.9974596,0.0024724551
What do you call a young cow?,mare,lamb,kid,calf,D,True,0.00044182746,7.212635e-05,0.37734663,0.6221394
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.0066190953,0.98236084,0.00010698771,0.010913043
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.00942157,0.9610264,0.00053152867,0.029020483
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,True,3.665429e-05,3.863334e-06,0.9148638,0.08509559
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.99162966,0.003576375,0.00020176527,0.004592156
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,True,0.00017696811,0.9855642,0.00020053114,0.014058317
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,True,0.0010313146,8.465546e-05,0.99808085,0.0008031886
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.13831683,0.0003885035,0.7959584,0.06533624
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.01311514,0.9194423,0.00083842286,0.06660418
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.9854915,0.0019024462,0.00020051636,0.012405507
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.9997533,5.143217e-05,1.5685926e-05,0.00017951592
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.90435433,0.021268375,0.016563827,0.057813436
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.00012304775,1.0100375e-05,0.9970663,0.002800554
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,8.398067e-05,0.99012506,8.398067e-05,0.009706845
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.94864553,0.028646613,0.003019331,0.01968851
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.050283905,0.00020549881,0.25536275,0.6941479
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,True,0.23062328,0.040076315,0.7103697,0.01893071
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.59463435,0.31828484,0.006605791,0.08047501
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.9988097,0.00033506332,5.1383628e-05,0.00080377515
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.22898102,0.010060724,0.3331654,0.42779285
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.0024637424,0.003163508,0.00042813423,0.9939446
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,7.4756885e-05,0.99873155,2.4270006e-05,0.0011693944
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.9785559,0.006593458,0.0008923275,0.01395835
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.09004885,0.85435975,0.00739166,0.04819968
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.00017866865,0.00017866865,0.9950347,0.0046079247
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.74530894,0.0020934194,0.24196638,0.01063126
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.013865841,0.0001977856,0.013865841,0.9720705
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.5982184,0.24937452,0.071447,0.08096005
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.99300236,0.0002939731,0.0014929186,0.0052107982
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.5959252,0.029669369,0.055429682,0.3189758
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,False,0.21180658,0.2400083,0.30817676,0.2400083
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.89661205,0.06495036,0.0077572144,0.030680377
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,False,0.9372749,0.022042593,0.0043404438,0.03634209
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.9930611,0.00054924656,0.0004847084,0.0059049577
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.11756489,0.59704375,0.091559626,0.19383173
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,False,0.003301415,0.006167855,0.91539085,0.07513986
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.0011605779,0.99120176,6.969812e-05,0.007567919
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,5.142421e-05,1.4733282e-05,0.99959856,0.00033532796
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.00020248805,6.9287603e-06,0.995182,0.004608607
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.07231809,0.0028040768,0.8810147,0.043863136
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.16068895,0.052168068,0.06698512,0.7201579
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.0039498527,0.96649706,0.00036739354,0.029185683
