0,1,2,3,4,5,llama2_chat_7B_alpacacode_alpaca_52000_correct,llama2_chat_7B_alpacacode_alpaca_52000_choiceA_probs,llama2_chat_7B_alpacacode_alpaca_52000_choiceB_probs,llama2_chat_7B_alpacacode_alpaca_52000_choiceC_probs,llama2_chat_7B_alpacacode_alpaca_52000_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,True,0.009745033,0.049489364,0.87722,0.06354561
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.4588124,0.13145195,0.27828377,0.13145195
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,True,0.12996984,0.16688456,0.51404065,0.18910499
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,False,0.00042341556,0.00069809426,0.9829899,0.015888551
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.5971291,0.08081263,0.15097788,0.17108035
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.8030557,0.00787288,0.123152584,0.065918826
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,True,0.018773008,0.012902487,0.48416227,0.48416227
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,False,0.3354456,0.23054817,0.20345806,0.23054817
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,True,0.031619933,0.0669394,0.8154888,0.08595189
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,False,0.03497093,0.07403347,0.79593474,0.09506085
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.035308864,0.021415908,0.803626,0.13964926
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.74875474,0.029032372,0.032897986,0.18931484
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,False,0.051320713,0.007870286,0.031127585,0.9096814
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,True,0.72875875,0.0005175458,0.0026283145,0.26809537
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.4319476,0.051588785,0.33640113,0.18006255
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.0016478699,0.0018672813,0.9672756,0.029209193
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.13361834,0.2202994,0.3632123,0.28287002
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.5171541,0.31366983,0.07930815,0.089867905
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.61375123,0.09412181,0.15518062,0.13694641
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.8298939,0.04131798,0.04131798,0.08747017
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.039623536,0.0078023365,0.79586,0.15671413
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.024538342,0.02165501,0.8125983,0.14120841
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.14696412,0.01755236,0.74634534,0.08913824
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,False,0.26924953,0.20969173,0.44391742,0.077141285
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.057774246,0.42689714,0.3767354,0.13859321
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.012614325,0.020797508,0.8843325,0.082255736
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.109115705,0.07499405,0.55413526,0.26175496
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.3121419,0.3537031,0.16707751,0.16707751
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.551339,0.22983228,0.09580835,0.12302036
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,True,0.10497018,0.03861637,0.53308254,0.3233309
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.7936427,0.121709056,0.027156958,0.057491288
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,True,0.39868933,0.06114099,0.3518421,0.1883275
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,False,0.23954497,0.14529137,0.30758184,0.30758184
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,False,0.34366152,0.23619488,0.23619488,0.18394876
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.53406394,0.17338517,0.11916578,0.17338517
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.13045172,0.06982577,0.584644,0.21507852
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.5866215,0.020073084,0.037501458,0.35580394
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,False,0.6970519,0.13725765,0.044561036,0.12112945
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.25346467,0.32545507,0.2236818,0.19739848
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,True,0.027654128,0.040236518,0.8081721,0.12393721
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.35909978,0.13210543,0.35909978,0.14969505
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.2506107,0.13414225,0.36463642,0.2506107
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.00850047,0.0014771601,0.0075016385,0.98252076
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,True,0.68598807,0.13507906,0.04385375,0.13507906
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.06729696,0.002609386,0.001087754,0.92900586
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,True,0.011805123,0.009193839,0.93779707,0.041203927
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,True,0.8402786,0.08856472,0.017439427,0.053717215
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.06276189,0.055387173,0.7645963,0.117254645
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.56367433,0.14251919,0.2073642,0.08644226
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.17193802,0.2207728,0.41245788,0.1948313
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,False,0.098922156,0.11209348,0.64505345,0.14393088
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.6594022,0.21407655,0.047766935,0.078754365
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.3103132,0.21327494,0.3103132,0.16609868
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.45961514,0.13168195,0.19159609,0.21710682
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.02751402,0.040032666,0.5526339,0.37981936
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,False,0.5954319,0.15054877,0.15054877,0.10347056
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,True,0.20590201,0.124885894,0.23331757,0.43589458
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.26982117,0.39258745,0.12745449,0.21013694
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.613848,0.07331368,0.136968,0.17587039
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.1183004,0.10439974,0.36439088,0.41290897
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.6512745,0.06864382,0.21143787,0.06864382
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.11970383,0.47343782,0.11970383,0.28715456
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.27933705,0.09068746,0.46054894,0.16942649
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.51049346,0.18780005,0.18780005,0.11390649
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.7936986,0.06515075,0.083655216,0.057495337
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.89249617,0.039213546,0.011234869,0.05705537
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,True,0.40355006,0.40355006,0.061886407,0.13101353
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.008641509,0.004625467,0.881458,0.10527515
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.48398802,0.1571279,0.20175622,0.1571279
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.28287002,0.2202994,0.3632123,0.13361834
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.36463642,0.2506107,0.2506107,0.13414225
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.08537152,0.040326647,0.7148069,0.15949498
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.7783519,0.10533848,0.04391161,0.07239801
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.64218843,0.086910754,0.086910754,0.18399008
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,True,0.10304178,0.055154286,0.6719168,0.16988717
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.021397373,0.039975554,0.70858365,0.23004343
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.064776234,0.03928877,0.6964101,0.19952485
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,True,0.79240584,0.04470448,0.006855654,0.15603396
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.3772708,0.29381877,0.03509165,0.29381877
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.44154376,0.14334826,0.3034683,0.111639746
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,True,0.36083657,0.043095786,0.46332332,0.13274436
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.0011630703,0.00029407023,0.9933304,0.00521252
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.0063459426,0.0049422253,0.9418214,0.046890523
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.0644392,0.044288367,0.7850301,0.10624228
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.84626776,0.04213319,0.04213319,0.06946589
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.20524755,0.26354307,0.23257595,0.29863343
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.60365707,0.22207303,0.0816961,0.092573814
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,True,0.050060853,0.012657366,0.7830835,0.15419829
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.65897435,0.24242312,0.019899301,0.07870326
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.6028537,0.07200061,0.17272049,0.15242529
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.0069884597,0.9153076,0.0025709106,0.07513302
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.4820238,0.42538452,0.008828574,0.083763175
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.01668861,0.006139396,0.9111672,0.06600473
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.023536367,0.020770773,0.8831957,0.072497115
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.25653246,0.2263891,0.29068935,0.2263891
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.4944954,0.14167531,0.18191469,0.18191469
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.006688637,0.00020197935,0.00042759028,0.9926818
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,True,0.113014646,0.032379236,0.3481096,0.5064965
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,True,0.15619406,0.121644065,0.54517084,0.17699106
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.5229793,0.062460974,0.05512161,0.3594381
