0,1,2,3,4,5,llama_7B_followturn_20000/ckp15k_correct,llama_7B_followturn_20000/ckp15k_choiceA_probs,llama_7B_followturn_20000/ckp15k_choiceB_probs,llama_7B_followturn_20000/ckp15k_choiceC_probs,llama_7B_followturn_20000/ckp15k_choiceD_probs
 Just war theory's principle of military necessity belongs to,jus in bello.,jus ad bellum.,moral nihilism.,all of the above,A,True,0.57766044,0.27286747,0.0885871,0.06088496
" According to Mill, censoring speech that is possibly true",violates human dignity.,fails a prima facie duty of honesty.,is tantamount to asserting that you are infallible.,is a risk worth taking of the speech is dangerous enough.,C,False,0.7649891,0.14150876,0.055415627,0.038086563
 West argues that feminist rhetoric has,"obscures the harms of noncoerced, consensual sex by implying that because what is coerced is bad what is noncoerced is good.",obscures the harms of rape by equating all sex with nonconsensual sex.,"by not acknowledging a distinction between what is good and what noncoerced, has led to the acknowledgement of the harms of consensual sex.",All of the above,A,True,0.6663219,0.1793381,0.074759245,0.0795808
" According to Mill, the value of a particular pleasure depends on",its quantity alone.,its quality alone.,both its quantity and its quality.,neither its quantity nor its quality.,C,False,0.6285467,0.26201725,0.085064545,0.0243714
" According to Carruthers, whenever someone is required to act in a certain way toward an animal for the sake of the animal, what explains that fact are facts about",the animal.,the wider effects on human beings.,both A and B,neither A nor B,B,False,0.63327634,0.24799457,0.07563408,0.043094996
" What does SCNT stand for, as used in the discussion on cloning?",skin cell nuclear transfer,stem cell nuclear transmission,somatic cell nuclear transfer,none of the above,C,False,0.6242258,0.26021603,0.08447977,0.031078372
" Velleman worries that, by offering a patient the option of euthanasia,",we allow the patient to harm him- or herself.,we force doctors to harm the patient.,we harm the patient's family.,we harm the patient.,D,False,0.62310624,0.25974932,0.08976697,0.027377378
 Nathanson supports which of the following kinds of retributivism?,preventive,proportional,equality,retaliatory,B,False,0.45759812,0.35637778,0.09010641,0.095917776
 Carruthers approaches questions about the moral standing of nonhuman animals from the perspective of which of the following moral theories?,consequentialism,Kantianism,virtue ethics,contractualism,D,False,0.46541458,0.46541458,0.05221807,0.016952725
" In Gardiner's analysis, which of the following is a characteristic of the climate change problem?",institutional adequacy,dispersion of causes and effects,fragmentation of agency,all of the above,D,False,0.6701635,0.20438834,0.08520173,0.040246446
" What is the ""intergenerational storm"" of climate change?",the problem of massive world overpopulation over generations.,the problem that the bad effects of current carbon dioxide emissions will fall largely on future generations.,"the problem that the compounding effects of greenhouse gas emissions require the current generation to, in effect, cooperate with future generations.","the problem that countries are possibly biased toward the interests of the current generation, which largely benefits from carbon dioxide emissions.",D,False,0.37035522,0.47554553,0.09364047,0.06045883
 Hourdequin argues that one flaw of consequentialist calculation is that,it fails to reconcile prima facie duties.,it can run counter to a person's being able to integrate her commitments at various levels.,it can run counter to the idea that persons are atomistic and individually rational actors.,it fails to recognize that possibility that the persons are best understood in relation to one another.,B,False,0.4314366,0.4314366,0.062154338,0.074972436
 Dershowitz discusses the hypothetical case where the hijacked planes of 9/11 must be shot down to argue that important decisions like these,often have to be made quickly and without immediate authorization.,should be made with visibility and accountability by the highest-level officials.,have no objective answer.,none of the above,B,False,0.4295628,0.2952339,0.084585935,0.19061734
 Baxter argues that we should view our treatment of the environment as a matter of various trade-offs whose aim is,to minimize damage incurred by all individual living beings.,to minimize the suffering of all sentient creatures.,to promote the functional integrity of ecosystems.,to promote human welfare.,D,False,0.5732899,0.34771788,0.056763384,0.02222886
 Which of the following is an example of a value-based moral theory?,consequentialism,virtue ethics,both A and B,neither A nor B,C,False,0.51307416,0.3753731,0.069437034,0.042115692
 Kass worries that cloned individuals:,will be seen as curiosities.,will be scrutinized in relation to the person they are clones of.,both of the above,none of the above,C,False,0.49268675,0.38370484,0.10327275,0.02033561
" Why, according to Gill, does Leon Kass think the notion of being ""better off dead"" is incoherent?","because dead people no longer exist, and thus cannot benefit from choosing to die.","because some things (e.g., long-term torture) are worse than death.",because there has yet to be a satisfactory philosophical explanation of why death is bad.,"because death is, by definition, undesirable.",A,True,0.5530824,0.2960437,0.09611131,0.054762576
" In response to the argument that embryos are not persons because they lack certain rights that all persons have (such as the right to life), Lee and George argue that",the right to life belongs to a human being at all times that he or she exists.,"the right to life belongs to all living creatures, human or not.","not all persons have the right to life-for example, a murderer has given up his or her right to life through his or her actions",all of the above,A,True,0.50122553,0.30400866,0.13490303,0.059862856
 The consequentialist approach to punishment is at odds with,retributive theories of punishment.,perfectionist theories of punishment.,legal theories of punishment.,preventive theories of punishment.,A,True,0.56831104,0.34469807,0.05286116,0.03412973
" What does Hursthouse say about the claim that any adequate action-guiding (i.e., moral) theory must provide clear guidance about what ought and ought not to be done that any intelligent person could follow?",She says the claim is very plausible.,She says the claim is implausible.,She says the claim is self-evident.,She says the claim is true.,B,False,0.5676479,0.32343602,0.06779587,0.041120276
 Which of the following is not an objection that Kass makes against cloning?,It constitutes unethical experimentation.,It threatens identity and individuality.,It will produce harmful biological mutations as clones produce further clones.,It perverts our values concerning parenthood and the raising of children.,C,False,0.49857578,0.28407994,0.18341579,0.033928506
" In response to the objection that freedom of association is much more important in the marital context than the political realm, Wellman says",there is no freedom of association in the marital context.,his argument does not require that marital and political freedom of association be equally important.,freedom of association is equally important in both contexts.,none of the above,B,False,0.5837369,0.2757378,0.08951896,0.051006358
