0,1,2,3,4,5,llama_7B_ga_alpacafirstturn_20000/ckp5000_correct,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceA_probs,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceB_probs,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceC_probs,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,False,0.013561152,0.3497467,0.24037717,0.39631495
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.010046081,0.27580184,0.13027957,0.5838725
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.029485945,0.4612378,0.19227251,0.3170038
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.010861604,0.33789456,0.1596101,0.49163368
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,0.018519556,0.78747153,0.07324626,0.120762676
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,False,0.013285101,0.53067154,0.13417478,0.32186857
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.005124903,0.27981022,0.5227543,0.19231057
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.0055185175,0.38687795,0.11084239,0.4967611
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,False,0.08407836,0.48383754,0.13862178,0.2934623
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,True,0.02308452,0.52540123,0.13284224,0.31867197
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,False,0.04265776,0.5888722,0.090306476,0.27816352
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,True,0.011473741,0.5528358,0.13977878,0.2959117
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,True,0.01733136,0.5064966,0.1280624,0.3481097
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,False,0.007801301,0.31162187,0.16679917,0.5137776
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,False,0.0036770825,0.7007279,0.0948332,0.2007619
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.01152991,0.6295118,0.09653876,0.26241955
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,False,0.062453527,0.46147263,0.11667855,0.35939524
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,False,0.011184021,0.6500089,0.0996821,0.23912492
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.011129162,0.41761872,0.15363334,0.41761872
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,False,0.008373568,0.4034611,0.07011103,0.5180543
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.0027613125,0.56015086,0.05210215,0.3849857
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,False,0.018436642,0.5387977,0.15436812,0.28839764
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.027527072,0.552896,0.15840736,0.26116958
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.013321596,0.49988922,0.14322066,0.3435685
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.016979089,0.52820396,0.09178808,0.36302894
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.01412981,0.53021723,0.1340599,0.32159302
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.026429672,0.19529033,0.41342965,0.36485037
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.02083067,0.36923248,0.47410387,0.13583304
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.018633144,0.4240884,0.22699817,0.33028036
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,False,0.016609922,0.5167195,0.19009049,0.27658004
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.016452242,0.6995671,0.08355138,0.20042934
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.0074705766,0.5575054,0.096879914,0.33814415
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.0061149364,0.70679057,0.10838985,0.17870463
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.012709372,0.5076741,0.23980826,0.23980826
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,False,0.0035879854,0.30341178,0.30341178,0.38958845
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,False,0.010853109,0.59255964,0.11668191,0.27990535
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.010850386,0.592411,0.14978495,0.24695364
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.027534375,0.5530427,0.12340051,0.29602244
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.019762393,0.54255027,0.06479839,0.37288898
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.012479032,0.36469078,0.092208266,0.53062195
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.0046912874,0.11365948,0.041812986,0.8398363
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.047089543,0.3942759,0.16435865,0.3942759
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,True,0.0100538265,0.54892033,0.10808882,0.332937
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.019754622,0.6541832,0.11368,0.2123822
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,True,0.006175286,0.2795148,0.19210753,0.5222024
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.035856966,0.43682727,0.14181705,0.3854987
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,False,0.02314688,0.2196115,0.08079056,0.676451
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,False,0.015689919,0.45852667,0.16868255,0.35710093
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.010342498,0.38809937,0.1617839,0.43977422
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.027097661,0.6167399,0.15593627,0.20022614
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.022429205,0.74275327,0.06908682,0.16573066
