0,1,2,3,4,5,llama_7B_ga_alpacafirstturn_20000/ckp5000_correct,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceA_probs,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceB_probs,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceC_probs,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.00621781,0.4939418,0.16035943,0.33948094
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.01831738,0.5028794,0.20963131,0.26917195
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.04811276,0.5172609,0.19028966,0.24433675
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.014704679,0.4869521,0.20299183,0.2953514
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.019525528,0.28692552,0.3251292,0.36841968
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.016260462,0.5058481,0.23894572,0.23894572
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.075537376,0.7166787,0.06666151,0.1411224
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,True,0.030859828,0.48272896,0.228025,0.2583862
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.052684285,0.641826,0.14321074,0.16227902
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.03667938,0.7842397,0.07294566,0.1061353
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.0186125,0.30992594,0.2735087,0.3979528
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.015849713,0.6739469,0.11711442,0.19308902
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.011277408,0.3295742,0.3295742,0.3295742
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.017905407,0.76135725,0.07081726,0.14992014
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.015325725,0.3713083,0.1365967,0.4767693
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.012656618,0.4749361,0.22434393,0.28806332
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,True,0.034055762,0.56707937,0.16247097,0.23639384
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,True,0.035778195,0.40945977,0.19341509,0.36134696
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.017419262,0.65365297,0.08846231,0.24046549
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.033328123,0.4897532,0.14031664,0.33660212
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.021710062,0.5259867,0.17076287,0.2815404
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.014555356,0.31120723,0.27463943,0.399598
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.034468584,0.37057218,0.1750459,0.4199133
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.0169324,0.43669236,0.20627886,0.34009635
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,True,0.029744959,0.527242,0.1939615,0.24905148
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.020692376,0.7294314,0.087118156,0.16275814
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.04524439,0.5511895,0.10853565,0.29503047
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.014480616,0.47953212,0.17641002,0.3295773
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,False,0.019692918,0.57551146,0.1648868,0.23990886
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,False,0.010698783,0.62180716,0.13874394,0.22875008
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,True,0.010342498,0.43977422,0.1617839,0.38809937
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,True,0.018444583,0.6501939,0.14507788,0.18628368
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,False,0.028280571,0.3904012,0.34452787,0.23679031
"What expression can be used to show 270,240 written in expanded form?","200,000 + 7,000 + 200 + 4","200,000 + 7,000 + 200 + 40","200,000 + 70,000 + 200 + 40","200,000 + 70,000 + 2,000 + 40",C,False,0.017353011,0.34854454,0.18656245,0.44754004
A worker on an assembly line takes 7 hours to produce 22 parts. At that rate how many parts can she produce in 35 hours?,220 parts,770 parts,4 parts,110 parts,D,False,0.021910064,0.44007543,0.23555541,0.30245912
"Abe found the mean and median of this list of numbers. 1, 3, 3 If the number 6 were added to the list, then",the mean would increase.,the mean would decrease.,the median would increase.,the median would decrease.,A,False,0.041459493,0.6485356,0.09945616,0.21054868
"When n = 11, what is the value of 10 – (n + 6)?",–7,5,7,27,A,False,0.018783096,0.6220107,0.15726894,0.2019373
"Which expression represents the phrase below? 3 fewer than a number, p",3-p,p+3,3/p,p-3,D,False,0.042275377,0.62123215,0.10795396,0.22853854
A theater collected $6 for each ticket sold to a movie. The theater sold 500 tickets to the movie. The expression below can be used to find how much money the theater collected for the tickets. 6 × 500 Which expression can also be used to find how much money the theater collected for the tickets?,30 × 10^1,30 × 10^3,(6 × 5) × 10^2,(6 × 5) × 10^3,C,False,0.008732984,0.2716752,0.2716752,0.44791666
Let 12-9+c=12. What value of c makes the equation true?,0,3,9,12,C,False,0.009753232,0.6423278,0.11161983,0.23629919
"The Sojourn family went on a vacation. They started with $2000. If they spent $150 each day, which expression represents how much money they had after x days?",1850x,2000 −150x,150x,2000 +150x,B,True,0.016479772,0.42501894,0.22749625,0.3310051
"A shelf has four books on it. The weight, in pounds, of each of the four books on the shelf is 2.5, 3.2, 2.7, 2.3 Which inequality represents the weight, w, of any book chosen from the shelf?",w > 2.3,w < 2.4,w > 3.2,w < 3.3,D,False,0.027749052,0.46206322,0.19261661,0.3175711
Which number has an absolute value greater than 5?,-6,-5,0,5,A,False,0.016120428,0.442565,0.0987496,0.442565
What is the value of the expression 2(3(4^2 + 1)) - 2^3?,156,110,94,48,C,False,0.019385472,0.4412113,0.23616341,0.30323982
"Gwen wrote the number pattern below on a piece of paper. 1, 5, 9, 13 What are the next two terms in Gwen’s pattern?","15, 17","15, 19","17, 19","17, 21",D,False,0.017494755,0.69882554,0.08346281,0.20021687
If 3 cans of pears cost $2.37 how many cans of pears can you buy for $9.48?,3 cans,12 cans,36 cans,13 cans,B,True,0.020849248,0.64860106,0.14472246,0.18582731
"Order from greatest to least: 3, 3 and 1 over 8,3.8,3.18.","3.18, 3 and 1 over 8, 3.8,3","3,3 and 1 over 8, 3.18, 3","3.8, 3 and 1 over 8, 3.18, 3","3.8, 3.18, 3 and 1 over 8, 3",D,False,0.04966932,0.44269785,0.16285944,0.34477344
Compute 22 / 2 + 9.,10,11,20,2,C,False,0.025497759,0.61775416,0.20055541,0.1561927
"The population of a certain city is 836,527. What is the population of this city rounded to the nearest ten thousand?","800,000","830,000","836,000","840,000",D,False,0.017687725,0.35526747,0.31352243,0.31352243
Find the product of 5 • (−9).,14,−4,45,−45,D,False,0.035296734,0.5186817,0.16839129,0.27763033
"Keiko spent the day bird watching and counted 34 more birds in the morning than in the afternoon. If she counted a total of 76 birds, how many birds did she count in the afternoon?",21 birds,40 birds,42 birds,84 birds,A,False,0.0126027735,0.30533725,0.2377969,0.44426307
What is the value of 5 + 2 • 15 + (12 • 4)?,78,83,131,153,B,True,0.017225603,0.41733816,0.19713658,0.36829963
Which situation can be represented by the fraction 20/8?,Leslie spent 20 dollars and 8 cents at a store. How is the amount of money Leslie spent written as a fraction?,Mr. Kramer’s 8 grandchildren shared 20 crackers equally. How many crackers did each grandchild get?,Mitch bought 20 containers of flowers at a plant store. Each container had 8 flowers in it. How many flowers did Mitch buy?,Stamps are sold in booklets of 20 stamps. Donna used 8 stamps to send invitations for a party. How many booklets of stamps did Donna use to send her invitations?,B,False,0.14236501,0.24985836,0.11087398,0.4969027
"If a freight train travels at a speed of 20 miles per hour for 6 hours, how far will it travel?",120 miles,80 miles,26 miles,12 miles,A,False,0.018254882,0.53348583,0.19625847,0.25200087
Which step explains how to find the value of a in 6a = 72?,add 6 to both sides,divide both sides by 6,multiply both sides by 6,subtract 6 from both sides,B,True,0.008725769,0.6931737,0.07305997,0.22504056
"Coach Wu has a total of 30 soccerballs. 9 soccer balls are white. The remaining soccer balls are one of three different colors (blue, pink, or green). There is an equal numberof blue, pink, and green balls How many green soccer balls does Coach Wu have?",7,10,21,39,A,False,0.0110287815,0.30278057,0.34309533,0.34309533
The temperature dropped 11°F between 6 P.M. and 10 P.M. It was 84°F at 10 P.M. Write and solve an equation to find t the temperature at 6 P.M.,84 − 11 = t; 73°F,t − 84 = 11; 95°F,84 − t = 11; 73°F,t − 11 = 84; 95°F,D,False,0.0864441,0.52953434,0.13388725,0.25013432
Theresa had a bag of 72 marbles. She put the marbles into 9 equal groups. Which number sentence shows how to find the number of marbles Theresa put into each group?,72 ÷ 9 = 8,72 – 9 = 63,9 + 72 = 81,9 ÷ 72 = 0.125,A,False,0.017874874,0.3372741,0.26266935,0.38218164
Rob uses 1 box of cat food every 5 days to feed his cats. Approximately how many boxes of cat food does he use per month?,2 boxes,4 boxes,5 boxes,6 boxes,D,False,0.01601954,0.38811794,0.20774457,0.38811794
What is the least common multiple of 4 and 10?,14,20,40,60,B,False,0.007717766,0.37186277,0.1990438,0.42137572
Find 4 over 7 + 2 over 7.,6 over 14,8 over 49,14 over 28,6 over 7,D,True,0.017132925,0.30368835,0.036270402,0.6429083
How many years are there in a decade?,5,10,15,20,B,True,0.018892977,0.5877433,0.11573352,0.27763027
There are 31 days in the month of January. Michelle did 45 push-ups each day of the month. She used the expression below to find the number of push-ups she did in January. 31 × 45 How many push-ups did Michelle do in the month of January?,125 push-ups,279 push-ups,"1,395 push-ups","1,406 push-ups",C,False,0.010803334,0.3577573,0.3157197,0.3157197
Two whole numbers have a least common multiple of 60. Each number is less than or equal to 12. The greatest common factor of the two numbersis 2. What are the two numbers?,6 and 10,5 and 12,10 and 12,12 and 15,C,False,0.010819887,0.62884563,0.1801673,0.1801673
Evaluate −2(x − 3) for x = 2.,−4,−2,10,2,D,False,0.024710026,0.8182837,0.05927627,0.09773005
There are 230 calories in 4 ounces of a type of ice cream. How many calories are in 6 ounces of that ice cream?,232,236,345,460,C,False,0.020111075,0.51867145,0.24500304,0.21621442
Estimate 711 + 497. The sum is between which numbers?,50 and 400,450 and 700,"750 and 1,000","1,050 and 1,300",D,False,0.012290034,0.49092373,0.1593796,0.33740664
"Mr. Kohlberg owns a flower shop. At the beginning of the day, he had 152 roses. Mr. Kohlberg sold 96 of the roses and then wanted to separate the rest of the roses equally among 8 vases. What will be the total number of roses in each vase?",7,12,48,56,A,False,0.017687725,0.31352243,0.35526747,0.31352243
Estimate 32 x 68. The product is between what numbers?,18 and 28,180 and 280,"1,800 and 2,800","18,000 and 28,000",C,False,0.02411098,0.51551545,0.14769766,0.31267592
Write the prime factorization of 77. Use exponents where possible.,7 • 11^2 • 13,7^2 • 11,7 • 11 • 13,7 • 11,D,False,0.04270076,0.52020174,0.19137153,0.2457259
Magazines costs $2.99 each and books costs $6.99 each at the Old Town Newsstand. What is the total cost of 4 magazines and 3 books?,$20.93 ,$28.93 ,$32.93 ,$48.93 ,C,False,0.011986776,0.3969475,0.24076083,0.35030493
"Umi created the number pattern that follows by adding the same amount each time to get the next number. 20, 40, 60, 80, ... What will be the eighth number in the pattern?",160,240,320,640,A,False,0.007999529,0.36208633,0.21961647,0.41029757
Write 7 over 33 as a decimal.,0.021 repeating,0.21 Repeating,0.22 Repeating,0.2121,B,True,0.028961709,0.5817115,0.114545785,0.27478105
