0,1,2,3,4,5,llama_7B_ga_followturn_20000/ckp7500_correct,llama_7B_ga_followturn_20000/ckp7500_choiceA_probs,llama_7B_ga_followturn_20000/ckp7500_choiceB_probs,llama_7B_ga_followturn_20000/ckp7500_choiceC_probs,llama_7B_ga_followturn_20000/ckp7500_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.067881815,0.23693082,0.12681992,0.5683675
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.27629614,0.6628,0.05440594,0.0064978623
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.2207728,0.41245788,0.1948313,0.17193802
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.17357388,0.77790415,0.038729567,0.009792368
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,True,0.18538158,0.5710155,0.099227615,0.14437532
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.091214046,0.7637258,0.13271564,0.012344478
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.058504865,0.9151701,0.021522738,0.004802372
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,True,0.102846056,0.46092403,0.40676403,0.029465886
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.16296244,0.7303469,0.0872275,0.019463087
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.13577873,0.6895413,0.13577873,0.03890126
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.119866915,0.78163046,0.06416014,0.034342445
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.082449324,0.8864137,0.026767375,0.0043696538
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.25985998,0.5501236,0.17859897,0.01141745
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.052296683,0.9269809,0.019238874,0.0014835427
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.3376788,0.29800048,0.20481254,0.15950817
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.10100537,0.7463343,0.14696194,0.005698333
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,True,0.14848848,0.6654792,0.14848848,0.037543766
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,True,0.07357567,0.69806653,0.107051976,0.12130577
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.10141773,0.8491602,0.037309494,0.012112619
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.06729196,0.8197839,0.09790923,0.015014866
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.07525656,0.8090843,0.09663134,0.019027838
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,True,0.27140185,0.44746602,0.23951131,0.041620824
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.21160986,0.44797808,0.27171245,0.068699665
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.21623081,0.6660378,0.115740016,0.001991417
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,True,0.17146417,0.7684491,0.049125306,0.010961338
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.07690029,0.826756,0.07690029,0.019443437
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.34149858,0.4968775,0.1256303,0.035993688
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.15562825,0.54319596,0.2565876,0.044588238
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,False,0.1881144,0.6565838,0.14650364,0.008798228
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,False,0.061200123,0.8448416,0.061200123,0.032758065
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,True,0.22795807,0.546843,0.20117229,0.024026604
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,True,0.113135636,0.737737,0.12819947,0.020927988
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,False,0.09381636,0.4764388,0.42045575,0.0092890775
"What expression can be used to show 270,240 written in expanded form?","200,000 + 7,000 + 200 + 4","200,000 + 7,000 + 200 + 40","200,000 + 70,000 + 200 + 40","200,000 + 70,000 + 2,000 + 40",C,False,0.3310051,0.42501894,0.22749625,0.016479772
A worker on an assembly line takes 7 hours to produce 22 parts. At that rate how many parts can she produce in 35 hours?,220 parts,770 parts,4 parts,110 parts,D,False,0.22792147,0.7020476,0.0653006,0.0047303597
"Abe found the mean and median of this list of numbers. 1, 3, 3 If the number 6 were added to the list, then",the mean would increase.,the mean would decrease.,the median would increase.,the median would decrease.,A,False,0.22859474,0.376889,0.376889,0.017627334
"When n = 11, what is the value of 10 – (n + 6)?",–7,5,7,27,A,False,0.117726244,0.67746776,0.13340132,0.07140458
