0,1,2,3,4,5,llama2_chat_7B_alpacacode_sharegpt_qy_vic_52000_correct,llama2_chat_7B_alpacacode_sharegpt_qy_vic_52000_choiceA_probs,llama2_chat_7B_alpacacode_sharegpt_qy_vic_52000_choiceB_probs,llama2_chat_7B_alpacacode_sharegpt_qy_vic_52000_choiceC_probs,llama2_chat_7B_alpacacode_sharegpt_qy_vic_52000_choiceD_probs
How many human polyomaviruses are known at present?,100,1,10,unknown,A,False,0.14876276,0.27792543,0.35686332,0.21644855
AIDS activism in the U.S. resulted in:,Food and Drug Administration reforms,Easier access to investigational drugs,Changes in the way medicine was practiced in the U.S.,All of the above,D,True,0.013981501,0.0013004822,0.004539129,0.9801789
"Globally, the most deaths are caused by:",Respiratory infections,Diarrheal diseases,Malaria,Tuberculosis,B,False,0.72011703,0.040626224,0.14179945,0.097457245
What happens during the 'incubation period'?,The virus is cleared from the body by the immune system,Virus replication happens at an intracellular level,This period commonly lasts for a few days,This period commonly lasts for a few hours,B,False,0.02785896,0.00904448,0.922562,0.040534545
Newborn infants in countries with limited access to safe water and low levels of education should be:,Exclusively formula fed for six months,Exclusively breast fed for six months,Should receive both breast milk and other foods as tolerated in the first 6,months,B,True,0.08997342,0.7533382,0.13091056,0.025777815
Achieving effective change in a community is usually dependent on which of the following segments of society?,Innovators,Early adapters,Middle adapters,Late adapters,A,True,0.7849554,0.09374955,0.056861978,0.06443306
“Contingency management” is”:,A strategy of last resort for reducing high-risk behaviors,Paying drug users for negative urine specimens,Paying sex workers to use condoms,Paying drug users to use condoms,B,True,0.028818032,0.7432268,0.11397753,0.11397753
Typical clinical symptoms following infection with astroviruses include which of the following?,Acute pneumonia,Gastroenteritis in children,Hepatitis,rashes,B,True,0.11245721,0.83095264,0.041370694,0.015219429
Which of the following is the most special characteristic of the adaptive immune system?,Antibodies,T cells,Memory T cells,Clonal expansion of pre-existing antibodies and/or T cells,D,False,0.2772748,0.2772748,0.16817567,0.2772748
Chemotherapy is now an option for clinical care of patients. Typical drug regimens now include which of the following?,Interferon and ribavirin,Lamivudine and ribavirin,Combinations of adefovir and entecavir and/or tenofovir (DAA),Interferons alone,B,False,0.4234426,0.20002012,0.20002012,0.17651713
"There were no new cases of Ebola virus in the United States from January 1, 1997 through January 1, 1998. Which of the following epidemiologic terms does this statement describe?",Incidence,Lifetime expectancy,Lifetime prevalence,Period prevalence,C,False,0.47399083,0.06414768,0.28748998,0.17437148
How were retroviruses discovered?,In chickens as Rous sarcoma,In humans as HTLV-1,In mice causing leukaemia,In cats causing leukaemia,C,False,0.84729177,0.06954994,0.05416555,0.02899273
Most surveillance systems use which of the following study designs?,Cohort,Serial cross-sectional,Mortality,Syndromic,B,False,0.25562707,0.25562707,0.2896634,0.19908255
Polio can be eradicated by which of the following?,Attention to sewage control and hygiene,Killed polio vaccine,Live polio vaccine,Combination of the killed and live vaccines.,A,True,0.60128057,0.03843858,0.3218423,0.03843858
Public health ethics is:,Patient-centered,Population-centered,Subject-centered,Must respect the rights of individuals,B,False,0.5843741,0.06979354,0.06979354,0.2760388
How many people globally are currently infected with hepatitis B?,350 million,2 billion,"100,000",1 million,A,True,0.7303841,0.059953578,0.18467002,0.02499237
"In a study, a group of people are exposed to an environmental toxin but are not treated observed over time on a standard set of measures to ascertain the potential effects of the toxin. This type of study design is called",Clinical trial,Double-blind,Longitudinal,Prospective cohort,D,False,0.02473544,0.03598985,0.6379354,0.30133933
Which disease do polyomaviruses predominantly cause?,Tumours,Brain pathology,No disease at all,Kidney infections,C,False,0.974498,0.005794577,0.007440384,0.012267119
How are antibody producing cells stimulated?,Interacting with a virus short peptide,Interacting with a T helper cell.,Interacting with a plasma cell,Interacting with a virus infected cell,B,False,0.4622655,0.116879016,0.31771013,0.103145376
The single most important key to the success of the Multicenter AIDS Cohort (MACS) is:,The brilliance of the principal investigator,The commitment of the staff,The commitment of the participants,The quality of the laboratories,C,True,0.087435454,0.30517972,0.44403386,0.16335094
Picornavirus replication as a positive strand RNA virus is particularly typified by which of the following?,Virions carry RNA transcriptase enzyme into the cell,The virion RNA is translated into a single large polyprotein,The virion RNA acting as mRNA,The virus exits by apoptosis of the cell,C,False,0.6095081,0.07279536,0.2242255,0.093471095
Why are members of the astrovirus family only recently recognised as significant enteric viruses for humans?,The genome has been identified by the new method of deep sequencing,A new vector has been discovered,They infect a wide range of domestic animals and so contaminate meat,Knowledge of their replication as positive sense ssRNA viruses is now complete,A,True,0.47495157,0.0389864,0.19798927,0.28807268
Which virus infection was not first identified by clinical observation?,HIV,Rubella teratogenicity,Microcephaly and Zika,Hepatitis C,D,True,0.2912612,0.03478619,0.057352733,0.6166
The particular quality of the U.S. health care system is its:,"Systematic, democratic approach","Fragmented, uncoordinated approach",The result of rationale decisions by informed legislators,a. and c. above,B,False,0.011938435,0.022303933,0.01737032,0.9483873
The three key intervention strategies according to Professor Shoptaw are:,"Behavioral intervention, treatment and structural interventions","Condoms, drug therapy and regulation of commercial sex establishments","Drug replacement therapy, community intervention and needle exchange","HIV testing, drug therapy and condom use",A,False,0.13810083,0.25800633,0.48201925,0.12187355
Measles has been controlled in many countries by which of the following?,By hygiene,By MMR vaccine,By new molecular peptide vaccines,By humanised monoclonal antibodies to F protein,B,True,0.084724955,0.9108791,0.0024034618,0.00199254
How can the spread of filoviruses be restricted?,New antivirals,New humanised monoclonal antibodies,Hygiene and social distancing,New vaccines,C,True,0.11354188,0.032530293,0.740386,0.11354188
Most pandemics have arisen from influenza viruses from which of the following animals?,Pigs,Wild birds,Bats,Humans,A,True,0.47617862,0.17517632,0.25488007,0.09376513
