0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptllama2chat_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptllama2chat_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptllama2chat_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptllama2chat_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptllama2chat_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.22332531,0.105491415,0.13545366,0.5357296
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.049640924,0.41563836,0.41563836,0.119082384
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.060356162,0.30651388,0.50535595,0.127774
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.052740887,0.30350286,0.5003916,0.1433646
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.09754487,0.14192696,0.49537373,0.26515445
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.057010096,0.4212508,0.47733968,0.044399507
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.22332531,0.5357296,0.105491415,0.13545366
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.056861978,0.06443306,0.7849554,0.09374955
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.2529515,0.6067991,0.11948583,0.020763524
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.039590105,0.7017514,0.20105515,0.057603262
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.13413703,0.60116047,0.22115459,0.04354792
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.027788322,0.14112076,0.49255982,0.3385311
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.03189923,0.34294903,0.49898788,0.1261639
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.09061169,0.66953486,0.16928492,0.07056845
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.14345418,0.3441287,0.30369252,0.2087246
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.08551937,0.38327122,0.4343032,0.09690614
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.101114824,0.27485856,0.5818756,0.04215093
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,True,0.13340132,0.6774678,0.11772626,0.071404584
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.036071647,0.82098687,0.12590241,0.017039038
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.07957546,0.58798754,0.27774563,0.054691363
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.031833082,0.7245176,0.20757776,0.036071606
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.07419894,0.2934625,0.54826015,0.08407842
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.20896852,0.44238636,0.23679237,0.11185279
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,True,0.09181255,0.36312568,0.4114753,0.13358647
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,True,0.11727361,0.46382612,0.24826825,0.1706321
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.05892371,0.8134167,0.07565954,0.05199999
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.11845686,0.11845686,0.68167216,0.08141413
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.6422404,0.07670468,0.26772562,0.013329274
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,True,0.72122145,0.18235333,0.08613762,0.010287671
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,True,0.7454893,0.18848921,0.028905757,0.037115727
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,False,0.36600903,0.36600903,0.19591053,0.07207145
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,False,0.32486945,0.25300857,0.28669629,0.13542573
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,False,0.07213321,0.25176963,0.603964,0.07213321
"What expression can be used to show 270,240 written in expanded form?","200,000 + 7,000 + 200 + 4","200,000 + 7,000 + 200 + 40","200,000 + 70,000 + 200 + 40","200,000 + 70,000 + 2,000 + 40",C,True,0.07337749,0.2902136,0.5421904,0.09421856
A worker on an assembly line takes 7 hours to produce 22 parts. At that rate how many parts can she produce in 35 hours?,220 parts,770 parts,4 parts,110 parts,D,False,0.15766026,0.7065842,0.108358204,0.027397243
"Abe found the mean and median of this list of numbers. 1, 3, 3 If the number 6 were added to the list, then",the mean would increase.,the mean would decrease.,the median would increase.,the median would decrease.,A,False,0.1152956,0.45600292,0.31340593,0.1152956
"When n = 11, what is the value of 10 – (n + 6)?",–7,5,7,27,A,False,0.044943836,0.15686938,0.62043047,0.17775631
"Which expression represents the phrase below? 3 fewer than a number, p",3-p,p+3,3/p,p-3,D,False,0.10753127,0.70119196,0.08374544,0.10753127
A theater collected $6 for each ticket sold to a movie. The theater sold 500 tickets to the movie. The expression below can be used to find how much money the theater collected for the tickets. 6 × 500 Which expression can also be used to find how much money the theater collected for the tickets?,30 × 10^1,30 × 10^3,(6 × 5) × 10^2,(6 × 5) × 10^3,C,False,0.08991514,0.58632034,0.24441467,0.07934983
Let 12-9+c=12. What value of c makes the equation true?,0,3,9,12,C,False,0.0677897,0.50090194,0.34426454,0.0870437
"The Sojourn family went on a vacation. They started with $2000. If they spent $150 each day, which expression represents how much money they had after x days?",1850x,2000 −150x,150x,2000 +150x,B,True,0.039156266,0.8911925,0.039156266,0.03049493
"A shelf has four books on it. The weight, in pounds, of each of the four books on the shelf is 2.5, 3.2, 2.7, 2.3 Which inequality represents the weight, w, of any book chosen from the shelf?",w > 2.3,w < 2.4,w > 3.2,w < 3.3,D,False,0.34786707,0.44667017,0.14501257,0.060450234
Which number has an absolute value greater than 5?,-6,-5,0,5,A,False,0.13257845,0.7629363,0.033521082,0.070964135
What is the value of the expression 2(3(4^2 + 1)) - 2^3?,156,110,94,48,C,False,0.24349299,0.3542802,0.3542802,0.04794661
"Gwen wrote the number pattern below on a piece of paper. 1, 5, 9, 13 What are the next two terms in Gwen’s pattern?","15, 17","15, 19","17, 19","17, 21",D,False,0.0992748,0.647353,0.23814787,0.015224284
If 3 cans of pears cost $2.37 how many cans of pears can you buy for $9.48?,3 cans,12 cans,36 cans,13 cans,B,True,0.0808444,0.46522743,0.36231947,0.09160871
"Order from greatest to least: 3, 3 and 1 over 8,3.8,3.18.","3.18, 3 and 1 over 8, 3.8,3","3,3 and 1 over 8, 3.18, 3","3.8, 3 and 1 over 8, 3.18, 3","3.8, 3.18, 3 and 1 over 8, 3",D,False,0.13810083,0.25800633,0.48201925,0.12187355
Compute 22 / 2 + 9.,10,11,20,2,C,False,0.051334087,0.42981502,0.37931043,0.13954051
"The population of a certain city is 836,527. What is the population of this city rounded to the nearest ten thousand?","800,000","830,000","836,000","840,000",D,False,0.02308644,0.5954071,0.36113268,0.020373711
Find the product of 5 • (−9).,14,−4,45,−45,D,False,0.047262765,0.57577837,0.30819196,0.06876692
"Keiko spent the day bird watching and counted 34 more birds in the morning than in the afternoon. If she counted a total of 76 birds, how many birds did she count in the afternoon?",21 birds,40 birds,42 birds,84 birds,A,False,0.07690823,0.50150466,0.3446788,0.07690823
What is the value of 5 + 2 • 15 + (12 • 4)?,78,83,131,153,B,False,0.11137386,0.34305564,0.49914297,0.04642753
