0,1,2,3,4,5,llama2_chat_7B_alpacacode_alpacagpt4_52000_correct,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceA_probs,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceB_probs,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceC_probs,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceD_probs
The Barkhausen criterion for an oscillator,Loop gain should be unity,Loop gain should be less than unity,The phase of a feedback signal with respect to input should be 0° or 360°,Both A and C,D,True,0.002797557,0.00090823387,0.00029486034,0.99599934
Potentiometer method of DC voltage measurement is more accurate than direct measurement using a voltmeter because,It loads the circuit moderately.,It loads the circuit to maximum extent.,It uses centre zero galvanometer instead of voltmeter.,It does not load the circuit at all.,D,True,0.0067415624,0.018325467,0.36807683,0.6068561
Which of these sets of logic gates are designated as universal gates?,"NOR, NAND.","XOR, NOR, NAND.","OR, NOT, AND.","NOR, NAND, XNOR.",A,False,0.0042297463,0.13158356,0.0061542443,0.8580325
"A single phase one pulse controlled circuit has a resistance R and counter emf E load 400 sin(314 t) as the source voltage. For a load counter emf of 200 V, the range of firing angle control is",30° to 150°.,30° to 180°.,60° to 120°.,60° to 180°.,A,False,0.021745656,0.16067988,0.09745727,0.7201172
A box which tells the effect of inputs on control sub system is known as,Data Box.,Logical box.,Decision box.,State box.,C,False,0.0069607766,0.004784067,0.017774966,0.97048026
Two infinite parallel metal plates are charged with equal surface charge density of the same polarity. The electric field in the gap between the plates is,same as that produced by one plate.,double the field produced by one plate.,dependent on coordinates of field points.,zero.,D,False,0.059953578,0.7303841,0.18467002,0.02499237
The resistance in the circuit of the moving coil of a dynamometer wattmeter should be,Low.,Very low.,High.,Almost zero.,C,False,0.028575175,0.18633354,0.21114357,0.5739477
The following are the necessary requirements of an oscillator,Amplitude stability,Frequency stability,Power stability,Both A and B,D,True,5.475524e-05,4.2643427e-05,4.005979e-05,0.99986255
The normal voltage used in directional heating is,1.5 KV.,15 KV.,33 KV.,66 KV.,A,False,0.009499046,0.35644907,0.27760282,0.35644907
LC oscillators are used for produce a waveform with frequency ranging from,1MHz to 500 MHz,100 KHz to 500 MHz,1 KHz to 1 MHz,1MHz to 100 GHz,A,False,0.06360178,0.11882376,0.2850434,0.53253114
A working diode must have,High resistance when forward or reverse biased,"Low resistance when forward biased, while high resistance when reverse bias","High resistance when forward biased, while low resistance when reverse bias",Low resistance when forward or reverse biased,B,False,0.0012092652,0.0027251213,0.025855232,0.97021043
What is the name of the fluorescent material that gives red colour fluorescence?,Zinc silicate.,Calcium silicate.,Zinc sulphide.,Magnesium silicate.,D,False,0.752468,0.07930954,0.037463173,0.13075933
How many bits are required to store one BCD digit ?,1,2,3,4,D,False,0.0038959363,0.51026696,0.27312624,0.21271092
Commutator in DC generator is used for,collecting of current,reduce losses,increase efficiency,convert AC armature current in to DC,D,True,0.0004030397,0.0005864193,0.002978083,0.9960324
1 F is theoretically equal to,1 ohm of resistance,ratio of 1 V to 1 C,ratio of 1 C to 1 V,none of these,C,False,0.00029502335,0.00035586613,0.0027991037,0.99654996
How many entries will be in the truth table of a 3 input NAND gate ?,3,6,8,9,C,False,0.008966805,0.26204848,0.29693982,0.4320449
In decimal number system what is MSD,First digit from left to right,First digit from right to left,Middle digit,Mean of all digits,A,False,0.0037068236,0.01072605,0.020038899,0.96552825
"In Digital Logic Designs, GAL is abbreviated as",General Advance Logic,General Array Logic,Generic Advance Logic,Generic Array Logic,D,True,0.0047078086,0.33004287,0.2912618,0.37398756
Inintel 8085A microprocessor ALE signal is made high to,Enable the data bus to be used as low order address bus,To latch data D0-D7 from data bus,To disable data bus,To achieve all the functions listed above,A,False,0.00012338083,6.604099e-05,4.538927e-05,0.9997652
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,111.9 ohm,11.19 ohm,108 ohm,115 ohm,A,False,0.23971286,0.5750413,0.0569368,0.12830906
The concept of V/f control of inverters driving induction motors resuls in,constant torque operation,speed reversal,reduced magnetic loss,hormonic elimination,A,False,0.051841196,0.09685211,0.040373962,0.81093276
"The energy stored in the magnetic field in a solenoid 30 cm long and 3 cm diameter wound with 1000 turns of wire carrying a current at 10 amp, is",0.015 joule.,0.15 joule.,0.015 joule.,1.15 joule.,B,False,0.06483262,0.29055965,0.1655559,0.47905186
"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",protect the insulation.,avoid effect of saturation.,improve the capabilities of the inverter.,protect thyristor from dV / dt.,B,False,0.18848331,0.054001376,0.012049335,0.745466
Which of the following windings are necessary in case of all dc machines?,closed winding,lap winding,wave winding,open type winding,A,False,0.13779613,0.33055574,0.05069236,0.48095575
Relaxation Voltage controlled oscillators are used to generate,Sinusoidal wave,Triangular wave,Sawtooth wave,Both B and C,D,True,0.0003563096,0.00075430743,0.0010975108,0.9977919
The supply frequency usually employed for high frequency eddy current heating is,1 KHz.,5 KHz.,10 MHz.,10 KHz to 400 KHz.,D,True,0.0020881596,0.0144946985,0.028826151,0.95459104
In the toggle mode a JK flip-flop has,"J = 0, K = 0.","J = 1, K = 1.","J = 0, K = 1.","J = 1, K = 0.",B,False,0.020086993,0.27729237,0.11559266,0.58702797
Electric drive is becoming more and more popular because,all of below.,it provide smooth and easy control.,it is cheaper in cost.,it is simple and reliable.,A,True,0.99369603,0.0006227759,0.00013054091,0.0055507408
A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,0.32.,0.67.,0.45.,0.27.,B,True,0.047669813,0.4522786,0.39913446,0.100917004
A Binary number system has how many digits.,0,1,2,10,C,False,0.05248652,0.3215189,0.28373942,0.3422551
"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",LC.,RL.,RC.,Any of the above.,C,False,0.0007513413,0.001318645,0.0040617124,0.9938683
Advantages of open loop control system is/are,simple and economical.,accurate.,reliable.,all of the above.,A,False,3.1198786e-05,4.539397e-05,5.4755572e-05,0.99986863
"The voltage induced in an inductor is represented as,",product of its inductance and current through it.,ratio of its inductance to current through it.,ratio of current through it to its inductance.,product of its inductance and rate of change of current through it.,D,True,0.26371214,0.016858554,0.0025853429,0.7168439
"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",1,2,4,8,C,False,0.00847062,0.24754779,0.15014534,0.5938363
Induction heating takes place in,conducting but non-magnetic materials.,conducting materials which may be either magnetic or non-magentic materials.,insulating materials.,conducting and magnetic materials.,B,False,0.00054905296,0.0035802752,0.003159582,0.99271107
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100,50,1,A,False,0.090568885,0.6692186,0.19173434,0.048478033
Magnetic flux has the unit of,Newton,Ampere turn,Weber,Tesla,C,False,0.03153935,0.63348484,0.29923704,0.03573877
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",Reciprocity theorem,Thevinin's theorem,Norton's theorem,Compensation theorem,A,True,0.7653568,0.1935125,0.03362743,0.0075032935
A D-flip-flop is said to be transparent when,the output is LOW,the output is HIGH,the output follows clock,the output follow input,D,True,0.001016765,0.0025964004,0.012386734,0.98400015
A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,500 Hz.,250 Hz.,400 Hz.,625 Hz.,B,False,0.03669539,0.25471652,0.28863162,0.41995654
Speed control by variation of field flux results in,constant power drive.,constant torque drive.,variable power drive.,none of the above.,A,False,0.0005163815,0.0010269473,0.0046024583,0.9938543
Which of the following memories uses one transistor and one capacitor as basic memory unit,SRAM,DRAM,Both SRAM and DRAM,,B,False,0.000737932,0.010843831,0.97613055,0.012287671
"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",2,4,5,6,A,False,0.0054615913,0.3174246,0.3174246,0.35968918
"The output of the system has an effect upon the input quantity, then the system is a",open loop control system.,closed loop control system.,either A or B.,none of the above.,B,False,0.003819607,0.20854348,0.059748705,0.7278882
"A sinusoidal signal is analog signal, because",it can have a number of values between the negative and positive peaks,it is negative for one half cycle,it is positive for one half cycle,it has positive as well as negative values,A,False,0.025740841,0.0032725807,0.0050686724,0.96591794
FM stands for,frequent modulation.,frequency modulation.,frequency moderator.,frequent moderator.,B,True,9.0265195e-05,0.9997415,0.00010228388,6.603943e-05
Stack is also known as,FIFO memory,Flash memory,LIFO memory,LILO memory,C,True,0.026865792,0.093770824,0.6928779,0.18648556
"In Ward-Leonard system, the lower limit of the speed imposed by",Field resistance.,Armature resistance.,Residual magnetism of the generator.,None of above.,C,False,0.000962588,0.0014908854,0.0058965664,0.99165
Colpitts oscillator is also called as,Tank circuit oscillator,LC oscillator,Resonant circuit oscillator,All of the above,D,True,1.6700267e-05,1.0782503e-05,5.828966e-05,0.99991417
An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,1500 A.,6000 A.,2121.32 A.,4242.64 A.,C,False,0.043750353,0.34412315,0.34412315,0.26800337
Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,False,0.00011588233,0.00020337982,0.00011588233,0.9995648
Systematic errors are,environmental errors.,observational errors.,instrument errors.,all of the above.,D,True,7.029026e-05,0.00011588904,0.00019106873,0.9996227
Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,True,0.0007293711,0.0014505276,0.9648063,0.033013858
A diode (p-n junction) when reverse biased act as,On Switch,Zener diode,Capacitor,Off Switch,D,False,0.008663745,0.6882465,0.016186006,0.28690383
Piezoelectric effect is carried out in,composite filter.,crystal filter.,m derived.,constant k prototype.,B,False,0.0065878155,0.4075737,0.06250345,0.523335
The resistivity of the conductor depends on,area of the conductor.,length of the conductor.,type of material.,none of these.,C,False,0.0012225971,0.002015722,0.015854882,0.9809068
The smallest change in measured variable to which instrument will respond is,resolution.,accuracy.,precision.,sensitivity.,A,False,0.19104934,0.0331994,0.020136453,0.7556148
"In electronic communications, ""AM"" stands for",Amp Modification,Amplitude Method,Amplitude Modulation,Ampere Method,C,True,0.0002958476,0.0002610846,0.99933416,0.00010883625
Which system is also known as automatic control system?,Open loop control system,Closed loop control system,Either A or B,Nether A nor B,B,True,0.0005034007,0.96887076,0.029257363,0.001368385
A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,False,0.97295153,0.0030966916,0.0010701879,0.022881627
