0,1,2,3,4,5,llama_7B_firstturn_20000_2/ckp10k_correct,llama_7B_firstturn_20000_2/ckp10k_choiceA_probs,llama_7B_firstturn_20000_2/ckp10k_choiceB_probs,llama_7B_firstturn_20000_2/ckp10k_choiceC_probs,llama_7B_firstturn_20000_2/ckp10k_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,False,0.3040237,0.23677391,0.23677391,0.22242852
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.42768222,0.16748276,0.21505213,0.18978284
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.31851506,0.21891199,0.18148442,0.28108856
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,True,0.39319885,0.28767043,0.17448093,0.14464977
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.37966973,0.26094294,0.16847742,0.19090992
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.33318326,0.22899328,0.17834015,0.2594834
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,False,0.32082707,0.16132198,0.23472211,0.2831289
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,False,0.30475646,0.173645,0.25265196,0.26894662
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.3299263,0.25694686,0.20011042,0.21301644
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,False,0.31975603,0.1821915,0.24902625,0.24902625
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.27823976,0.23066886,0.24554572,0.24554572
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.33053094,0.20047715,0.22717038,0.24182162
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,False,0.29290375,0.18911287,0.24282573,0.2751576
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,True,0.4238871,0.14649147,0.15593936,0.2736821
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.39355755,0.21065618,0.19789316,0.19789316
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.33110094,0.22756213,0.21377485,0.22756213
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,True,0.3354456,0.23054817,0.20345806,0.23054817
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.40292683,0.2156712,0.17879769,0.20260434
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.44746345,0.15463924,0.21136676,0.18653052
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.37887254,0.15793757,0.16812368,0.29506624
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,True,0.30788803,0.22525571,0.21160814,0.25524813
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,True,0.37993598,0.17946905,0.17946905,0.26112592
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.4231119,0.18775477,0.17637928,0.21275401
