0,1,2,3,4,5,llama_7B_ga_alpacagpt4_20000/ckp5000_correct,llama_7B_ga_alpacagpt4_20000/ckp5000_choiceA_probs,llama_7B_ga_alpacagpt4_20000/ckp5000_choiceB_probs,llama_7B_ga_alpacagpt4_20000/ckp5000_choiceC_probs,llama_7B_ga_alpacagpt4_20000/ckp5000_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,False,0.081907935,0.13504335,0.3670859,0.41596282
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.08267024,0.07766151,0.4198341,0.4198341
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.3447859,0.23696765,0.20912322,0.20912322
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.38632157,0.1512857,0.07607123,0.38632157
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,False,0.44817185,0.18682583,0.05697866,0.30802372
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,False,0.16614865,0.08354478,0.3517367,0.39856988
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.12643485,0.09846756,0.5666417,0.20845583
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,True,0.35466126,0.21511292,0.21511292,0.21511292
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.6679342,0.13152404,0.14903626,0.051505554
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.33923578,0.09719268,0.26419708,0.29937452
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,False,0.2462747,0.11633193,0.35832757,0.2790658
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.16292238,0.2091965,0.23705068,0.3908305
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.1966118,0.1351292,0.1966118,0.47164723
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,False,0.10544079,0.13538864,0.28661776,0.4725528
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,False,0.11472149,0.09510746,0.24286541,0.54730564
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,False,0.5111935,0.1464594,0.21309716,0.12924996
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,False,0.24977614,0.1179859,0.22042668,0.41181123
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.61918193,0.13815817,0.17739859,0.0652613
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.2700561,0.18560666,0.23832366,0.30601364
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.61935663,0.121958554,0.057609145,0.20107566
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.20061259,0.13787888,0.33075425,0.33075425
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.40915102,0.048866123,0.40915102,0.13283189
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.46455002,0.17089841,0.17089841,0.19365326
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.47406983,0.17440055,0.15390794,0.1976217
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.48006666,0.107117355,0.15585482,0.25696117
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.70649004,0.13068752,0.054478664,0.10834376
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.30369252,0.14345418,0.3441287,0.2087246
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.18296427,0.14249271,0.5635696,0.11097344
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.7834686,0.072873935,0.09357198,0.05008547
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.2866128,0.17383946,0.2866128,0.2529349
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.6824602,0.063478686,0.17255296,0.08150825
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.28108826,0.21891177,0.21891177,0.28108826
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.5697176,0.2095874,0.011107724,0.2095874
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.24363723,0.16744927,0.3128364,0.27607715
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,False,0.103622526,0.15076989,0.21936889,0.5262386
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.16041066,0.16041066,0.33958936,0.33958936
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.38109592,0.15886441,0.33631596,0.12372373
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.52201277,0.19203778,0.1164768,0.16947274
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,False,0.40067968,0.24302451,0.18926768,0.16702813
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.07018549,0.11571631,0.45766687,0.35643134
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.26998642,0.18555877,0.09932245,0.44513234
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.16261172,0.14350435,0.39008525,0.3037987
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.09576103,0.12295959,0.29496473,0.48631462
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.6235778,0.12278975,0.20244606,0.05118638
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.37286422,0.19957983,0.13716908,0.29038695
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.15628976,0.13792524,0.37491965,0.33086544
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,False,0.17025183,0.10326296,0.31807232,0.40841293
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.3441287,0.30369252,0.2087246,0.14345418
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.18338493,0.12603849,0.30235064,0.3882259
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.3583276,0.116331935,0.27906582,0.24627472
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,False,0.24167728,0.14658469,0.21327947,0.39845848
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.502545,0.20949192,0.14398156,0.14398156
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.37491965,0.13792524,0.15628976,0.33086544
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.517554,0.0899374,0.115481906,0.27702668
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.105515346,0.105515346,0.25311813,0.5358511
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,False,0.27252734,0.16529618,0.34993201,0.2122445
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.528309,0.11788167,0.13357744,0.22023195
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.5688312,0.16297287,0.16297287,0.105223194
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,False,0.6293996,0.18032601,0.066338226,0.12393613
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.50286674,0.18499434,0.12714462,0.18499434
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.21511292,0.21511292,0.21511292,0.35466126
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.42284688,0.0943499,0.2564696,0.22633363
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.13821225,0.25821447,0.22787347,0.37569985
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,False,0.35347164,0.18919975,0.21439138,0.24293727
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,True,0.17698753,0.20055315,0.33065623,0.2918031
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.6320814,0.14103642,0.18109435,0.045787822
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.47617856,0.17517631,0.09376512,0.25488
