0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_alpacagpt4_2000_correct,llama_7B_llamatokenizer_alpacacode_alpacagpt4_2000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt4_2000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt4_2000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt4_2000_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,False,0.015300474,0.6111753,0.17510466,0.19841957
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,True,0.05915496,0.4106168,0.26511413,0.26511413
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.027097661,0.6167399,0.15593627,0.20022614
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,False,0.020931264,0.47639337,0.32742006,0.17525533
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.030281765,0.52024287,0.20373003,0.24574533
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.50219756,0.39111185,0.059978947,0.046711653
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,False,0.019991076,0.48433945,0.20190272,0.29376674
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,False,0.02879025,0.5103194,0.18773602,0.27315432
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.009000608,0.5231102,0.2048529,0.26303634
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,True,0.015885765,0.5260643,0.19352823,0.26452172
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.0269147,0.50784314,0.22535403,0.2398881
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,True,0.030333616,0.44574922,0.19780003,0.32611713
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,False,0.014594439,0.5144717,0.17779668,0.29313716
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.095305905,0.34320977,0.17257671,0.3889076
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,True,0.041110408,0.47048372,0.23657407,0.2518318
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,True,0.014967061,0.6364156,0.14200352,0.2066139
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.020954488,0.5404234,0.19881067,0.23981144
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.0146379415,0.6224211,0.14783797,0.21510299
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.05854491,0.43259165,0.2623801,0.2464833
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.021553364,0.33715132,0.18046409,0.4608312
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.039388034,0.4507722,0.20002896,0.3098109
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.033687875,0.52696705,0.21967255,0.21967255
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.03267358,0.57915306,0.18802346,0.20014995
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,True,0.08621373,0.52812314,0.15130982,0.23435323
