0,1,2,3,4,5,llama_7B_ga_sharegpt_xc_20000/ckp10000_correct,llama_7B_ga_sharegpt_xc_20000/ckp10000_choiceA_probs,llama_7B_ga_sharegpt_xc_20000/ckp10000_choiceB_probs,llama_7B_ga_sharegpt_xc_20000/ckp10000_choiceC_probs,llama_7B_ga_sharegpt_xc_20000/ckp10000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.03539793,0.80565315,0.03539793,0.123550914
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.072391175,0.0929521,0.7782784,0.0563783
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.219266,0.24846093,0.36150852,0.17076454
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.1621149,0.23587579,0.5658366,0.03617272
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.2777126,0.14864884,0.4578707,0.115767844
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.09895915,0.34540135,0.44350412,0.1121354
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.30541965,0.570599,0.0875042,0.036477175
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.016921839,0.007054072,0.9239011,0.052122932
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.27014005,0.14459555,0.3468667,0.23839776
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.15039802,0.31839263,0.3607861,0.17042328
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.3070239,0.27094764,0.21101426,0.21101426
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.09158974,0.41047674,0.24896674,0.24896674
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.15793742,0.3788722,0.2603948,0.20279567
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.056789584,0.783956,0.12022355,0.03903087
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.2622953,0.12389954,0.5552792,0.058525994
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.32003164,0.07140871,0.52764297,0.08091667
