0,1,2,3,4,5,llama_7B_followturn_20000/ckp10k_correct,llama_7B_followturn_20000/ckp10k_choiceA_probs,llama_7B_followturn_20000/ckp10k_choiceB_probs,llama_7B_followturn_20000/ckp10k_choiceC_probs,llama_7B_followturn_20000/ckp10k_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,False,0.26067457,0.23004451,0.4297797,0.07950126
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.3899434,0.1841962,0.34412384,0.08173657
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,False,0.20042756,0.33044916,0.37444797,0.09467527
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.37444818,0.20042768,0.37444818,0.05067605
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,False,0.23112775,0.23112775,0.48929748,0.048447013
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.34782183,0.1279565,0.44661206,0.07760954
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,False,0.3520822,0.16631185,0.3520822,0.1295238
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.28273627,0.28273627,0.36304057,0.07148693
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,False,0.426159,0.16688626,0.376084,0.030870855
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.42312565,0.19987041,0.3295306,0.047473382
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,False,0.4276161,0.20199153,0.33302775,0.037364677
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,True,0.27252755,0.24050471,0.34993228,0.13703544
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,True,0.27002317,0.3467166,0.3467166,0.03654366
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,False,0.29937464,0.2641972,0.38440463,0.052023508
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.2854746,0.22232784,0.41536307,0.07683445
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.3124392,0.22858542,0.40117988,0.057795443
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,False,0.322742,0.22181712,0.41440892,0.041032042
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.33397776,0.22953933,0.37844637,0.058036633
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.37185502,0.25557196,0.28960097,0.08297207
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,True,0.3513359,0.2736207,0.31005284,0.06499061
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,True,0.3919136,0.20977624,0.3052226,0.093087636
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,True,0.30400848,0.162724,0.50122523,0.032042257
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.21316889,0.31015888,0.3982519,0.078420445
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,True,0.3165754,0.24654919,0.38186285,0.05501256
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.13706724,0.25607532,0.54211146,0.064745985
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,False,0.27081835,0.27081835,0.39403838,0.064325
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.22155763,0.30283338,0.38884574,0.08676322
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,False,0.19824126,0.28843936,0.41967678,0.09364255
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,True,0.250289,0.250289,0.4676014,0.031820673
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.18425527,0.41522565,0.36643535,0.0340838
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.3135367,0.27669516,0.35528362,0.05448451
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.15839794,0.23046763,0.5528631,0.05827134
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,True,0.27288088,0.27288088,0.39703932,0.05719894
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,False,0.27937776,0.21757962,0.40649223,0.09655037
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,False,0.32731417,0.22495952,0.32731417,0.120412156
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.2849178,0.19582094,0.46975002,0.049511287
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.35123724,0.30996576,0.30996576,0.028831309
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,True,0.24227972,0.2745389,0.39945173,0.08372963
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,False,0.43095013,0.1585377,0.3356243,0.0748879
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,True,0.42956254,0.22992827,0.29523373,0.045275558
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.43576857,0.19337113,0.3188151,0.052045137
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.29008454,0.29008454,0.37247592,0.047355
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,False,0.33141682,0.2581077,0.37554446,0.03493108
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.3621634,0.28205314,0.30024397,0.055539556
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.27681634,0.21558477,0.45639297,0.051205873
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.28927466,0.22528733,0.42089212,0.0645459
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.39801514,0.2414084,0.3099745,0.050601948
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.2106764,0.27051386,0.44600195,0.07280782
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.26503256,0.30032122,0.3856201,0.049026094
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.20969173,0.26924953,0.44391742,0.077141285
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.28396618,0.28396618,0.3646198,0.06744788
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.40518364,0.23086669,0.31555733,0.048392285
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,False,0.3375175,0.20471472,0.38245744,0.075310335
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,False,0.26426658,0.23321445,0.43570194,0.06681706
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.28727898,0.28727898,0.3688735,0.056568585
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.29468685,0.33392397,0.33392397,0.03746523
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.20753223,0.23516482,0.49784395,0.059458982
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.21508838,0.18981485,0.51597023,0.079126604
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.36471513,0.22121091,0.36471513,0.049358826
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.3155568,0.27847788,0.3155568,0.09040854
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,True,0.32633543,0.19793247,0.3697865,0.10594561
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,True,0.30171722,0.18300074,0.43899596,0.07628606
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.3501508,0.27269772,0.3501508,0.02700073
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.35161108,0.2132629,0.35161108,0.08351495
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,False,0.2829333,0.24968778,0.36329356,0.10408535
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,True,0.31751373,0.24727996,0.3597902,0.075416125
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.3260007,0.2876946,0.3260007,0.060304064
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.23505981,0.26635766,0.38754812,0.1110344
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.25934482,0.228871,0.4275873,0.08419693
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,True,0.17297733,0.22210729,0.5328077,0.07210768
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.27247855,0.30875865,0.3498694,0.06889337
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.38905773,0.23597544,0.30299845,0.07196844
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,True,0.29346457,0.22855045,0.42698842,0.050996497
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.34600583,0.16344157,0.30534908,0.18520358
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.31508228,0.31508228,0.31508228,0.05475309
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.23149508,0.24642524,0.38167086,0.14040887
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.38176027,0.26237974,0.2973152,0.058544837
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.3110539,0.18866372,0.45258075,0.047701657
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.31015888,0.21316889,0.3982519,0.078420445
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.2715061,0.3076567,0.3076567,0.11318058
A capacitor can store,charge,energy,Both of these,Neither of these,C,True,0.27000183,0.30595213,0.3466892,0.077356815
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.11257827,0.2383282,0.57171965,0.07737384
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.27074304,0.30679205,0.3939288,0.028536107
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.257033,0.21308784,0.3739808,0.15589838
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.16404583,0.18588826,0.57257617,0.077489756
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.23962264,0.23962264,0.447674,0.07308077
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,True,0.26014853,0.20260386,0.4860214,0.051226277
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,True,0.28406695,0.22123155,0.41331494,0.08138654
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.32722375,0.25484213,0.3707931,0.047141057
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.34916115,0.30813363,0.30813363,0.034571636
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.35531238,0.24420239,0.35531238,0.0451729
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,False,0.19383527,0.36213195,0.41034928,0.03368352
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,False,0.33051956,0.13778104,0.4243955,0.107303984
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.31648552,0.19195816,0.40637544,0.085180916
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,True,0.31995696,0.21990298,0.36255872,0.09758136
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.2162557,0.27767783,0.45781332,0.048253167
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,False,0.27472734,0.27472734,0.3997259,0.05081945
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.34192002,0.20738497,0.38744614,0.06324884
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.21156952,0.34881914,0.39526388,0.04434738
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,False,0.28132102,0.21909302,0.46381995,0.035765953
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.4181768,0.14451805,0.3690397,0.06826549
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,False,0.29381877,0.29381877,0.3772708,0.03509165
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.20852432,0.30340108,0.3895747,0.09849991
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,False,0.21775186,0.31682706,0.406814,0.058607116
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.31682706,0.21775186,0.406814,0.058607116
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.2814387,0.2814387,0.36137444,0.0757482
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.32832718,0.28974771,0.32832718,0.05359794
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,False,0.2617239,0.20383076,0.4889646,0.045480795
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.26503736,0.23389465,0.3403147,0.16075327
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.2663578,0.23505996,0.4391498,0.05943246
