0,1,2,3,4,5,llama_7B_llamatokenizer_ds_alpaca_52000/epoch1_correct,llama_7B_llamatokenizer_ds_alpaca_52000/epoch1_choiceA_probs,llama_7B_llamatokenizer_ds_alpaca_52000/epoch1_choiceB_probs,llama_7B_llamatokenizer_ds_alpaca_52000/epoch1_choiceC_probs,llama_7B_llamatokenizer_ds_alpaca_52000/epoch1_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,True,0.097256936,0.085828945,0.81432235,0.0025918097
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.25932658,0.22885488,0.4844858,0.027332818
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.5888722,0.27816352,0.04265776,0.090306476
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.6622271,0.05435891,0.0073566786,0.27605733
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,False,0.81673753,0.18223879,0.00051187124,0.00051187124
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,False,0.010951607,0.9858322,0.003137688,7.855048e-05
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.024890324,0.041037206,0.9340025,6.9911795e-05
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.3250724,0.056489114,0.011123366,0.6073152
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.81741655,0.067097634,0.1106253,0.0048605367
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.97799724,0.020297684,0.0006945486,0.0010105622
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,True,0.94528407,0.053329278,0.0011068138,0.00027984637
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.40157452,0.35438827,0.21494736,0.029089961
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.9608757,0.032879356,0.005713576,0.0005314453
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,False,0.28168932,0.28168932,0.117425576,0.3191958
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,True,0.9354275,0.03627046,0.021999147,0.006302861
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,False,0.8643016,0.070946194,0.0626098,0.0021423895
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.9897475,0.008562994,0.0013131776,0.0003762317
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.93794996,0.041210644,0.010419683,0.010419683
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,True,0.7675812,0.09167451,0.09167451,0.049069826
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.99800223,0.0019265976,3.114055e-05,3.9985254e-05
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.13226639,0.8624851,0.0021378868,0.0031106072
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.99601483,0.0014974477,0.002468874,1.8850085e-05
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.60728884,0.119582266,0.119582266,0.15354666
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.4330672,0.109496534,0.0752558,0.38218045
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.98440176,0.01239179,0.001306085,0.0019003425
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.91275436,0.011489882,0.07492344,0.00083232427
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.3445194,0.08710815,0.56801647,0.0003559911
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.0072204135,0.04708301,0.94568753,8.999486e-06
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.9439842,0.046998207,0.0056131356,0.0034045386
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.8804168,0.038682815,0.008631302,0.072269015
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.9640279,0.02911112,0.0057323193,0.0011287605
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.12244294,0.29372534,0.03508049,0.5487512
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.9954521,0.003590161,0.0006238764,0.00033393697
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.4078343,0.35991248,0.21829797,0.013955322
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.0062922393,0.059699103,0.9338511,0.00015752313
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.0590695,0.12505013,0.8154293,0.00045100116
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.1139809,0.12915727,0.74324876,0.013613076
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.41967678,0.28843936,0.09364255,0.19824126
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,False,0.5332907,0.4153272,0.0076069827,0.043775164
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.6190598,0.33135885,0.039575167,0.01000617
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,True,0.013652307,0.009383084,0.95710063,0.01986399
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.87038517,0.11779382,0.0051754997,0.0066454727
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.03220932,0.022137124,0.94129443,0.004359058
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.9008526,0.004171775,0.09494916,2.6406151e-05
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,True,0.2865927,0.072461985,0.034228615,0.60671675
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.58161074,0.35276476,0.032812234,0.032812234
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.93943137,0.032145575,0.0033881187,0.025034998
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.9971591,0.0024717106,0.00026051636,0.00010859937
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.27570105,0.07898967,0.13023195,0.51507735
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.19666272,0.19666272,0.60576385,0.0009107291
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.11820893,0.8734524,0.005885276,0.0024533481
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.6186765,0.08372875,0.29224208,0.0053526005
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,True,0.4481703,0.028650569,0.5078435,0.015335545
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.8676555,0.062852755,0.05546736,0.014024345
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.6242258,0.26021603,0.031078372,0.08447977
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.9962202,0.0031707506,0.0005509938,5.8074318e-05
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.73687035,0.2111169,0.019636929,0.032375824
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.29771402,0.14063014,0.005452822,0.556203
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.04742078,0.95247185,9.154365e-05,1.5907899e-05
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.99273163,0.006688973,0.00037736606,0.00020198949
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.3178171,0.6728188,0.0074743414,0.0018898095
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.22474395,0.15446411,0.6109174,0.00987456
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.6503102,0.21112481,0.12805368,0.010511286
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,False,0.43306744,0.058609303,0.07525584,0.43306744
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.311448,0.58186144,0.037197158,0.06949344
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.9990502,0.00091101584,3.532392e-05,3.4975415e-06
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.8632315,0.08029304,0.02300434,0.033471115
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,False,0.527242,0.24905148,0.029744959,0.1939615
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.98384017,0.0140337255,0.0018992584,0.00022683405
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,False,0.75346136,0.08998813,0.05458056,0.101969905
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.97694564,0.013935381,0.003992554,0.00512654
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.9321559,0.05959073,0.0048915055,0.0033618791
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,False,0.23572545,0.036149666,0.7260855,0.0020394246
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.07582855,0.92378086,0.00035115588,3.9398597e-05
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.13581303,0.08237477,0.78155005,0.00026218084
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.3630655,0.029802231,0.59859383,0.008538482
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.79593474,0.09506085,0.03497093,0.07403347
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.21938367,0.6757493,0.033643577,0.07122345
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.067408144,0.93054074,0.0010895511,0.00096152554
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,False,0.39497563,0.34856477,0.12822981,0.12822981
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.71831787,0.013156451,0.2642544,0.0042712744
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,False,0.92186344,0.07567116,0.0010793911,0.0013859656
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.9766085,0.022967631,0.00019870895,0.00022516672
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.5853802,0.40232554,0.00835,0.0039442605
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.54565066,0.027166346,0.42495316,0.0022299497
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.06689523,0.9234602,0.0025938095,0.0070507056
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.0058870413,0.0040461,0.99004805,1.873716e-05
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.13661233,0.06453109,0.012706925,0.7861496
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.75582063,0.1488299,0.015686557,0.079662904
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.22944863,0.62370604,0.05119691,0.09564842
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,False,0.8887625,0.093674876,0.009873259,0.007689302
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.22643088,0.09439044,0.47935417,0.19982454
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.93695575,0.059897576,0.0010970624,0.0020495823
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.015663767,0.010765539,0.004487744,0.96908295
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.6805758,0.11826634,0.15185699,0.049300745
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.32304353,0.1959358,0.1959358,0.2850849
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,False,0.057051234,0.120777465,0.034603324,0.787568
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.23373772,0.046025686,0.7199629,0.00027367874
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.973512,0.022894809,0.002129549,0.001463616
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.97533154,0.015764765,0.005799534,0.0031042667
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.62045896,0.1568766,0.021230938,0.20143352
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.01516304,0.046705447,0.93810403,2.7498078e-05
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.88185716,0.0820255,0.005941907,0.030175492
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.0085708145,0.9906515,0.00070353533,7.415208e-05
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.022568429,0.01757631,0.959634,0.00022125308
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.39283958,0.5715782,0.01046882,0.025113394
How many sides does a rhombus have?,4,6,8,10,A,True,0.9974089,0.0021818231,0.0003345934,7.465788e-05
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.14074525,0.008997543,0.04032419,0.809933
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.047417138,0.9523987,0.00017101291,1.31871e-05
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.2365106,0.03200823,0.0029772292,0.72850394
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.41829523,0.17437139,0.28748983,0.119843595
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.39563677,0.57564807,0.022320297,0.0063948724
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.471773,0.471773,0.049724508,0.0067294803
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,True,0.84617025,0.047737658,0.0050315126,0.10106063
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,True,0.08023787,0.04866673,0.008457009,0.8626384
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,True,0.6109006,0.05682261,0.0052853255,0.32699153
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.8924878,0.0646516,0.0036473938,0.03921318
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.770696,0.118190065,0.029883126,0.08123076
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.062453527,0.46147263,0.35939524,0.11667855
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,False,0.82943684,0.1441345,0.009214211,0.017214412
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.9947194,0.0052198083,4.516019e-05,1.5606945e-05
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.971323,0.025884882,0.0016547651,0.0011373023
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.1824017,0.8174677,6.933617e-05,6.118895e-05
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.014059375,0.9856383,0.00025750644,4.474791e-05
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.97341806,0.015733838,0.010813697,3.441763e-05
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,True,0.083849624,0.007799229,0.90146834,0.0068827956
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.88524675,0.072665475,0.0031926984,0.03889503
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,False,0.69422317,0.25539044,0.03916539,0.011221073
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.72885704,0.14352046,0.05982823,0.06779427
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.83601224,0.08811504,0.015312099,0.060560524
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.4366639,0.49480504,0.04061607,0.02791499
How many stars are on the American flag?,13,48,50,51,C,False,0.8584095,0.1025224,0.03328415,0.005783918
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,True,0.19284111,0.19284111,0.020325305,0.5939925
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.53643405,0.08226483,0.01261572,0.3686854
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.15225981,0.06347133,0.77323914,0.0110296635
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.3939045,0.30677313,0.060407214,0.23891516
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,True,0.14814435,0.16786954,0.6639369,0.020049158
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.26969945,0.3924104,0.0681907,0.26969945
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.984362,0.010935274,0.0035501637,0.0011525694
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.8826572,0.063939475,0.0036072182,0.04979611
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.7473125,0.24261683,0.005035352,0.005035352
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.6020672,0.17249514,0.02997516,0.19546258
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.935413,0.028247025,0.008092908,0.028247025
