0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptalpaca_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.00976819,0.092678,0.01824938,0.8793044
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.042816017,0.40622702,0.090641506,0.46031553
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.03728093,0.10787593,0.05774183,0.7971013
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.046226684,0.22053517,0.13376135,0.59947675
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.018030448,0.24890265,0.097471684,0.6355952
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.05708057,0.27231616,0.09410995,0.5764933
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.070349045,0.40483078,0.066086814,0.45873338
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.051986378,0.17045677,0.10338726,0.6741696
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,True,0.24184777,0.21342991,0.032730535,0.51199174
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,True,0.12182315,0.33114967,0.06520723,0.4818199
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.017204829,0.22311561,0.07243503,0.6872445
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,True,0.028256228,0.36643237,0.13480294,0.47050846
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.033238664,0.31535968,0.13146147,0.5199402
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.08154374,0.30297175,0.049458776,0.56602573
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.11790834,0.2828474,0.1611616,0.43808264
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.071465045,0.28264976,0.11782595,0.52805924
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.06695776,0.20624441,0.09152041,0.6352775
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.034033347,0.267693,0.0561115,0.64216214
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,True,0.07277343,0.1978187,0.03895281,0.6904551
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.029046271,0.21462452,0.09523906,0.6610901
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.0302486,0.11238719,0.07724251,0.7801217
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.08469362,0.2608747,0.10216,0.5522717
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.046330374,0.16170889,0.11114079,0.68081987
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.119607955,0.32512814,0.082205266,0.47305864
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,False,0.12374095,0.29683912,0.058451086,0.52096885
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.056901157,0.22504844,0.10630535,0.61174506
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,True,0.06315715,0.24979135,0.049186837,0.6378646
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,True,0.04989645,0.119695365,0.04989645,0.7805118
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,False,0.0650629,0.48075342,0.22709183,0.22709183
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,False,0.034707054,0.22631842,0.041864697,0.6971098
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,False,0.02404987,0.22817883,0.044931073,0.70284027
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,False,0.04586327,0.18139276,0.055321667,0.7174223
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,False,0.0407516,0.24963379,0.11077433,0.59884036
"What expression can be used to show 270,240 written in expanded form?","200,000 + 7,000 + 200 + 4","200,000 + 7,000 + 200 + 40","200,000 + 70,000 + 200 + 40","200,000 + 70,000 + 2,000 + 40",C,False,0.020285416,0.16984773,0.048662186,0.76120466
A worker on an assembly line takes 7 hours to produce 22 parts. At that rate how many parts can she produce in 35 hours?,220 parts,770 parts,4 parts,110 parts,D,True,0.13459215,0.25145122,0.08163427,0.5323223
