0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_alpacagpt4_2000_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_alpacagpt4_2000_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_alpacagpt4_2000_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_alpacagpt4_2000_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_alpacagpt4_2000_Tptalpaca_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.04588577,0.40897542,0.2640544,0.28108442
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.157128,0.48398834,0.2286199,0.1302637
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.047836386,0.25860107,0.2930334,0.40052915
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.08427704,0.3777035,0.29415578,0.2438637
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,True,0.057018615,0.477411,0.22551298,0.24005733
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.05009726,0.3477439,0.3477439,0.2544149
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.060496297,0.4758402,0.17505184,0.28861168
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.043491293,0.3420855,0.36414814,0.2502751
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.15377922,0.5367422,0.09928733,0.21019126
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.06852379,0.6501356,0.13627581,0.14506486
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.13507208,0.41605133,0.2523479,0.19652873
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.019269861,0.5631479,0.23475496,0.18282735
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.15793742,0.3788722,0.2603948,0.20279567
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.054208457,0.45388186,0.13842615,0.35348356
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.109140456,0.40550599,0.33617625,0.14917731
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.07333977,0.42204124,0.32868606,0.17593296
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,True,0.0358787,0.49529013,0.24904752,0.21978366
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,True,0.20346573,0.4585171,0.15845928,0.17955787
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.10510246,0.5014158,0.2090212,0.18446057
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.058197305,0.43002316,0.29555032,0.21622923
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.046441022,0.34315532,0.22155774,0.38884592
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,True,0.09687289,0.3381196,0.31763396,0.2473736
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.111326806,0.30261764,0.17242633,0.41362926
