0,1,2,3,4,5,llama_7B_alpacalong_20000_2/ckp20k_correct,llama_7B_alpacalong_20000_2/ckp20k_choiceA_probs,llama_7B_alpacalong_20000_2/ckp20k_choiceB_probs,llama_7B_alpacalong_20000_2/ckp20k_choiceC_probs,llama_7B_alpacalong_20000_2/ckp20k_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,True,0.32545507,0.2236818,0.25346467,0.19739848
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.1418143,0.12515068,0.09746745,0.6355676
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,False,0.14876276,0.27792543,0.21644855,0.35686332
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.295144,0.12303432,0.20284931,0.37897238
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,True,0.30601364,0.18560666,0.2700561,0.23832366
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.57711226,0.16534543,0.12877116,0.12877116
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,True,0.21892008,0.1931963,0.062721655,0.525162
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.52934873,0.08117826,0.19473653,0.19473653
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,True,0.26665846,0.34239623,0.20767382,0.1832715
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.57595193,0.165013,0.113411665,0.14562346
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,False,0.47617862,0.25488007,0.17517632,0.09376513
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,False,0.25821447,0.37569985,0.22787347,0.13821225
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,False,0.4486432,0.0779625,0.16504662,0.30834767
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,True,0.55307627,0.17955758,0.15845901,0.10890718
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.314282,0.2773529,0.13101223,0.2773529
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,True,0.3030892,0.3030892,0.12634638,0.26747528
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.76826763,0.049113706,0.049113706,0.1335049
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.33044916,0.20042756,0.09467527,0.37444797
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.4713265,0.22263888,0.15301731,0.15301731
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,False,0.16707751,0.16707751,0.3537031,0.3121419
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.23331757,0.20590201,0.124885894,0.43589458
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,True,0.14459555,0.27014005,0.3468667,0.23839776
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.19908255,0.2896634,0.25562707,0.25562707
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.49088004,0.23187532,0.18058468,0.09666001
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,False,0.1988487,0.22532511,0.15486352,0.4209627
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,True,0.5046292,0.1856427,0.21036074,0.09936738
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.3128364,0.24363723,0.16744927,0.27607715
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.45518184,0.3128416,0.1015648,0.13041179
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.22787347,0.25821447,0.13821225,0.37569985
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.5470857,0.2012616,0.074039996,0.17761272
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.3588823,0.27949783,0.19209586,0.169524
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,True,0.20726115,0.3015632,0.052403826,0.43877184
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.46683857,0.22051892,0.19460726,0.11803527
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.27949783,0.169524,0.19209586,0.3588823
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,True,0.14455327,0.23832805,0.112578206,0.5045405
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,True,0.3874556,0.23500371,0.23500371,0.14253695
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.49537373,0.09754487,0.26515445,0.14192696
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.32366166,0.2856304,0.10507756,0.2856304
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,False,0.34993201,0.16529618,0.27252734,0.2122445
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,True,0.3287146,0.2900896,0.15527378,0.22592203
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.52764297,0.07140871,0.32003164,0.08091667
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.20555131,0.16008352,0.14127322,0.49309197
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.2570998,0.33012268,0.12144535,0.29133224
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.29162803,0.17688134,0.05067735,0.48081332
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,True,0.14334825,0.30346826,0.11163973,0.4415437
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.07707916,0.20952287,0.06802212,0.6453759
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.34600583,0.18520358,0.16344157,0.30534908
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.32486945,0.25300857,0.13542573,0.28669629
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.23062675,0.23062675,0.15850729,0.38023922
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.31771013,0.103145376,0.116879016,0.4622655
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.5159702,0.07912659,0.18981482,0.21508837
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.473316,0.1536632,0.11967303,0.2533478
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.29863346,0.23257597,0.2635431,0.20524758
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,False,0.31894505,0.31894505,0.281468,0.08064194
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,True,0.16446783,0.16446783,0.16446783,0.50659657
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.45751604,0.07950437,0.14853372,0.31444588
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,False,0.23012061,0.29548073,0.1395752,0.33482352
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.2977846,0.15939261,0.10954883,0.43327403
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.48626408,0.17888656,0.2602784,0.07457101
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.33248794,0.15705618,0.17796798,0.33248794
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.35286197,0.27480918,0.24251826,0.12981066
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.4032267,0.1904708,0.1904708,0.21583171
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.32486945,0.28669629,0.25300857,0.13542573
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,True,0.18468855,0.16298708,0.20927955,0.4430448
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,False,0.4725528,0.28661776,0.10544079,0.13538864
