0,1,2,3,4,5,dp_llama_7B_alpaca_20000_correct,dp_llama_7B_alpaca_20000_choiceA_probs,dp_llama_7B_alpaca_20000_choiceB_probs,dp_llama_7B_alpaca_20000_choiceC_probs,dp_llama_7B_alpaca_20000_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,False,0.0110296635,0.06347133,0.15225981,0.77323914
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.022784567,0.061934873,0.45764026,0.45764026
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,True,0.25346467,0.19739848,0.2236818,0.32545507
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.23113742,0.016743539,0.040165663,0.7119534
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,False,0.80593127,0.05152146,0.018953687,0.12359357
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,False,0.014013419,0.19344929,0.11733292,0.67520434
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.009554376,0.0084317075,0.9745729,0.007440956
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.15593638,0.09458019,0.05062513,0.6988583
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.8618186,0.09083501,0.01393,0.033416335
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.6495404,0.099610254,0.011896748,0.23895258
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,True,0.87489367,0.10449115,0.0045910208,0.016024237
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.20555145,0.16008364,0.07561815,0.55874676
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.65430236,0.14599459,0.053708408,0.14599459
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,False,0.011641512,0.086019784,0.18210387,0.7202348
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,False,0.11607089,0.3575235,0.16888215,0.3575235
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,False,0.8812109,0.063834704,0.005239872,0.049714517
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.86907864,0.055558335,0.0040246323,0.07133832
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.678151,0.023205051,0.015948584,0.28269538
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,True,0.4330672,0.0752558,0.109496534,0.38218045
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,False,0.17968684,0.013016471,0.0019961405,0.80530053
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.06943777,0.45279115,0.16657256,0.3111985
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.5384488,0.0032017338,0.41934437,0.039005104
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.4041551,0.19090936,0.0901792,0.3147563
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.060679797,0.18690693,0.10004407,0.65236926
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.9793147,0.0058232183,0.00089301943,0.013969174
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.88978195,0.03909429,0.020925667,0.050198063
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.020679612,0.07217894,0.6848147,0.22232677
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.050260913,0.026902728,0.786213,0.13662334
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.74292344,0.18784046,0.015418883,0.053817194
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.746655,0.12974918,0.022547027,0.10104876
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.47305864,0.082205266,0.119607955,0.32512814
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.1529787,0.10514063,0.05627772,0.68560296
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.6760367,0.06288122,0.012382044,0.24870002
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.41047674,0.24896674,0.09158974,0.24896674
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,False,0.07628606,0.30171722,0.18300074,0.43899596
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.17272046,0.0720006,0.60285366,0.15242527
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.13130829,0.022817958,0.090246774,0.755627
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.64293647,0.05277544,0.067765005,0.23652312
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,False,0.11628291,0.07052915,0.054928157,0.7582598
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.059458982,0.20753223,0.49784395,0.23516482
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.0009061891,0.003162911,0.0021738347,0.993757
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.2630142,0.43363708,0.040334534,0.2630142
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.22567952,0.17575939,0.120797545,0.47776356
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.947456,0.032420162,0.011926712,0.008197101
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,True,0.031945635,0.019376006,0.015090048,0.93358827
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.33627093,0.3810449,0.051568817,0.23111542
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.89197516,0.039190654,0.018512353,0.050321795
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.6987523,0.15591271,0.023909988,0.12142494
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.08780754,0.07748988,0.09949898,0.73520356
