0,1,2,3,4,5,llama_7B_ga_wizardlm_20000/ckp7500_correct,llama_7B_ga_wizardlm_20000/ckp7500_choiceA_probs,llama_7B_ga_wizardlm_20000/ckp7500_choiceB_probs,llama_7B_ga_wizardlm_20000/ckp7500_choiceC_probs,llama_7B_ga_wizardlm_20000/ckp7500_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,False,0.24961132,0.117908046,0.5284272,0.10405348
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.29038692,0.13716908,0.3728642,0.19957982
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,True,0.14334826,0.44154376,0.3034683,0.111639746
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.23839776,0.14459555,0.27014005,0.3468667
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,False,0.24613409,0.24613409,0.31604242,0.19168942
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.17572112,0.06464419,0.6949905,0.06464419
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,True,0.2773529,0.13101223,0.2773529,0.314282
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.16925912,0.14937064,0.59077233,0.090597875
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,False,0.22859296,0.17802837,0.548366,0.045012623
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.460549,0.16942652,0.27933708,0.090687476
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,False,0.21336582,0.18829468,0.45169547,0.14664404
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,True,0.21764973,0.09072991,0.5221146,0.16950579
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,True,0.24537498,0.45842078,0.21654265,0.079661585
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,False,0.25173718,0.17301625,0.47030693,0.10493966
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.19969821,0.25641757,0.4227611,0.12112309
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.3286342,0.15523581,0.42197466,0.094155274
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.4498656,0.053728785,0.35035568,0.14604998
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.26503736,0.23389465,0.3403147,0.16075327
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.39267126,0.26987875,0.23816717,0.09928284
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,False,0.21487516,0.27590516,0.45489073,0.054328952
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.2493742,0.13348038,0.46589231,0.15125309
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,False,0.4028737,0.16794273,0.31375834,0.11542525
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.28161818,0.24852718,0.31911522,0.15073936
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,True,0.23816717,0.26987875,0.39267126,0.09928284
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.3136451,0.21556492,0.35540646,0.11538358
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,False,0.19479504,0.32116273,0.4123811,0.07166109
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.06982577,0.13045172,0.584644,0.21507852
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.5667617,0.09848841,0.23626141,0.09848841
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,True,0.28814396,0.15423235,0.47506908,0.08255462
