0,1,2,3,4,5,llama2_chat_7B_alpacacode_alpacagpt35_op_52000_correct,llama2_chat_7B_alpacacode_alpacagpt35_op_52000_choiceA_probs,llama2_chat_7B_alpacacode_alpacagpt35_op_52000_choiceB_probs,llama2_chat_7B_alpacacode_alpacagpt35_op_52000_choiceC_probs,llama2_chat_7B_alpacacode_alpacagpt35_op_52000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.16335094,0.30517972,0.087435454,0.44403386
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.0057121636,0.24288738,0.7481458,0.0032546928
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.0010515783,0.37438783,0.6172612,0.007299401
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.0050212843,0.03710255,0.9568874,0.0009887496
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.017888514,0.23198178,0.7145542,0.035575558
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.5015279,0.30419207,0.18450181,0.009778237
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.030916326,0.9035075,0.050972402,0.014603838
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.00085213623,0.0033702643,0.9947497,0.0010278726
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.9743509,0.014794737,0.008973462,0.0018809398
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.112973735,0.7366813,0.14506115,0.0052838516
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,True,0.0046921433,0.42237327,0.542338,0.030596618
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.013548145,0.30835435,0.6527862,0.025311267
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.041902788,0.57845014,0.35084775,0.028799336
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.1433347,0.5668997,0.26778445,0.021981087
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.005069576,0.21556386,0.66398346,0.11538303
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.0029149451,0.5554902,0.4326162,0.008978663
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.76737356,0.038205277,0.19402242,0.00039870787
