0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_alpaca_combine_52k_52000_correct,llama_7B_llamatokenizer_alpacacode_alpaca_combine_52k_52000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_alpaca_combine_52k_52000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_alpaca_combine_52k_52000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_alpaca_combine_52k_52000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.8604546,0.055007022,0.070630416,0.013907953
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.84891164,0.089474626,0.054269105,0.007344525
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.49909315,0.09827727,0.34302136,0.059608176
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.6427635,0.12656763,0.20867476,0.021994157
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.6494213,0.18606232,0.12787864,0.036637843
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.55864996,0.06672122,0.29902378,0.07560505
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.5428148,0.32923383,0.12111835,0.00683303
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.7485563,0.04223066,0.18926467,0.01994835
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.98599106,0.0075281346,0.0058629173,0.00061794696
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.8489889,0.10139727,0.042268667,0.007345193
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.8119716,0.09697618,0.085581176,0.005471022
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.51103914,0.100629576,0.3099609,0.07837039
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,True,0.8915642,0.064584695,0.039172597,0.0046784994
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,True,0.52282506,0.24696507,0.19233659,0.03787332
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.63489276,0.07582713,0.26466268,0.024617463
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.76105744,0.09089535,0.13225195,0.015795242
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.7865702,0.082903884,0.12062445,0.0099014575
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.973579,0.015736438,0.009544632,0.0011399437
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.9224231,0.040528443,0.031563584,0.0054849284
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,True,0.67170954,0.055137277,0.24710813,0.026045004
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.5704006,0.16342251,0.23777834,0.028398573
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.69362986,0.07310805,0.1987283,0.034533795
