0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,True,0.01213722,0.13048741,0.45544583,0.40192953
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.03691076,0.2727357,0.44966513,0.24068841
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.014616005,0.0742262,0.42714226,0.4840156
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.017003415,0.13374223,0.59939104,0.24986336
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.011770754,0.20864162,0.38979384,0.38979384
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.010844628,0.14970548,0.52252346,0.3169265
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,True,0.0410321,0.22181742,0.4695875,0.2675629
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.0127621265,0.100381896,0.57765794,0.30919802
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,True,0.045593962,0.27929688,0.3164848,0.35862428
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.028996117,0.21425393,0.51396847,0.2427815
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,True,0.01767591,0.2597456,0.4282481,0.29433033
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.004844066,0.15069449,0.59600824,0.2484532
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.047000606,0.25408286,0.47468928,0.22422732
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.01331714,0.20831513,0.38918388,0.38918388
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.02982184,0.12555464,0.637619,0.20700459
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.01797996,0.1933028,0.5954145,0.1933028
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.0046956283,0.17620216,0.50985783,0.30924442
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.0376884,0.24575923,0.38063934,0.33591303
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.022389824,0.22612922,0.42246497,0.32901606
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.00423078,0.17989734,0.5541228,0.26174906
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,True,0.0071113636,0.11124045,0.46833977,0.41330838
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.031711556,0.22012183,0.5280448,0.22012183
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.015181223,0.16321354,0.53515655,0.28644866
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,True,0.023866368,0.17634992,0.543196,0.25658762
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,False,0.015631404,0.26028624,0.42913944,0.29494295
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.01188706,0.14481404,0.5727506,0.27054822
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.01158806,0.11703526,0.46288344,0.4084932
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.017613078,0.12225899,0.4835437,0.3765842
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,False,0.026238345,0.20638056,0.5610005,0.20638056
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,False,0.008317258,0.13849479,0.426594,0.426594
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,False,0.028159313,0.28439897,0.36517552,0.32226625
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,False,0.013903683,0.15911922,0.4901217,0.33685538
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,False,0.021349529,0.1481951,0.586123,0.2443324
"What expression can be used to show 270,240 written in expanded form?","200,000 + 7,000 + 200 + 4","200,000 + 7,000 + 200 + 40","200,000 + 70,000 + 200 + 40","200,000 + 70,000 + 2,000 + 40",C,False,0.012510711,0.15241167,0.3656166,0.469461
A worker on an assembly line takes 7 hours to produce 22 parts. At that rate how many parts can she produce in 35 hours?,220 parts,770 parts,4 parts,110 parts,D,False,0.031664886,0.15106472,0.59747255,0.21979788
"Abe found the mean and median of this list of numbers. 1, 3, 3 If the number 6 were added to the list, then",the mean would increase.,the mean would decrease.,the median would increase.,the median would decrease.,A,False,0.0854477,0.26319745,0.49171755,0.15963732
"When n = 11, what is the value of 10 – (n + 6)?",–7,5,7,27,A,False,0.00978126,0.14373457,0.50168294,0.3448013
"Which expression represents the phrase below? 3 fewer than a number, p",3-p,p+3,3/p,p-3,D,False,0.018054217,0.30062968,0.34065807,0.34065807
A theater collected $6 for each ticket sold to a movie. The theater sold 500 tickets to the movie. The expression below can be used to find how much money the theater collected for the tickets. 6 × 500 Which expression can also be used to find how much money the theater collected for the tickets?,30 × 10^1,30 × 10^3,(6 × 5) × 10^2,(6 × 5) × 10^3,C,True,0.02356872,0.18538234,0.44470912,0.34633982
Let 12-9+c=12. What value of c makes the equation true?,0,3,9,12,C,True,0.012981619,0.13956556,0.5519925,0.29546028
"The Sojourn family went on a vacation. They started with $2000. If they spent $150 each day, which expression represents how much money they had after x days?",1850x,2000 −150x,150x,2000 +150x,B,False,0.017848242,0.21743612,0.40622413,0.35849154
"A shelf has four books on it. The weight, in pounds, of each of the four books on the shelf is 2.5, 3.2, 2.7, 2.3 Which inequality represents the weight, w, of any book chosen from the shelf?",w > 2.3,w < 2.4,w > 3.2,w < 3.3,D,False,0.06114473,0.20048583,0.48094052,0.2574289
Which number has an absolute value greater than 5?,-6,-5,0,5,A,False,0.008412835,0.14008628,0.5897853,0.26171562
What is the value of the expression 2(3(4^2 + 1)) - 2^3?,156,110,94,48,C,True,0.010183161,0.09661514,0.55598176,0.33721998
"Gwen wrote the number pattern below on a piece of paper. 1, 5, 9, 13 What are the next two terms in Gwen’s pattern?","15, 17","15, 19","17, 19","17, 21",D,False,0.011385042,0.2286747,0.42722055,0.3327197
If 3 cans of pears cost $2.37 how many cans of pears can you buy for $9.48?,3 cans,12 cans,36 cans,13 cans,B,False,0.008608223,0.13465525,0.6838358,0.17290077
"Order from greatest to least: 3, 3 and 1 over 8,3.8,3.18.","3.18, 3 and 1 over 8, 3.8,3","3,3 and 1 over 8, 3.18, 3","3.8, 3 and 1 over 8, 3.18, 3","3.8, 3.18, 3 and 1 over 8, 3",D,False,0.034474626,0.21118267,0.44707373,0.30726898
Compute 22 / 2 + 9.,10,11,20,2,C,True,0.009291341,0.2251086,0.4765549,0.28904516
"The population of a certain city is 836,527. What is the population of this city rounded to the nearest ten thousand?","800,000","830,000","836,000","840,000",D,False,0.007973165,0.21889268,0.52509624,0.24803789
Find the product of 5 • (−9).,14,−4,45,−45,D,False,0.013873901,0.116164744,0.48907185,0.38088953
