0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.007969329,0.0040072305,0.007486492,0.98053694
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.08551327,0.23244914,0.12442107,0.55761653
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.02400563,0.1666321,0.22775906,0.58160317
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.040105823,0.09037987,0.15862161,0.71089274
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.030180236,0.043911982,0.043911982,0.8819958
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.18515019,0.15349491,0.26939195,0.39196298
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.15543313,0.35027394,0.044532336,0.44976065
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.0033457037,0.003561483,0.49654645,0.49654645
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,True,0.25696436,0.2911788,0.053862657,0.3979942
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,True,0.045543876,0.2969834,0.10263471,0.554838
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.100932494,0.16640955,0.1143715,0.6182865
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,True,0.013423,0.0364875,0.119637914,0.83045167
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.08062456,0.18169025,0.10352398,0.63416123
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.16481756,0.32777885,0.03048818,0.4769154
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.025078723,0.03884269,0.105585374,0.8304933
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.054275937,0.2146655,0.14753729,0.5835213
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.07898967,0.13023195,0.27570105,0.51507735
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.17127222,0.2652716,0.035900608,0.5275556
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,True,0.12977205,0.2424461,0.11452343,0.5132584
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.13813876,0.20099072,0.11452106,0.5463494
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.088076025,0.25485644,0.08273977,0.5743278
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.11694931,0.1244919,0.085561946,0.6729968
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.11329353,0.14547177,0.047227766,0.694007
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.08766217,0.03654303,0.044079307,0.8317155
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,False,0.07015846,0.1683014,0.09589525,0.66564494
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.031407073,0.7609238,0.037884165,0.16978505
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,True,0.042334817,0.018785963,0.3544651,0.5844141
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,True,0.25878894,0.1474535,0.16708669,0.42667082
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,True,0.628466,0.11625452,0.096378386,0.1589011
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,False,0.12595119,0.12595119,0.023298629,0.72479904
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,False,0.1461041,0.15552701,0.08324761,0.61512125
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,False,0.10540375,0.18498935,0.06393061,0.64567626
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,False,0.03844746,0.09817902,0.36477932,0.4985942
"What expression can be used to show 270,240 written in expanded form?","200,000 + 7,000 + 200 + 4","200,000 + 7,000 + 200 + 40","200,000 + 70,000 + 200 + 40","200,000 + 70,000 + 2,000 + 40",C,False,0.034736324,0.08332811,0.22650929,0.6554263
A worker on an assembly line takes 7 hours to produce 22 parts. At that rate how many parts can she produce in 35 hours?,220 parts,770 parts,4 parts,110 parts,D,True,0.09138528,0.09138528,0.052069765,0.7651596
"Abe found the mean and median of this list of numbers. 1, 3, 3 If the number 6 were added to the list, then",the mean would increase.,the mean would decrease.,the median would increase.,the median would decrease.,A,False,0.10310563,0.23235211,0.14092869,0.5236136
"When n = 11, what is the value of 10 – (n + 6)?",–7,5,7,27,A,False,0.054225426,0.09516858,0.14739999,0.703206
"Which expression represents the phrase below? 3 fewer than a number, p",3-p,p+3,3/p,p-3,D,True,0.19766055,0.11988718,0.03434825,0.64810395
A theater collected $6 for each ticket sold to a movie. The theater sold 500 tickets to the movie. The expression below can be used to find how much money the theater collected for the tickets. 6 × 500 Which expression can also be used to find how much money the theater collected for the tickets?,30 × 10^1,30 × 10^3,(6 × 5) × 10^2,(6 × 5) × 10^3,C,False,0.04502626,0.061543602,0.0953206,0.7981096
Let 12-9+c=12. What value of c makes the equation true?,0,3,9,12,C,False,0.10606221,0.28830698,0.09963623,0.5059945
