0,1,2,3,4,5,llama2_7B_alpacacode_alpacagpt4_52000_correct,llama2_7B_alpacacode_alpacagpt4_52000_choiceA_probs,llama2_7B_alpacacode_alpacagpt4_52000_choiceB_probs,llama2_7B_alpacacode_alpacagpt4_52000_choiceC_probs,llama2_7B_alpacacode_alpacagpt4_52000_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,True,0.00012328754,0.00048761166,0.99900925,0.00037975237
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.015712054,0.24577788,0.6680935,0.07041653
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.60735774,0.28689548,0.08219693,0.023549816
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.76149005,0.06250691,0.026056755,0.14994629
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,2.1444552e-05,0.99996006,1.4738611e-05,3.7265042e-06
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,True,0.0013238026,0.00062532007,0.9977556,0.00029538028
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,7.484017e-05,6.6046225e-05,0.9998443,1.4736905e-05
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.0037343984,0.0661938,0.1236663,0.80640554
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.9988701,0.0010321301,8.47224e-05,1.29926e-05
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.77880025,0.17377383,0.03877418,0.008651689
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,False,0.049510363,0.049510363,0.02338704,0.8775922
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,True,0.00076393824,0.9493064,0.047263183,0.0026664063
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.99405366,2.415633e-05,0.0007059514,0.005216315
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,True,0.0025855151,0.9205072,0.010225911,0.06668132
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,True,0.9956564,0.00062400446,0.00055068196,0.0031689561
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.001501052,0.99841213,5.1363175e-05,3.530136e-05
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.9996456,0.00010887017,6.603309e-05,0.00017949658
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.74437076,0.047586028,0.019836808,0.1882064
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,True,0.8744996,0.038422834,0.04353877,0.04353877
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.9975184,0.0014997083,0.00080273603,0.00017911462
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.00080304925,0.99790764,0.000909974,0.0003793336
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.9983569,0.00012320702,0.0015009688,1.8894409e-05
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.094125934,0.7881068,0.044461943,0.07330535
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.38989532,0.38989532,0.14343448,0.07677494
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.00096364075,0.00554537,0.7263001,0.2671909
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,True,0.0027332897,0.015728997,0.97311854,0.008419125
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.0024578092,0.0058959774,0.9915509,9.52996e-05
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.0005518094,0.001323722,0.9976948,0.00042974958
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.10562104,0.68873566,0.093210235,0.11243301
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.9981413,0.00080323726,0.00042994192,0.0006255618
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,True,0.08093168,0.21999511,0.17133236,0.52774084
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.00042683768,0.99093455,0.004049723,0.0045889374
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.978399,0.013956112,0.004530886,0.0031140295
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.010958077,0.5620422,0.38628557,0.0407142
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,2.7531274e-05,0.0001088883,0.99981207,5.1435192e-05
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.00015840973,0.00010887331,0.99967444,5.8275684e-05
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.0002947506,0.0035907975,0.9956286,0.0004859616
What do you call a young cow?,mare,lamb,kid,calf,D,False,9.60816e-05,0.9996873,0.00015841177,5.8276437e-05
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,5.1440802e-05,0.9999211,1.6700382e-05,1.0782577e-05
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.00033483515,0.99812955,0.0006255545,0.0009101763
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,True,0.05449841,0.025743226,0.51706654,0.40269184
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.99963534,0.00017949473,4.5383375e-05,0.00013979065
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.006815089,0.050357074,0.1551107,0.78771716
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,True,0.025884004,0.0024075876,0.9712901,0.00041837597
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,True,0.10045958,0.011998186,0.3094373,0.578105
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.00048769757,0.99918526,0.0002610457,6.6002685e-05
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.9255008,0.0025995413,0.0048565827,0.06704306
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.9966372,0.003172078,0.00013937138,5.1271865e-05
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.92453784,0.031635944,0.01918817,0.024638098
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.010949754,0.0014818881,0.9856655,0.0019027821
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,6.602185e-05,0.9994754,0.00033528663,0.00012334506
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.99890494,0.0010321661,5.1388528e-05,1.146633e-05
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.14197904,0.019214774,0.02177319,0.81703293
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.094313465,0.8948213,0.0099405665,0.0009246167
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,True,0.08318303,0.8943018,0.011257598,0.011257598
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.9955895,0.0040687467,0.00020257097,0.00013922487
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,True,0.3579533,0.10255534,0.45962113,0.07987018
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.04804018,0.7514749,0.13058676,0.06989806
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.00029593118,0.9996165,5.8272308e-05,2.9301156e-05
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.99958426,0.00026114995,0.00012335849,3.1189913e-05
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.85244995,0.079290204,0.0065085357,0.06175127
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.0019233469,0.001497904,0.99631834,0.0002602967
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.8356988,0.09980999,0.017344374,0.047146898
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.0011967415,0.0028708333,0.376005,0.6199274
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.037370056,0.85053855,0.03297896,0.07911241
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.9998902,6.604925e-05,4.00609e-05,3.7262441e-06
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.6882562,0.119601,0.119601,0.07254167
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.0022730213,0.9170022,0.07527213,0.0054526944
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.999624,4.0050232e-05,4.0050232e-05,0.0002959334
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.0011688442,0.99826163,0.00042999376,0.00013959855
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.9997744,0.00013981009,2.7530237e-05,5.8281512e-05
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,True,0.00451851,0.21771398,0.75989646,0.017871052
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.007482646,0.9800332,0.008478949,0.004005172
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.00013981422,0.99980396,5.1434778e-05,4.784179e-06
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.012331041,0.007479154,0.9795759,0.0006139264
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.030992081,0.005385617,0.9057214,0.05790083
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.37631506,0.17775865,0.06961129,0.37631506
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,True,0.016452255,0.083551444,0.79271406,0.107282184
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,5.1437815e-05,0.999863,4.5393714e-05,4.005981e-05
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.009221745,0.9406436,0.025067303,0.025067303
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,True,0.0005516043,0.001499416,0.997324,0.0006250496
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.001028265,0.9951296,0.001921052,0.001921052
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.9120952,0.074869335,0.011481584,0.0015538634
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.004605706,0.9945556,0.0006233146,0.00021541174
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.91654706,0.016787145,0.06639445,0.0002713389
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,5.1433417e-05,0.9997775,0.00013981052,3.1195945e-05
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.0001584055,0.0001584055,0.99964774,3.5345045e-05
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,6.974478e-05,0.0006617201,0.06749729,0.9317713
