0,1,2,3,4,5,llama2_7B_ds2_alpaca_52000/epoch2_correct,llama2_7B_ds2_alpaca_52000/epoch2_choiceA_probs,llama2_7B_ds2_alpaca_52000/epoch2_choiceB_probs,llama2_7B_ds2_alpaca_52000/epoch2_choiceC_probs,llama2_7B_ds2_alpaca_52000/epoch2_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,False,0.013321606,0.5664491,0.34356874,0.07666055
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,True,0.0490422,0.5974563,0.3197953,0.033706177
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.11552472,0.75331575,0.1019502,0.02920922
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,False,0.046384737,0.9316624,0.017063992,0.0048889155
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.14031394,0.80745095,0.03547692,0.016758109
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.5199,0.21672657,0.24558337,0.01779
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,False,0.053676292,0.44942608,0.3966171,0.100280516
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,True,0.0660342,0.38000056,0.43059707,0.12336813
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.030060768,0.6841799,0.22212069,0.06363865
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,True,0.025855193,0.6668142,0.24530724,0.062023386
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.069120556,0.5107357,0.35102317,0.069120556
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,True,0.16529618,0.34993201,0.27252734,0.2122445
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,True,0.057038624,0.19908436,0.37193853,0.37193853
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,True,0.756519,0.19127797,0.042679884,0.009523169
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.042691913,0.35745502,0.520094,0.079758994
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.018358551,0.32541314,0.53651553,0.1197128
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.044792045,0.61833507,0.2920808,0.044792045
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.050676394,0.8982606,0.02712512,0.023937834
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.04257304,0.85510236,0.079536915,0.022787705
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.052548543,0.30239597,0.34265953,0.30239597
