0,1,2,3,4,5,llama2_chat_7B_alpacacode_alpacagpt4_52000_correct,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceA_probs,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceB_probs,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceC_probs,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceD_probs
 What can murtis be translated as?,Offerings,Prayers,Apparitions,Idols,D,True,0.015700946,0.010791091,0.0021248918,0.9713831
 Naturalists who concentrated on natural elements and processes are associated with which of the following?,Daoism,Yin-Yang School,Mengzi,Humanistic Buddhism,B,False,0.729772,0.16283414,0.008629893,0.0987639
 When was the first Buddhist temple constructed in Japan?,325 CE,119 CE,451 CE,596 CE,D,False,0.54589945,0.4251469,0.0077868374,0.021166818
 What is the name of the ten day New Year festival that celebrated Babylon's culture?,Akitu,Wag and Thoth,Bast,Nehebkau,A,True,0.99967456,0.00024534983,4.005226e-05,4.005226e-05
Which of the following terms denote the Japanese art of flower arranging?,Zazen,Tariki,Kami,Ikebana,D,True,3.1199204e-05,5.143879e-05,3.535333e-05,0.999882
 Guru Nanak and his successors instructed the use of particular Sikh Ragas in order to promote which of the following?,Harmony and balance,Devotion and piety,Love and passion,Goodwill and love,A,False,0.09373631,0.013503997,0.003414345,0.8893454
" Guru Nanak used what term to denote the ""divine word"" as part of divine revelation?",Shabad,Khalse,Nam,Guru,A,True,0.99957997,0.00033532173,3.3201348e-05,5.1423252e-05
What is the mi'raj?,Muhammad's miraculous ascent to heaven,Muhammad's migration to Mecca,Muhammad's first community in Mecca,Muhammad's revelations of the Qur'an,A,True,0.9988172,0.0010320755,8.471792e-05,6.597838e-05
"What is the name of the most famous dharmashastras, which probably dates from around the first century?",Laws of Dharma,Laws of Karma,Laws of Vishnu,Laws of Manu,D,True,0.00027801018,4.5383917e-05,2.9302058e-05,0.99964726
"What does the term ""Qur'an"" literally mean?",The Holy Book,The Narrative,The Recitation,The Pillars,C,False,0.8423416,0.010603516,0.14637703,0.0006778601
 Mani referred to God by which of the following names?,Mother of Light,Father of Goodness,Ineffable Lover,Eternal Spirit,B,False,0.26718527,0.1262094,0.04097419,0.5656312
" Which tradition is known to promote ""gradual enlightenment""?",Bushido,Shinto,Nichiren,Soto Zen,D,False,0.003655984,0.0022174665,0.95228595,0.041840523
What is the communal meal offered at the place of worship called in Sikhism?,Sangat,Langar,Gurdwara,Panth,B,True,0.0159041,0.98395187,0.00013759744,6.4355177e-06
To which tradition do the anti-Han rebel group known as the Celestial Masters belong?,Buddhism,Daoism,Confucianism,Shamanism,B,True,0.007820048,0.9621696,0.010041141,0.019969191
"What does the word ""Islam"" mean in Arabic?",Worship,Submission,Obedience,Faith,B,True,0.01579976,0.9774966,0.0058124075,0.00089136156
What does the term anatman mean?,Suffering,Soul,Impermanence,No-self,D,True,0.00010886614,6.603065e-05,0.00021650617,0.9996086
 What genre of Sikh literature is denoted by the term janam-sakhis?,Spiritual narratives,Redemption narratives,Birth narratives,Theological narratives,C,True,0.002041219,0.0040594493,0.99331445,0.00058481906
Pure Land Buddhism belongs to which school?,Vajrayana,Theravada,Mahayana,Mahavira,C,True,0.08864618,0.06903772,0.8410516,0.0012644699
 Which Jaina group only allows women to lead a life of semi-renunciation?,Svetambara,Jina,Agama,Digambara,D,True,0.00042917542,0.0021795325,0.0010295382,0.9963618
What is the most important prayer in Judaism?,The Shema,The Sefirot,Deuteronomy,The Decalogue,A,True,0.99969244,0.00021652433,7.9654856e-05,1.1475369e-05
 The socio-political alliance between the kshatriyas and the shramanas was rooted in their shared opposition to which of the following?,Brahminic orthodoxy,Legalistic asceticism,Bhakti devotionals,Unorthodox practices,A,False,0.13670729,0.07317414,0.0034224,0.78669614
 Which early battle led to the conversion of Mecca?,The Battle of Uhud,The Battle of Camel,The Battle of the Trench,The Battle of Badr,C,False,0.9639408,0.022669716,0.003939406,0.009450142
 What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,Remembering the Divine Name,Meditating on the sacred hymns,Remembering that death is inevitable,Meditating on the goodness of the created world,A,True,0.9975431,0.00037919503,0.0013235207,0.00075411936
" During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",Confucianism,Buddhism,Christianity,Daoism,A,True,0.8862994,0.105853364,0.004650872,0.0031964947
"What is the meaning of the Punjabi word ""Sikh""?",Disciple,Faithful,Devotee,Enlightened,A,True,0.95352215,0.01541225,0.017464368,0.013601262
 Which of the following shuns politics?,The sages of the Zhuangzi,The Songs of the South,The Duke of Zhou,"The Confucian ""sage kings""",A,True,0.50122523,0.30400848,0.032042257,0.162724
What does the Hebrew word mashiach mean?,Anointed one,God,Prophet,The line of David,A,True,0.99945205,0.00051929,2.5853926e-05,2.7249837e-06
"According to Jaina traditions, what does the term ajiva mean?",Soul,Sound,Non-matter,Non-soul,D,False,0.0558247,0.0020334146,0.52965003,0.41249186
" In the Japanese Zen tradition, what is zazen?",A collection of statues,Veneration of ancestors,Seated meditation,Funeral rituals,C,True,0.00055255345,0.00019095736,0.99904007,0.00021638304
 What is a central component of tantric Buddhism?,Asceticism,Bodily pleasure,Music,Sexual union,D,True,0.00025639185,0.017974455,0.00039710745,0.981372
" How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",Loving and forgiving,Wrathful and merciful,Judging and vengeful,Transcendent and immanent,B,True,0.0155562945,0.48394212,0.016559588,0.48394212
" After the Bar Kochba revolt, where were the two main centres for Jewish development?",Palestine and Babylonia,Babylonia and Europe,Palestine and Spain,Spain and France,A,True,0.9949064,0.0043281866,0.00066374894,0.0001017892
" In addition to Jainism, which other tradition began as a world-renouncing movement?",Buddhism,Hinduism,Judaism,Islam,A,True,0.9794104,0.020327015,0.00021213143,5.038563e-05
"According to Hindu tradition, which age are we in currently?",Kali yuga,Maha yuga,Krita yuga,Satya yuga,A,False,0.11876961,0.0023156388,0.0013194111,0.8775953
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",Hymns,Laws,Ethics,Myths,A,True,0.99979967,0.00015842958,3.1196636e-05,1.0781268e-05
Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?,Pure Land,Tendai,Shingon,Soto Zen,A,True,0.9994073,0.00048780596,9.023502e-05,1.4730464e-05
" According to Hindu tradition, who is considered to be the ideal wife?",Sita,Rama,Kali,Durga,A,True,0.99978,0.00015842645,1.8921342e-05,4.2639906e-05
Who is the woman mystic who exemplified the all-consuming love of the divine?,Rumi,Rabi'a,Fatimah,Khadija,B,True,0.00035694303,0.99956566,5.1422518e-05,2.5856863e-05
 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?,Andal,Devi,Ganga,Kali,A,True,0.99976295,0.00013133792,7.030012e-05,3.534912e-05
 Who is associated with the stigmata and preaching to birds?,Paul of Tarsus,Clare of Assisi,Francis of Assisi,John of the Cross,C,True,0.006823474,0.1458923,0.8395523,0.007732009
" In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Epistemology,Morality,Religion,Aesthetics,B,False,0.014664619,0.21549502,0.7521515,0.017688908
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,True,0.015501042,0.18884134,0.2139853,0.5816723
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,True,0.9993948,0.00040440026,0.00017945154,2.143243e-05
When was the current Dalai Lama born?,1935,2000,1965,1975,A,True,0.5170799,0.3553835,0.11537612,0.012160554
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,False,0.5538938,0.00895286,0.0057804007,0.43137294
"Zhuangzi describes a state as ziran, which means which of the following?",Thoughtfulness,Non-action,Spontaneity,Meditation,C,False,0.0008506339,0.9929959,0.0033643225,0.0027891211
" The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A,True,0.9997013,0.00027802523,1.2215575e-05,8.395634e-06
 The Maccabean Revolt is associated with which ruler?,Julius Caesar,Alexander the Great,Cyrus of Persia,Antiochus IV Epiphanes,D,True,7.0278395e-05,0.00023043397,0.00024529567,0.99945396
 How old was Guru Nanak when he started to preach the message of the divine Name?,30,40,33,52,A,False,0.028142687,0.015063695,0.9319578,0.024835832
The widely adored Egyptian goddess Hathor was depicted as which of the following?,Serpent,Eagle,Cheetah,Cow,D,True,0.05428411,0.21469782,0.06970218,0.66131586
What does the phrase Guru-Panth mean within the Sikh traditions?,Community,Scripture,Worship,Apprenticeship,A,False,0.0075107124,0.0066281804,0.0021518553,0.9837092
 After what event did the Rabbinical period begin within Judaism?,Construction of the Second Temple,Destruction of the Second Temple,The Christianization of the Roman Empire,The emergence of Islam,B,False,0.77685446,0.22257254,0.00045737714,0.00011564305
Which monk developed Pure Land Buddhism as we know it today?,Genshin,Dogen,Honen,Shinran,C,True,0.0029515654,0.004294502,0.49637696,0.49637696
Which is the largest Muslim country in the world with more than 200 million adherents?,Pakistan,Iraq,Indonesia,Turkey,C,False,0.9994442,0.00026111337,0.00027795372,1.6692418e-05
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,Gregory,Augustine,Athanasius,Francis,A,True,0.9813989,0.012353989,0.0031235777,0.0031235777
"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Worthy ones,Saintly ones,Sages,A,True,0.92943835,0.0029581988,0.00027515533,0.06732829
Which Guru was martyred when he refused to embrace Islam?,Guru Ram Das,Guru Tegh Bahadur,Guru Gobind Singh,Guru Har Rai,B,True,4.5396006e-05,0.9999136,2.429873e-05,1.6700256e-05
 Which Guru donned the two swords symbolling temporal and spiritual authority?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,True,0.0075465445,0.0045772106,0.92851806,0.059358172
 Where is the key to liberation found within Sikhism?,In the community,In faith in God,In ascetic renunciation,In the life of the householder,D,True,0.0007091078,0.0004578344,0.00033495878,0.9984981
Which is one of the most fundamental themes of Japanese culture and civilization?,God is eternal and merciful to those who offer worship,Humans can align themselves with life energy through worship of kami,Justice will be the final outcome in the next world,Power and force are the most divine attributes,A,False,0.0007551142,0.99885905,0.00029570694,9.0185524e-05
 Which goddess is worshipped during the festival of Divali?,Durga,Sri Lakshmi,Kali,Mahavira,B,False,0.0046956404,0.073452175,0.89483064,0.027021544
 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?,China,Silla,Goguryeo,Joseon,B,False,0.5032782,0.44414145,0.034248512,0.018331908
 To whom is the Yoga Sutras attributed?,Madhva,Patanjali,Ramanuja,Aryabhatta,B,True,0.0004043991,0.9993919,0.00015836496,4.5372322e-05
 Which of the following does NOT describe the Ka'ba?,It was visited by Moses.,It is a haram.,It was built by Abraham.,It is a square building.,A,True,0.9635163,0.009445981,0.0013608227,0.025676839
Which elephant-headed Hindu deity is often described as the most beloved?,Parvati,Ganesha,Vishnu,Sita,B,True,0.00027797857,0.99953353,7.9642195e-05,0.00010885797
Sacred literature originated with which of the following jina?,Sri Lakshmi,Mahavira,Rsabha,Nanak,C,False,0.00014882677,0.9997725,4.5389603e-05,3.3207743e-05
 Who is the author of Admonitions for Women?,Ban Zhao,Laozi,Menicus,Liu Xiang,A,True,0.99779654,0.001809498,7.950379e-05,0.00031444358
How many female renouncers were under the tutelage of Chandanbala?,"36,000","12,000","24,000","7,000",A,False,0.24992503,0.5290913,0.19464181,0.026341904
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,The gurus,The community,Sikh worship,A,True,0.99975234,0.00020341798,2.752963e-05,1.6697564e-05
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,Sansar,Hukam,Mantar,Karam,B,True,0.002783042,0.99083155,0.001796867,0.00458846
 How many books are in the New Testament?,30,29,27,47,C,False,0.46978295,0.46978295,0.056107573,0.004326551
