0,1,2,3,4,5,llama_7B_wizardlm_20000_largelogstep/ckp5k_correct,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceA_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceB_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceC_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.06966054,0.6208776,0.20156945,0.10789236
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.08191022,0.5685696,0.22265504,0.12686503
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.0786175,0.45241246,0.33099204,0.137978
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.073253475,0.47767264,0.32829928,0.12077456
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,True,0.061908446,0.587371,0.2606443,0.09007626
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.067881815,0.5683675,0.23693082,0.12681992
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.0855917,0.6732309,0.17021942,0.07095801
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,True,0.07703834,0.5347521,0.26889023,0.11931932
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.07790428,0.6522845,0.18688264,0.08292867
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.07978447,0.5895319,0.24575345,0.08493013
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.06057041,0.61173946,0.2395606,0.08812943
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.084037386,0.58333504,0.24317022,0.08945733
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.06964738,0.5146284,0.25877142,0.1569528
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.0692432,0.5797662,0.21328408,0.13770655
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.078071915,0.6958474,0.16527824,0.060802467
