0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_correct,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_choiceA_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_choiceB_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_choiceC_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_choiceD_probs
The Barkhausen criterion for an oscillator,Loop gain should be unity,Loop gain should be less than unity,The phase of a feedback signal with respect to input should be 0° or 360°,Both A and C,D,True,0.28517848,0.15264504,0.19600013,0.36617643
Potentiometer method of DC voltage measurement is more accurate than direct measurement using a voltmeter because,It loads the circuit moderately.,It loads the circuit to maximum extent.,It uses centre zero galvanometer instead of voltmeter.,It does not load the circuit at all.,D,False,0.25015917,0.026366582,0.6800031,0.043471143
Which of these sets of logic gates are designated as universal gates?,"NOR, NAND.","XOR, NOR, NAND.","OR, NOT, AND.","NOR, NAND, XNOR.",A,False,0.06633391,0.9157114,0.008977318,0.008977318
"A single phase one pulse controlled circuit has a resistance R and counter emf E load 400 sin(314 t) as the source voltage. For a load counter emf of 200 V, the range of firing angle control is",30° to 150°.,30° to 180°.,60° to 120°.,60° to 180°.,A,True,0.6343443,0.124909796,0.18174268,0.05900321
A box which tells the effect of inputs on control sub system is known as,Data Box.,Logical box.,Decision box.,State box.,C,True,0.29964006,0.16038576,0.49402294,0.045951292
Two infinite parallel metal plates are charged with equal surface charge density of the same polarity. The electric field in the gap between the plates is,same as that produced by one plate.,double the field produced by one plate.,dependent on coordinates of field points.,zero.,D,False,0.48870274,0.33588016,0.14001569,0.03540151
The resistance in the circuit of the moving coil of a dynamometer wattmeter should be,Low.,Very low.,High.,Almost zero.,C,False,0.3767352,0.3767352,0.10793645,0.13859314
The following are the necessary requirements of an oscillator,Amplitude stability,Frequency stability,Power stability,Both A and B,D,True,0.23071584,0.15856852,0.17968166,0.4310339
The normal voltage used in directional heating is,1.5 KV.,15 KV.,33 KV.,66 KV.,A,False,0.14236487,0.49690223,0.30138645,0.05934651
LC oscillators are used for produce a waveform with frequency ranging from,1MHz to 500 MHz,100 KHz to 500 MHz,1 KHz to 1 MHz,1MHz to 100 GHz,A,False,0.05087986,0.70237476,0.2280277,0.018717652
A working diode must have,High resistance when forward or reverse biased,"Low resistance when forward biased, while high resistance when reverse bias","High resistance when forward biased, while low resistance when reverse bias",Low resistance when forward or reverse biased,B,True,0.2702055,0.3469507,0.2702055,0.1126384
What is the name of the fluorescent material that gives red colour fluorescence?,Zinc silicate.,Calcium silicate.,Zinc sulphide.,Magnesium silicate.,D,False,0.057369933,0.030707913,0.8974168,0.014505391
How many bits are required to store one BCD digit ?,1,2,3,4,D,False,0.03208911,0.7303448,0.18466008,0.052906
Commutator in DC generator is used for,collecting of current,reduce losses,increase efficiency,convert AC armature current in to DC,D,False,0.24726892,0.5931673,0.14997618,0.009587657
1 F is theoretically equal to,1 ohm of resistance,ratio of 1 V to 1 C,ratio of 1 C to 1 V,none of these,C,True,0.17876947,0.13922581,0.62396675,0.05803795
How many entries will be in the truth table of a 3 input NAND gate ?,3,6,8,9,C,False,0.18772437,0.5102877,0.24104284,0.060945176
In decimal number system what is MSD,First digit from left to right,First digit from right to left,Middle digit,Mean of all digits,A,False,0.23244913,0.12442105,0.5576165,0.08551326
"In Digital Logic Designs, GAL is abbreviated as",General Advance Logic,General Array Logic,Generic Advance Logic,Generic Array Logic,D,False,0.1578415,0.26023668,0.4861861,0.09573572
Inintel 8085A microprocessor ALE signal is made high to,Enable the data bus to be used as low order address bus,To latch data D0-D7 from data bus,To disable data bus,To achieve all the functions listed above,A,False,0.20345806,0.3354456,0.23054817,0.23054817
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,111.9 ohm,11.19 ohm,108 ohm,115 ohm,A,False,0.15385748,0.6895414,0.13577875,0.020822346
The concept of V/f control of inverters driving induction motors resuls in,constant torque operation,speed reversal,reduced magnetic loss,hormonic elimination,A,False,0.17309247,0.03862215,0.7757466,0.012538776
"The energy stored in the magnetic field in a solenoid 30 cm long and 3 cm diameter wound with 1000 turns of wire carrying a current at 10 amp, is",0.015 joule.,0.15 joule.,0.015 joule.,1.15 joule.,B,False,0.40637207,0.16940108,0.40637207,0.017854743
"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",protect the insulation.,avoid effect of saturation.,improve the capabilities of the inverter.,protect thyristor from dV / dt.,B,False,0.33728316,0.14060055,0.4907441,0.03137222
Which of the following windings are necessary in case of all dc machines?,closed winding,lap winding,wave winding,open type winding,A,True,0.5982184,0.24937452,0.08096005,0.071447
Relaxation Voltage controlled oscillators are used to generate,Sinusoidal wave,Triangular wave,Sawtooth wave,Both B and C,D,False,0.044599853,0.54333746,0.2908276,0.121234976
The supply frequency usually employed for high frequency eddy current heating is,1 KHz.,5 KHz.,10 MHz.,10 KHz to 400 KHz.,D,False,0.3030069,0.26740265,0.26740265,0.1621879
In the toggle mode a JK flip-flop has,"J = 0, K = 0.","J = 1, K = 1.","J = 0, K = 1.","J = 1, K = 0.",B,False,0.23505981,0.26635766,0.38754812,0.1110344
Electric drive is becoming more and more popular because,all of below.,it provide smooth and easy control.,it is cheaper in cost.,it is simple and reliable.,A,False,0.093832485,0.8902579,0.012698847,0.0032107714
A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,0.32.,0.67.,0.45.,0.27.,B,False,0.4020404,0.1479024,0.4020404,0.04801688
A Binary number system has how many digits.,0,1,2,10,C,True,0.12229289,0.3766886,0.42684412,0.07417439
"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",LC.,RL.,RC.,Any of the above.,C,False,0.17883405,0.10846834,0.334106,0.3785917
Advantages of open loop control system is/are,simple and economical.,accurate.,reliable.,all of the above.,A,False,0.24621314,0.1493358,0.24621314,0.35823798
"The voltage induced in an inductor is represented as,",product of its inductance and current through it.,ratio of its inductance to current through it.,ratio of current through it to its inductance.,product of its inductance and rate of change of current through it.,D,False,0.23890185,0.7358695,0.022221334,0.0030073307
"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",1,2,4,8,C,True,0.05281782,0.268231,0.44223818,0.23671305
Induction heating takes place in,conducting but non-magnetic materials.,conducting materials which may be either magnetic or non-magentic materials.,insulating materials.,conducting and magnetic materials.,B,True,0.05359551,0.83837485,0.06073167,0.047297873
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100,50,1,A,False,0.042843454,0.07063691,0.8605338,0.025985869
Magnetic flux has the unit of,Newton,Ampere turn,Weber,Tesla,C,True,0.09688809,0.2633691,0.6317897,0.007953059
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",Reciprocity theorem,Thevinin's theorem,Norton's theorem,Compensation theorem,A,True,0.4343997,0.26347673,0.20519587,0.09692767
A D-flip-flop is said to be transparent when,the output is LOW,the output is HIGH,the output follows clock,the output follow input,D,False,0.27014005,0.14459555,0.3468667,0.23839776
