0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_alpacagpt35_52000_correct,llama_7B_llamatokenizer_alpacacode_alpacagpt35_52000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt35_52000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt35_52000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt35_52000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.30819196,0.57577837,0.06876692,0.047262765
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.3194735,0.59685504,0.07128417,0.012387331
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.5678408,0.268229,0.08708122,0.076848894
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.19103572,0.75556093,0.04262583,0.010777498
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.4082867,0.317974,0.2476384,0.026100894
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.17853263,0.70611024,0.084332846,0.03102432
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.5553396,0.4324989,0.007921494,0.00424007
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,True,0.20730077,0.5635019,0.18294227,0.046255052
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.8433965,0.12933904,0.013632234,0.013632234
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.10643829,0.89119685,0.0011824225,0.0011824225
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.17570183,0.78744096,0.026944747,0.009912419
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.082669035,0.6921793,0.17501034,0.050141305
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.31801635,0.67324066,0.006600219,0.0021427774
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.105254814,0.88128775,0.0067287153,0.0067287153
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.424885,0.4814578,0.08366482,0.009992338
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.4275335,0.5489639,0.014629392,0.008873175
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,True,0.14425862,0.503512,0.30539548,0.046833917
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.7508849,0.24377663,0.0034772868,0.0018612576
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.37683535,0.62129647,0.00093408144,0.00093408144
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.27234653,0.6533254,0.06076873,0.013559335
