0,1,2,3,4,5,llama_7B_ga_followturn_20000/ckp10000_correct,llama_7B_ga_followturn_20000/ckp10000_choiceA_probs,llama_7B_ga_followturn_20000/ckp10000_choiceB_probs,llama_7B_ga_followturn_20000/ckp10000_choiceC_probs,llama_7B_ga_followturn_20000/ckp10000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.48742712,0.37960863,0.07474937,0.05821487
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.394276,0.394276,0.18624279,0.025205221
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.51522785,0.18954174,0.14761525,0.14761525
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.23777851,0.646349,0.028398594,0.087473825
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,True,0.17712785,0.4814834,0.25771952,0.08366927
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.26140448,0.6270768,0.06609341,0.045425292
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.12868805,0.8391515,0.02534018,0.006820217
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.07610668,0.18257044,0.7220801,0.019242782
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.5175036,0.27699974,0.16800882,0.03748784
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.23278682,0.55842656,0.15999189,0.04879477
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.23116131,0.6283616,0.10919287,0.03128428
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.39561534,0.50798017,0.07790128,0.018503176
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.34943154,0.44867897,0.16505978,0.036829814
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.0812796,0.873838,0.033882376,0.010999997
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.52696425,0.17108025,0.15097779,0.15097779
