0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,True,0.00047957376,0.0007427784,0.9230122,0.07576545
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.17063208,0.11727359,0.24826822,0.46382606
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,True,0.037196763,0.18890075,0.1145741,0.6593284
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.24961132,0.117908046,0.10405348,0.5284272
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,0.000398618,0.98510504,0.0035528436,0.010943528
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,True,0.00059640285,0.0004099013,0.9516155,0.047378145
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.00039783376,0.0005437743,0.983167,0.015891414
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.16595845,0.16595845,0.08883116,0.5792519
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.91933185,0.075463355,0.0029260318,0.002278796
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.22859296,0.17802837,0.045012623,0.548366
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,False,0.06479238,0.15542884,0.08319506,0.6965837
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.049072742,0.103887,0.24921194,0.5978284
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.11691537,0.070912756,0.59374523,0.21842667
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,False,0.0875042,0.30541965,0.036477175,0.570599
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,True,0.6846435,0.104993485,0.014209323,0.19615366
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.0071665584,0.9386339,0.001245361,0.0529541
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.56497914,0.20784421,0.019332523,0.20784421
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,False,0.04949045,0.41437846,0.28479788,0.25133324
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.22633363,0.2564696,0.0943499,0.42284688
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.9914683,0.0040519047,0.00090410205,0.0035757932
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,True,0.027239615,0.065344445,0.0053637982,0.90205216
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.9927961,0.0024608956,0.0035805819,0.0011624447
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.00929904,0.02864306,0.013530023,0.9485279
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.099108584,0.12725794,0.041314602,0.7323189
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,True,0.02924519,0.02580879,0.1907026,0.75424343
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,True,0.0010971044,0.009185943,0.8268922,0.16282474
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.0016406194,0.002387087,0.96301967,0.03295272
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.0005588856,0.0011831608,0.89175326,0.10650474
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,True,0.18265928,0.23453917,0.086282134,0.49651942
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.5124346,0.019869246,0.015474184,0.45222193
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,True,0.00399496,0.0045268824,0.013943779,0.9775344
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.038990695,0.1542112,0.023649054,0.78314906
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.19593963,0.11884339,0.15259793,0.5326191
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,True,0.029485945,0.19227251,0.3170038,0.4612378
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.00015958646,0.000382828,0.94608325,0.053374365
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.0014372822,0.0005628478,0.9559963,0.042003546
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.03435946,0.072738975,0.41858387,0.47431767
What do you call a young cow?,mare,lamb,kid,calf,D,True,0.00031307898,0.00031307898,0.0059073674,0.99346644
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.003488437,0.9672469,0.0065172585,0.022747466
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.0067164223,0.7763129,0.020688038,0.19628264
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.13598889,0.056688603,0.19786265,0.6094599
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.9355833,0.052781995,0.0012413136,0.010393391
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.030375978,0.13613568,0.050081518,0.7834068
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,True,0.010207852,0.019070778,0.9188816,0.05183975
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,True,0.1641269,0.047023144,0.053284205,0.7355657
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.0010419055,0.10627726,0.0028321932,0.8898486
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,False,0.17050527,0.11718644,0.11718644,0.59512186
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.9890549,0.005881136,0.0010219881,0.0040420415
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.19168942,0.24613409,0.24613409,0.31604242
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.053884137,0.015438063,0.57930905,0.3513687
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.00021105848,0.97445655,0.0024154363,0.022917023
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.8865412,0.05667468,0.0067688255,0.05001523
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.04422241,0.003203461,0.06434324,0.8882309
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.0485553,0.46067986,0.35877785,0.13198699
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.038206197,0.043293297,0.15110846,0.76739204
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.98479086,0.0140472865,0.00061719475,0.0005446724
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.04535423,0.065990016,0.08473285,0.80392295
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.0006634625,0.0031652027,0.0016942109,0.9944771
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.00054803066,0.9908627,0.0010238561,0.0075653302
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.8426431,0.12922351,0.005677684,0.022455677
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.016271971,0.8884195,0.012672624,0.082635894
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.07902471,0.06973906,0.18957043,0.6616658
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.169497,0.080064714,0.080064714,0.6703736
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.004566096,0.0019034321,0.00752822,0.9860022
