0,1,2,3,4,5,llama_7B_ga_alpacafollowturn_20000/ckp5000_correct,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceA_probs,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceB_probs,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceC_probs,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,False,0.31839263,0.17042328,0.3607861,0.15039802
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.34366152,0.23619488,0.18394876,0.23619488
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,False,0.2741611,0.24194632,0.24194632,0.24194632
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.34993201,0.16529618,0.2122445,0.27252734
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,True,0.29863346,0.20524758,0.2635431,0.23257597
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.5089979,0.11357279,0.2121819,0.16524743
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,True,0.30971655,0.14629973,0.14629973,0.39768392
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.3748085,0.17704698,0.29190114,0.15624341
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,False,0.51404065,0.16688456,0.18910499,0.12996984
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.44033074,0.16198863,0.16198863,0.23569207
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,False,0.4088039,0.1931053,0.28096655,0.11712428
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,True,0.25094652,0.10461008,0.32222173,0.32222173
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,False,0.46693087,0.22056252,0.22056252,0.09194414
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,True,0.5531772,0.20350252,0.15848792,0.084832475
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.3441287,0.14345418,0.2087246,0.30369252
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,True,0.35125372,0.24141292,0.24141292,0.16592051
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.6923076,0.120305024,0.093693644,0.093693644
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.5190769,0.21638343,0.14871801,0.11582171
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.5485226,0.17807922,0.095318936,0.17807922
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,True,0.39008525,0.14350435,0.16261172,0.3037987
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.27262422,0.16535495,0.16535495,0.3966659
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,False,0.5859787,0.13074952,0.1678857,0.11538605
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,True,0.28517848,0.15264504,0.19600013,0.36617643
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.4032267,0.1904708,0.1904708,0.21583171
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.29884556,0.181259,0.3386364,0.181259
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,True,0.3919626,0.18515001,0.23773733,0.18515001
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.21327947,0.14658469,0.39845848,0.24167728
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,False,0.2546241,0.1202759,0.2546241,0.37047586
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.42588618,0.17753577,0.25831303,0.138265
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.38253227,0.20475478,0.23201755,0.18069544
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.38253227,0.18069544,0.20475478,0.23201755
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,True,0.19209586,0.169524,0.27949783,0.3588823
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.3788722,0.20279567,0.2603948,0.15793742
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.2485522,0.17082725,0.17082725,0.4097933
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,True,0.2492154,0.19408914,0.19408914,0.36260626
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,True,0.28798804,0.13603592,0.28798804,0.28798804
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.52925634,0.19470254,0.17182438,0.104216754
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,True,0.19994426,0.19994426,0.37354502,0.22656651
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,False,0.4622655,0.103145376,0.116879016,0.31771013
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,True,0.52432233,0.15022087,0.13256945,0.19288741
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.48280114,0.13832484,0.20126146,0.17761262
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.37238014,0.22585997,0.22585997,0.17589992
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,False,0.3501044,0.30896604,0.240623,0.10030659
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.36385828,0.2206912,0.2206912,0.19475931
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.34040636,0.12522851,0.23395765,0.30040756
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,True,0.28850955,0.19828953,0.28850955,0.22469147
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.30601364,0.18560666,0.23832366,0.2700561
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.22592203,0.15527378,0.2900896,0.3287146
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,True,0.52201277,0.19203778,0.16947274,0.1164768
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,True,0.3469507,0.1126384,0.2702055,0.2702055
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.36717004,0.17343885,0.2859523,0.17343885
