0,1,2,3,4,5,llama_7B_ga_alpaca_20000/ckp7500_correct,llama_7B_ga_alpaca_20000/ckp7500_choiceA_probs,llama_7B_ga_alpaca_20000/ckp7500_choiceB_probs,llama_7B_ga_alpaca_20000/ckp7500_choiceC_probs,llama_7B_ga_alpaca_20000/ckp7500_choiceD_probs
The Barkhausen criterion for an oscillator,Loop gain should be unity,Loop gain should be less than unity,The phase of a feedback signal with respect to input should be 0° or 360°,Both A and C,D,True,0.2562958,0.106839985,0.09428596,0.5425782
Potentiometer method of DC voltage measurement is more accurate than direct measurement using a voltmeter because,It loads the circuit moderately.,It loads the circuit to maximum extent.,It uses centre zero galvanometer instead of voltmeter.,It does not load the circuit at all.,D,False,0.31807232,0.17025183,0.40841293,0.10326296
Which of these sets of logic gates are designated as universal gates?,"NOR, NAND.","XOR, NOR, NAND.","OR, NOT, AND.","NOR, NAND, XNOR.",A,True,0.57339746,0.23902762,0.09964154,0.087933354
"A single phase one pulse controlled circuit has a resistance R and counter emf E load 400 sin(314 t) as the source voltage. For a load counter emf of 200 V, the range of firing angle control is",30° to 150°.,30° to 180°.,60° to 120°.,60° to 180°.,A,True,0.45651597,0.16794284,0.31375855,0.061782718
A box which tells the effect of inputs on control sub system is known as,Data Box.,Logical box.,Decision box.,State box.,C,False,0.5284272,0.10405348,0.24961132,0.117908046
Two infinite parallel metal plates are charged with equal surface charge density of the same polarity. The electric field in the gap between the plates is,same as that produced by one plate.,double the field produced by one plate.,dependent on coordinates of field points.,zero.,D,False,0.57595193,0.14562346,0.165013,0.113411665
The resistance in the circuit of the moving coil of a dynamometer wattmeter should be,Low.,Very low.,High.,Almost zero.,C,False,0.15948997,0.051778816,0.23205654,0.5566747
The following are the necessary requirements of an oscillator,Amplitude stability,Frequency stability,Power stability,Both A and B,D,True,0.095754065,0.051253457,0.051253457,0.801739
The normal voltage used in directional heating is,1.5 KV.,15 KV.,33 KV.,66 KV.,A,True,0.51514554,0.14759167,0.27573755,0.061525363
LC oscillators are used for produce a waveform with frequency ranging from,1MHz to 500 MHz,100 KHz to 500 MHz,1 KHz to 1 MHz,1MHz to 100 GHz,A,True,0.5358511,0.105515346,0.25311813,0.105515346
A working diode must have,High resistance when forward or reverse biased,"Low resistance when forward biased, while high resistance when reverse bias","High resistance when forward biased, while low resistance when reverse bias",Low resistance when forward or reverse biased,B,False,0.42669544,0.084021315,0.33231074,0.15697248
What is the name of the fluorescent material that gives red colour fluorescence?,Zinc silicate.,Calcium silicate.,Zinc sulphide.,Magnesium silicate.,D,False,0.42588618,0.25831303,0.17753577,0.138265
How many bits are required to store one BCD digit ?,1,2,3,4,D,False,0.33397776,0.22953933,0.37844637,0.058036633
Commutator in DC generator is used for,collecting of current,reduce losses,increase efficiency,convert AC armature current in to DC,D,False,0.28738207,0.11979867,0.3690059,0.22381338
1 F is theoretically equal to,1 ohm of resistance,ratio of 1 V to 1 C,ratio of 1 C to 1 V,none of these,C,False,0.35339925,0.07885403,0.35339925,0.21434748
How many entries will be in the truth table of a 3 input NAND gate ?,3,6,8,9,C,True,0.21842706,0.21842706,0.49223298,0.07091289
In decimal number system what is MSD,First digit from left to right,First digit from right to left,Middle digit,Mean of all digits,A,False,0.03924643,0.03924643,0.2258476,0.6956596
"In Digital Logic Designs, GAL is abbreviated as",General Advance Logic,General Array Logic,Generic Advance Logic,Generic Array Logic,D,False,0.10705828,0.08337707,0.4798019,0.3297627
Inintel 8085A microprocessor ALE signal is made high to,Enable the data bus to be used as low order address bus,To latch data D0-D7 from data bus,To disable data bus,To achieve all the functions listed above,A,False,0.32863423,0.09415528,0.15523581,0.4219747
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,111.9 ohm,11.19 ohm,108 ohm,115 ohm,A,True,0.35289252,0.14710748,0.35289252,0.14710748
The concept of V/f control of inverters driving induction motors resuls in,constant torque operation,speed reversal,reduced magnetic loss,hormonic elimination,A,True,0.5037751,0.12737429,0.2696514,0.099199206
"The energy stored in the magnetic field in a solenoid 30 cm long and 3 cm diameter wound with 1000 turns of wire carrying a current at 10 amp, is",0.015 joule.,0.15 joule.,0.015 joule.,1.15 joule.,B,False,0.29660174,0.17989805,0.2617501,0.2617501
"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",protect the insulation.,avoid effect of saturation.,improve the capabilities of the inverter.,protect thyristor from dV / dt.,B,False,0.31779525,0.24749918,0.31779525,0.11691034
Which of the following windings are necessary in case of all dc machines?,closed winding,lap winding,wave winding,open type winding,A,True,0.60782444,0.25337893,0.082260095,0.056536485
Relaxation Voltage controlled oscillators are used to generate,Sinusoidal wave,Triangular wave,Sawtooth wave,Both B and C,D,True,0.2564696,0.0943499,0.22633363,0.42284688
The supply frequency usually employed for high frequency eddy current heating is,1 KHz.,5 KHz.,10 MHz.,10 KHz to 400 KHz.,D,False,0.33231074,0.084021315,0.42669544,0.15697248
In the toggle mode a JK flip-flop has,"J = 0, K = 0.","J = 1, K = 1.","J = 0, K = 1.","J = 1, K = 0.",B,False,0.261829,0.14014696,0.33619508,0.261829
Electric drive is becoming more and more popular because,all of below.,it provide smooth and easy control.,it is cheaper in cost.,it is simple and reliable.,A,True,0.45169547,0.14664404,0.21336582,0.18829468
A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,0.32.,0.67.,0.45.,0.27.,B,False,0.45038873,0.18774995,0.27317458,0.0886868
A Binary number system has how many digits.,0,1,2,10,C,False,0.42886487,0.10843402,0.20258142,0.2601197
"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",LC.,RL.,RC.,Any of the above.,C,False,0.53973985,0.039098624,0.32736877,0.09379272
Advantages of open loop control system is/are,simple and economical.,accurate.,reliable.,all of the above.,A,False,0.13971718,0.06599772,0.08474275,0.70954233
"The voltage induced in an inductor is represented as,",product of its inductance and current through it.,ratio of its inductance to current through it.,ratio of current through it to its inductance.,product of its inductance and rate of change of current through it.,D,False,0.44972438,0.18747301,0.30909076,0.053711917
"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",1,2,4,8,C,True,0.22375575,0.15378492,0.36891085,0.25354847
Induction heating takes place in,conducting but non-magnetic materials.,conducting materials which may be either magnetic or non-magentic materials.,insulating materials.,conducting and magnetic materials.,B,True,0.32412055,0.3672767,0.13511355,0.17348923
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100,50,1,A,True,0.40841293,0.17025183,0.31807232,0.10326296
Magnetic flux has the unit of,Newton,Ampere turn,Weber,Tesla,C,True,0.2795421,0.08009015,0.5917906,0.048577134
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",Reciprocity theorem,Thevinin's theorem,Norton's theorem,Compensation theorem,A,True,0.43589458,0.124885894,0.23331757,0.20590201
A D-flip-flop is said to be transparent when,the output is LOW,the output is HIGH,the output follows clock,the output follow input,D,False,0.24370557,0.1304462,0.31292415,0.31292415
A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,500 Hz.,250 Hz.,400 Hz.,625 Hz.,B,False,0.5055495,0.12782294,0.23880467,0.12782294
Speed control by variation of field flux results in,constant power drive.,constant torque drive.,variable power drive.,none of the above.,A,False,0.2617501,0.17989805,0.2617501,0.29660174
Which of the following memories uses one transistor and one capacitor as basic memory unit,SRAM,DRAM,Both SRAM and DRAM,,B,False,0.46779877,0.016007192,0.15187202,0.36432204
"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",2,4,5,6,A,False,0.2850553,0.17289478,0.46997672,0.072073266
"The output of the system has an effect upon the input quantity, then the system is a",open loop control system.,closed loop control system.,either A or B.,none of the above.,B,False,0.5646805,0.18332492,0.12599726,0.12599726
"A sinusoidal signal is analog signal, because",it can have a number of values between the negative and positive peaks,it is negative for one half cycle,it is positive for one half cycle,it has positive as well as negative values,A,True,0.5469986,0.095054105,0.20122956,0.15671773
FM stands for,frequent modulation.,frequency modulation.,frequency moderator.,frequent moderator.,B,False,0.28108826,0.28108826,0.21891177,0.21891177
Stack is also known as,FIFO memory,Flash memory,LIFO memory,LILO memory,C,True,0.22777916,0.06525982,0.37554434,0.33141673
"In Ward-Leonard system, the lower limit of the speed imposed by",Field resistance.,Armature resistance.,Residual magnetism of the generator.,None of above.,C,False,0.14864884,0.115767844,0.2777126,0.4578707
Colpitts oscillator is also called as,Tank circuit oscillator,LC oscillator,Resonant circuit oscillator,All of the above,D,True,0.18972708,0.079090014,0.27605128,0.45513162
An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,1500 A.,6000 A.,2121.32 A.,4242.64 A.,C,True,0.34856474,0.1282298,0.3949756,0.1282298
Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,False,0.37286422,0.13716908,0.29038695,0.19957983
Systematic errors are,environmental errors.,observational errors.,instrument errors.,all of the above.,D,True,0.06406143,0.049891096,0.10561945,0.78042805
Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,False,0.22594544,0.17596647,0.17596647,0.42212164
A diode (p-n junction) when reverse biased act as,On Switch,Zener diode,Capacitor,Off Switch,D,True,0.22709183,0.0650629,0.22709183,0.48075342
Piezoelectric effect is carried out in,composite filter.,crystal filter.,m derived.,constant k prototype.,B,False,0.21752031,0.14949937,0.31649017,0.31649017
The resistivity of the conductor depends on,area of the conductor.,length of the conductor.,type of material.,none of these.,C,True,0.124332786,0.1097233,0.38297194,0.38297194
The smallest change in measured variable to which instrument will respond is,resolution.,accuracy.,precision.,sensitivity.,A,True,0.55307627,0.10890718,0.17955758,0.15845901
"In electronic communications, ""AM"" stands for",Amp Modification,Amplitude Method,Amplitude Modulation,Ampere Method,C,True,0.16800866,0.13084528,0.45669487,0.24445117
Which system is also known as automatic control system?,Open loop control system,Closed loop control system,Either A or B,Nether A nor B,B,False,0.8690877,0.062956505,0.055558916,0.01239687
A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,False,0.24279962,0.08932099,0.4536094,0.2142699
A null type instrument as compared to a deflected type instrument has,a lower sensitivity.,a faster response.,a higher accuracy.,all of the above.,C,False,0.21490467,0.06157122,0.06157122,0.661953
"Length of the cable is doubled, its capacitance C will be",one-fourth.,one-half.,doubled.,unchanged.,C,True,0.119601004,0.119601004,0.68825626,0.07254168
Electrons in p-type material of a semi-conductor are called as,either minority carriers or majority carriers,minority carriers,majority carriers,valance carriers,B,False,0.24874748,0.13314494,0.52659845,0.09150909
________ is the most detrimental impurity in the magnetic materials,Carbon.,Sulphur.,Oxygen.,Nitrogen.,A,False,0.02200685,0.087038785,0.39008078,0.5008736
Voltage controlled oscillators are used commonly in,Pulse Modulators Frequency Modulators Phase Clocked loops,Frequency Modulators,Phase Clocked loops,All the above,D,True,0.25800648,0.07392009,0.12187364,0.54619974
Low frequency supply is necessary for direct core type induction furnaces because,With normal frequeny supply the electromagnetic forces causes severe stirring action in the molten metal.,Magnetic coupling between the primary and secondary circuit is poor.,Both A and B.,None of the above.,C,False,0.2993745,0.097192675,0.26419708,0.33923575
"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,the coil spring attached to the moving.,eddy current disk.,damping vane in the airtight chamber.,A,False,0.24302451,0.16702813,0.40067968,0.18926768
Which of the following is the analogous quantity for mass element in force-voltage analogy?,Resistance.,Inductance.,Capacitance.,All of the above.,B,False,0.057134546,0.01854887,0.03058192,0.8937347
A latch is ________ sensitive,both level and edge,edge,level,,C,False,0.69223744,0.09368415,0.17502503,0.039053362
What is used to protect the SCR from over current ?,CB and fuse.,Heat sink.,Snubber circuit.,Voltage clamping device.,A,False,0.089672446,0.069836974,0.7508182,0.089672446
The errors mainly caused by human mistakes are,gross error.,instrumental error.,observational error.,systematic error.,A,False,0.31102183,0.10097401,0.18864428,0.39935994
Electrical analogous quantity for dash-pot in force-current analogy is,resistance.,conductance.,inductance.,capacitance.,B,False,0.14124864,0.12465149,0.2990234,0.43507645
Which lamp has the best Colour Rendering Index (CRI)?,LED,Fluorescent,Incandescent,High pressure sodium vapour,C,False,0.5854621,0.02270083,0.2765527,0.11528432
Power dissipation in ideal inductor is,Maximum,Minimum,Zero,A finite value,C,False,0.5013271,0.067847244,0.30407026,0.12675534
For intermittent work which of the following furnace is suitable?,Core less furnace.,Indirect arc furnace.,Either of above.,Nither of above.,B,False,0.25827423,0.10766472,0.37578678,0.25827423
In electrical resistance welding material of electrode should have,higher electrical conductivities.,higher thermal conductivities.,sufficient strength to sustain high pressure at elevated temperatures.,all of above.,D,True,0.095105045,0.057684127,0.05090606,0.79630476
Which of the following are the passive elements?,Resistor,Bulb,Both,None of these.,C,True,0.24417266,0.061736517,0.5857398,0.10835097
The main advantage of dielectric heating is that,heating occurs in the material itself.,heating occurs due to high frequency.,it can be used for drying the explosives.,None of the above.,A,False,0.17395459,0.09311118,0.19711637,0.53581786
Materials used in heat sink should have,high thermal conductivity.,large surface area.,high melting point.,All of these.,D,True,0.08550747,0.02776021,0.07546008,0.81127226
Conductor is static and the field is varying then emf will be induced. This principle is called,virtually induced emf.,dynamically induced emf.,static induced emf.,none of these,C,False,0.47495148,0.25422323,0.19798923,0.07283617
"Four identical alternators each are rated for 20 MVA, 11 KV having a subtransient reactance of 16% are working in parallel. The short circuit level at the busbar is",500 MVA,400 MVA,125 MVA,100 MVA,A,True,0.3583276,0.116331935,0.24627472,0.27906582
"According to the Bohr model, an electron gains or losses energy only by",moving faster or slower in an allowed orbit.,jumping from one allowed orbit to another.,being completely removed from an atom.,jumping from one atom to another atom.,B,False,0.38253227,0.18069544,0.23201755,0.20475478
A three-state buffer has the following output states,"1, 0, float","High, Low, Float",Both A and B,"Set, Reset, Halt",C,False,0.20555145,0.07561815,0.16008364,0.55874676
"By using which of the following elements, mechanical translational systems are obtained?",mass element,spring element,dash-pot,all of the above,D,True,0.20365004,0.04544046,0.04010107,0.71080846
"Four capacitors each of 40 µF are connected in parallel, the equivalent capacitance of the system will be",160 µF,10 µF,40 µF,5 µF,A,True,0.43175197,0.09633689,0.43175197,0.040159192
"The resistance of a conductor of diameter d and length l is R Ω. If the diameter of the conductor is halved and its length is doubled, the resistance will be",R Ω,2R Ω,4R Ω,8R Ω,C,True,0.2990234,0.12465149,0.43507645,0.14124864
A single phase full bridge inverter can operated in load commutation mode in case load consist of,RL.,RLC underdamped.,RLC overdamped.,RLC critically damped.,B,False,0.23900674,0.12793109,0.3940555,0.23900674
A microprocessor is ALU,and control unit on a single chip.,and memory on a single chip.,register unit and I/O device on a single chip.,register unit and control unit on a single chip.,D,False,0.48997018,0.12388386,0.26226214,0.12388386
"To obtain a high value of capacitance, the permittivity of dielectric medium should be",low,zero,high,unity,C,True,0.39519522,0.06060515,0.5074407,0.03675888
Deflection method direct measurements are most widely used as these are,least time consuming.,most simple.,most simple and least time consuming.,most accurate.,C,False,0.3500289,0.12876844,0.30889943,0.21230327
Purely mechanical instrument cannot be used for dynamic measurements because they have,high inertia.,higher response time.,large time constant.,all of the above.,D,True,0.03422564,0.026654957,0.05642854,0.8826909
Advantages of higher transmission voltage is/are,Power transfer capability of the transmission line is increased,Transmission line losses are reduced,Area of cross section and volume of the conductor is reduced,all of the above,D,True,0.077789746,0.03242759,0.053464055,0.83631855
Under over voltage condition impedance offered by the voltage clamping device is,high.,low.,moderate.,infinity.,B,False,0.26822886,0.14357257,0.50111747,0.08708116
A long wire composed of a smooth round conductor runs above and parallel to the ground (assumed to be a large conducting plane). A high voltage exists between the conductor and the ground. The maximum electric stress occurs at,lower surface of the conductor.,upper surface of the conductor.,the ground surface.,midway between the conductor and ground.,A,True,0.38245744,0.075310335,0.3375175,0.20471472
In a dc machine 6 pole wave winding is used. The number of parallel paths are?,6,4,2,1,C,False,0.43589458,0.23331757,0.20590201,0.124885894
Which of the following is a digital device,Regulator of a fan,Microphone,Resistance of a material,Light switch,D,True,0.30138662,0.05934654,0.07620247,0.56306434
Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,square of instantaneous current.,square of the rate of change of current.,temperature of the inductor.,A,False,0.2829333,0.24968778,0.36329356,0.10408535
Which of the following is a variable displacement transducer?,tachometer,potentiometer,synchros,none of the above,B,False,0.49708933,0.14241847,0.12568386,0.23480837
"Five capacitors each of 5 µF are connected in series, the equivalent capacitance of the system will be",5 µF,25 µF,10 µF,1 µF,D,False,0.4576669,0.115716316,0.35643134,0.0701855
Susceptibility is negative for,non magnetic substances.,diamagnetic substances.,ferromagnetic substances.,none of above.,B,False,0.035051752,0.084084794,0.3325618,0.5483017
One of the following is the primary function of an oscillator,produces sinusoidal oscillations,generates non sinusoidal waveforms,generates sustained oscillations at a constant amplitude and specific frequency,none of the above,C,False,0.68689245,0.07239793,0.19679798,0.043911565
The metal surfaces for electrical resistance welding must be,rough.,clean.,moistened,coloured,B,False,0.45352235,0.11466841,0.24275303,0.18905625
The latching current of SCR is 20 mA. Its holding current will be,23 mA.,40 mA.,10 mA.,60 mA.,C,False,0.35428005,0.24349289,0.31265104,0.08957603
"In force-current analogy, electrical analogous quantity for displacement (x) is",voltage.,inductance.,capacitance.,flux.,D,False,0.46693087,0.09194414,0.22056252,0.22056252
Feedback circuit in an oscillator can be accomplished by,Resistive coupling between input and output,Capacitive coupling between input and output,Inductive coupling between input and output,Any one or combinations of the above methods,D,False,0.11667855,0.062453527,0.46147263,0.35939524
"Lowest critical frequency is due to zero and it may be present at the origin or nearer to the origin, then the type of network is",LC circuit.,RC circuit.,RLC circuit.,RL Circuit.,D,False,0.6562043,0.041949734,0.21303834,0.08880759
What is the value of dielectric constant of air?,Less than 1,0.,1.,none of these.,C,True,0.12503108,0.04059165,0.49450752,0.33986974
Temperature variation is a/an,Digital quantity,Analog quantity,Either Digital or Analog quantity,,B,False,0.3737338,0.078338854,0.25686324,0.29106417
The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,30,140.,150.,200.,C,False,0.43477598,0.15994515,0.33860388,0.06667506
For a dc machine shunt resistance and armature resistance values are,high and high,high and low,low and low,low and high,B,False,0.38789856,0.086551875,0.34231928,0.18323031
The change of cross sectional area of conductor in magnetic field will affect,reluctance of conductor.,resistance of conductor.,(A) and (B) both in the same way.,none of above.,C,True,0.2829744,0.13366763,0.41172528,0.17163263
Which of the following is used in SCR to protect from high dV / dt?,Snubber circuit.,Fuse.,Equalizing circuit.,Circuit breaker.,A,False,0.14046311,0.1803582,0.38181832,0.29736042
