0,1,2,3,4,5,llama_7B_ga_alpaca_20000/ckp7500_correct,llama_7B_ga_alpaca_20000/ckp7500_choiceA_probs,llama_7B_ga_alpaca_20000/ckp7500_choiceB_probs,llama_7B_ga_alpaca_20000/ckp7500_choiceC_probs,llama_7B_ga_alpaca_20000/ckp7500_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,True,0.18069544,0.20475478,0.38253227,0.23201755
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.58632034,0.07934983,0.24441467,0.08991514
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.3687411,0.22365278,0.3687411,0.038865026
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,True,0.82462126,0.07670173,0.086914435,0.01176259
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.5364028,0.15368198,0.25337875,0.05653644
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.68464327,0.049595393,0.17310493,0.09265639
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,False,0.15523581,0.09415528,0.32863423,0.4219747
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,True,0.18934473,0.18934473,0.45421442,0.16709615
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,True,0.2025342,0.22950132,0.4287649,0.13919958
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,False,0.27349687,0.14639232,0.45092008,0.12919077
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.50837064,0.18701911,0.2721112,0.032499045
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.17517631,0.09376512,0.25488,0.47617856
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,False,0.0861992,0.0861992,0.26551223,0.5620894
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.35389706,0.114893556,0.13019145,0.4010179
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.49184924,0.12435897,0.33804274,0.04574911
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.19994426,0.19994426,0.37354502,0.22656651
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,True,0.5723103,0.23857443,0.16396967,0.02514556
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.47759074,0.17569582,0.28967342,0.05704008
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.61029565,0.082594536,0.22451523,0.082594536
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.17883405,0.10846834,0.334106,0.3785917
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.23054817,0.20345806,0.3354456,0.23054817
