0,1,2,3,4,5,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt35_Tptalpaca_correct,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt35_Tptalpaca_choiceA_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt35_Tptalpaca_choiceB_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt35_Tptalpaca_choiceC_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt35_Tptalpaca_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.35164577,0.4515221,0.030726464,0.1661057
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.6684608,0.27865592,0.042733267,0.0101500405
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.4745339,0.32614207,0.10588282,0.09344126
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.76075166,0.19234814,0.040318362,0.0065817917
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.21418652,0.31163952,0.07402088,0.40015307
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.7897065,0.17620735,0.028765058,0.0053210007
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.6703033,0.24659081,0.040254842,0.042851053
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.504479,0.238299,0.21029812,0.046923857
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.7948186,0.177348,0.016495934,0.011337478
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.3257617,0.4739805,0.11258023,0.087677576
