0,1,2,3,4,5,llama_7B_sharegpt_xc_20000_dp_correct,llama_7B_sharegpt_xc_20000_dp_choiceA_probs,llama_7B_sharegpt_xc_20000_dp_choiceB_probs,llama_7B_sharegpt_xc_20000_dp_choiceC_probs,llama_7B_sharegpt_xc_20000_dp_choiceD_probs
The Barkhausen criterion for an oscillator,Loop gain should be unity,Loop gain should be less than unity,The phase of a feedback signal with respect to input should be 0° or 360°,Both A and C,D,True,0.058336042,0.08487843,0.05148137,0.80530417
Potentiometer method of DC voltage measurement is more accurate than direct measurement using a voltmeter because,It loads the circuit moderately.,It loads the circuit to maximum extent.,It uses centre zero galvanometer instead of voltmeter.,It does not load the circuit at all.,D,True,0.31839263,0.15039802,0.17042328,0.3607861
Which of these sets of logic gates are designated as universal gates?,"NOR, NAND.","XOR, NOR, NAND.","OR, NOT, AND.","NOR, NAND, XNOR.",A,False,0.2472178,0.5930447,0.042960014,0.11677743
"A single phase one pulse controlled circuit has a resistance R and counter emf E load 400 sin(314 t) as the source voltage. For a load counter emf of 200 V, the range of firing angle control is",30° to 150°.,30° to 180°.,60° to 120°.,60° to 180°.,A,True,0.3895747,0.30340108,0.09849991,0.20852432
A box which tells the effect of inputs on control sub system is known as,Data Box.,Logical box.,Decision box.,State box.,C,False,0.64626855,0.18515904,0.041314565,0.12725782
Two infinite parallel metal plates are charged with equal surface charge density of the same polarity. The electric field in the gap between the plates is,same as that produced by one plate.,double the field produced by one plate.,dependent on coordinates of field points.,zero.,D,False,0.48390564,0.2935036,0.06548951,0.15710115
The resistance in the circuit of the moving coil of a dynamometer wattmeter should be,Low.,Very low.,High.,Almost zero.,C,False,0.6298165,0.15924254,0.051698484,0.15924254
The following are the necessary requirements of an oscillator,Amplitude stability,Frequency stability,Power stability,Both A and B,D,True,0.101234205,0.08933888,0.06140165,0.74802524
The normal voltage used in directional heating is,1.5 KV.,15 KV.,33 KV.,66 KV.,A,True,0.55930877,0.2057582,0.11013443,0.124798656
LC oscillators are used for produce a waveform with frequency ranging from,1MHz to 500 MHz,100 KHz to 500 MHz,1 KHz to 1 MHz,1MHz to 100 GHz,A,True,0.38834518,0.34271342,0.12607722,0.14286421
A working diode must have,High resistance when forward or reverse biased,"Low resistance when forward biased, while high resistance when reverse bias","High resistance when forward biased, while low resistance when reverse bias",Low resistance when forward or reverse biased,B,False,0.48626405,0.2602784,0.07457101,0.17888655
What is the name of the fluorescent material that gives red colour fluorescence?,Zinc silicate.,Calcium silicate.,Zinc sulphide.,Magnesium silicate.,D,False,0.42570987,0.33154318,0.06528473,0.17746228
How many bits are required to store one BCD digit ?,1,2,3,4,D,False,0.29902357,0.4930065,0.06672117,0.14124873
Commutator in DC generator is used for,collecting of current,reduce losses,increase efficiency,convert AC armature current in to DC,D,False,0.31779525,0.24749918,0.11691034,0.31779525
1 F is theoretically equal to,1 ohm of resistance,ratio of 1 V to 1 C,ratio of 1 C to 1 V,none of these,C,False,0.2816182,0.31911525,0.15073937,0.24852721
How many entries will be in the truth table of a 3 input NAND gate ?,3,6,8,9,C,False,0.27864078,0.45940095,0.07045142,0.1915068
In decimal number system what is MSD,First digit from left to right,First digit from right to left,Middle digit,Mean of all digits,A,False,0.16344157,0.34600583,0.18520358,0.30534908
"In Digital Logic Designs, GAL is abbreviated as",General Advance Logic,General Array Logic,Generic Advance Logic,Generic Array Logic,D,False,0.2594834,0.33318326,0.17834015,0.22899328
Inintel 8085A microprocessor ALE signal is made high to,Enable the data bus to be used as low order address bus,To latch data D0-D7 from data bus,To disable data bus,To achieve all the functions listed above,A,False,0.28505525,0.17289476,0.07207326,0.46997666
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,111.9 ohm,11.19 ohm,108 ohm,115 ohm,A,True,0.40464,0.31513393,0.14885874,0.13136737
The concept of V/f control of inverters driving induction motors resuls in,constant torque operation,speed reversal,reduced magnetic loss,hormonic elimination,A,True,0.3690059,0.22381338,0.28738207,0.11979867
"The energy stored in the magnetic field in a solenoid 30 cm long and 3 cm diameter wound with 1000 turns of wire carrying a current at 10 amp, is",0.015 joule.,0.15 joule.,0.015 joule.,1.15 joule.,B,False,0.4369797,0.34032014,0.09750336,0.12519678
"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",protect the insulation.,avoid effect of saturation.,improve the capabilities of the inverter.,protect thyristor from dV / dt.,B,False,0.43291965,0.26257905,0.12403356,0.18046775
Which of the following windings are necessary in case of all dc machines?,closed winding,lap winding,wave winding,open type winding,A,False,0.281468,0.31894505,0.08064194,0.31894505
Relaxation Voltage controlled oscillators are used to generate,Sinusoidal wave,Triangular wave,Sawtooth wave,Both B and C,D,False,0.1233449,0.48783854,0.15837798,0.2304386
The supply frequency usually employed for high frequency eddy current heating is,1 KHz.,5 KHz.,10 MHz.,10 KHz to 400 KHz.,D,False,0.4924566,0.20528644,0.096970454,0.20528644
In the toggle mode a JK flip-flop has,"J = 0, K = 0.","J = 1, K = 1.","J = 0, K = 1.","J = 1, K = 0.",B,False,0.18905622,0.242753,0.11466839,0.4535223
Electric drive is becoming more and more popular because,all of below.,it provide smooth and easy control.,it is cheaper in cost.,it is simple and reliable.,A,True,0.5552792,0.2622953,0.058525994,0.12389954
A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,0.32.,0.67.,0.45.,0.27.,B,False,0.44670215,0.23910244,0.12798232,0.18621315
A Binary number system has how many digits.,0,1,2,10,C,False,0.29454038,0.4285537,0.074471466,0.20243444
"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",LC.,RL.,RC.,Any of the above.,C,False,0.493444,0.29928893,0.11010224,0.097164884
Advantages of open loop control system is/are,simple and economical.,accurate.,reliable.,all of the above.,A,False,0.28085008,0.24784933,0.062666126,0.40863445
"The voltage induced in an inductor is represented as,",product of its inductance and current through it.,ratio of its inductance to current through it.,ratio of current through it to its inductance.,product of its inductance and rate of change of current through it.,D,False,0.52461386,0.21869159,0.0380029,0.21869159
"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",1,2,4,8,C,False,0.14697783,0.45272356,0.089146554,0.31115207
Induction heating takes place in,conducting but non-magnetic materials.,conducting materials which may be either magnetic or non-magentic materials.,insulating materials.,conducting and magnetic materials.,B,True,0.34508947,0.44310364,0.06795215,0.1438547
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100,50,1,A,False,0.22633363,0.2564696,0.0943499,0.42284688
Magnetic flux has the unit of,Newton,Ampere turn,Weber,Tesla,C,False,0.41453844,0.4697336,0.07203598,0.043692034
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",Reciprocity theorem,Thevinin's theorem,Norton's theorem,Compensation theorem,A,True,0.5752407,0.3489011,0.04721863,0.028639546
A D-flip-flop is said to be transparent when,the output is LOW,the output is HIGH,the output follows clock,the output follow input,D,True,0.30171722,0.18300074,0.07628606,0.43899596
