0,1,2,3,4,5,llama_7B_ga_alpacafirstturn_20000/ckp7500_correct,llama_7B_ga_alpacafirstturn_20000/ckp7500_choiceA_probs,llama_7B_ga_alpacafirstturn_20000/ckp7500_choiceB_probs,llama_7B_ga_alpacafirstturn_20000/ckp7500_choiceC_probs,llama_7B_ga_alpacafirstturn_20000/ckp7500_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,True,0.27312723,0.24103393,0.27312723,0.2127117
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.35634276,0.14854577,0.03755825,0.45755318
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,False,0.3007833,0.3007833,0.09765004,0.3007833
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.22374377,0.11976141,0.11976141,0.5367334
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,True,0.7283124,0.12656172,0.04655945,0.09856636
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.40355006,0.13101353,0.061886407,0.40355006
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,True,0.10963435,0.05868304,0.021588283,0.81009436
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.4679368,0.32160798,0.092142224,0.118312955
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,False,0.2564696,0.22633363,0.0943499,0.42284688
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.6912326,0.13611178,0.018420726,0.15423486
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,False,0.26247722,0.23163532,0.12398545,0.38190207
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,False,0.29164848,0.20044687,0.083558686,0.42434603
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,False,0.71281856,0.20422594,0.031319063,0.051636405
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,True,0.51059085,0.21284594,0.088727385,0.18783589
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.39564237,0.18688822,0.1455487,0.27192077
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,True,0.35540646,0.3136451,0.11538358,0.21556492
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.62786025,0.07498722,0.03542145,0.2617311
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.100022666,0.12843165,0.032472607,0.7390731
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.636395,0.2066072,0.03168424,0.12531361
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,True,0.33868745,0.26377004,0.058855053,0.33868745
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.24343275,0.13030016,0.042302273,0.5839648
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,False,0.5665813,0.18394202,0.041043013,0.20843361
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.45513162,0.18972708,0.079090014,0.27605128
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.6195196,0.25825417,0.027219791,0.09500641
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.2723227,0.113520995,0.44898424,0.16517207
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,True,0.49670464,0.26586685,0.07617213,0.16125639
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,True,0.041514356,0.14489935,0.16419247,0.6493938
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.39730623,0.24097842,0.08865101,0.27306432
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.2122445,0.27252734,0.16529618,0.34993201
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.6537254,0.27251327,0.03688066,0.03688066
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.3940555,0.23900674,0.12793109,0.23900674
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.4451936,0.077363044,0.032249715,0.4451936
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.55400527,0.23094375,0.07497646,0.14007446
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.19638036,0.13497013,0.06375537,0.6048941
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,True,0.07506638,0.09638714,0.021506878,0.8070396
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.26747528,0.3030892,0.12634638,0.3030892
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.645824,0.16328989,0.046783336,0.14410283
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.19095409,0.27783656,0.21637933,0.31483006
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,True,0.21893676,0.08054233,0.026148265,0.6743727
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.30121598,0.38676897,0.046192966,0.26582217
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.43327403,0.15939261,0.10954883,0.2977846
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.39828375,0.21318594,0.03704616,0.35148418
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,False,0.26724917,0.302833,0.08676311,0.34315473
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.34986943,0.30875868,0.06889337,0.27247858
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,True,0.20730077,0.18294227,0.046255052,0.5635019
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.17297724,0.22210716,0.13471481,0.47020087
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.25607532,0.13706724,0.064745985,0.54211146
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.3588823,0.27949783,0.19209586,0.169524
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,True,0.39730623,0.27306432,0.08865101,0.24097842
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,True,0.35898423,0.19215041,0.13206293,0.31680247
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.4798019,0.3297627,0.08337707,0.10705828
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.41730574,0.22336768,0.072516866,0.28680977
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.39413664,0.21096615,0.04707291,0.34782436
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.27074304,0.3939288,0.028536107,0.30679205
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,True,0.17955758,0.15845901,0.10890718,0.55307627
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.6996401,0.20045026,0.03483303,0.06507667
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,False,0.101536326,0.1674051,0.27600434,0.45505422
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.19084433,0.13116527,0.090148486,0.5878419
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,True,0.20396335,0.14018184,0.02760344,0.6282514
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.38347927,0.18114278,0.09695874,0.33841926
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.4014886,0.24351515,0.042316586,0.31267965
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.3748085,0.29190114,0.15624341,0.17704698
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.6155221,0.25658777,0.08330186,0.04458827
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.4323369,0.20422149,0.06630101,0.2971405
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.29554978,0.33490178,0.10872669,0.26082176
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.39267126,0.26987875,0.09928284,0.23816717
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.5733975,0.23902765,0.08793336,0.09964155
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.4109316,0.21995583,0.04907878,0.32003385
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,True,0.45651594,0.16794284,0.061782714,0.31375852
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.43598574,0.23336636,0.097281575,0.23336636
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,True,0.40252653,0.19014007,0.13068123,0.2766522
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,False,0.31597686,0.24608302,0.07989146,0.35804868
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.12278975,0.20244606,0.05118638,0.6235778
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.13985822,0.15848011,0.07486071,0.626801
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.5717723,0.21034327,0.032257184,0.18562728
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,True,0.08559153,0.06665876,0.035679862,0.8120699
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.18188676,0.2646437,0.059049986,0.4944195
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,True,0.57925844,0.12925003,0.07839411,0.21309727
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.3419952,0.14256482,0.07630945,0.43913054
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,True,0.4734044,0.2236204,0.10563081,0.19734432
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.47028974,0.36626202,0.0817241,0.0817241
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.35909978,0.14969505,0.13210543,0.35909978
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,True,0.32222173,0.32222173,0.10461008,0.25094652
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,True,0.45513162,0.27605128,0.079090014,0.18972708
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,True,0.2603948,0.15793742,0.20279567,0.3788722
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.11341165,0.14562345,0.16501299,0.5759519
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.2536435,0.17432646,0.15384258,0.41818747
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.39249817,0.12742549,0.08757818,0.39249817
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,True,0.4666435,0.22042678,0.063153334,0.24977629
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.3788074,0.26035026,0.065826856,0.29501548
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.6293996,0.18032601,0.066338226,0.12393613
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,False,0.374448,0.3304492,0.09467528,0.20042758
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,False,0.25488,0.17517631,0.09376512,0.47617856
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.20237671,0.13909134,0.0351678,0.62336415
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.06534666,0.021214955,0.011355547,0.9020828
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.4725528,0.13538864,0.10544079,0.28661776
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.38253227,0.18069544,0.20475478,0.23201755
