0,1,2,3,4,5,llama_7B_wizardlm_20000/ckp25k_correct,llama_7B_wizardlm_20000/ckp25k_choiceA_probs,llama_7B_wizardlm_20000/ckp25k_choiceB_probs,llama_7B_wizardlm_20000/ckp25k_choiceC_probs,llama_7B_wizardlm_20000/ckp25k_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,False,0.16595845,0.5792519,0.08883116,0.16595845
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,True,0.04320203,0.86773604,0.026203359,0.06285859
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.2516437,0.4701323,0.22207476,0.056149296
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.009158658,0.8244361,0.1623411,0.0040641297
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,0.3622062,0.597177,0.03817625,0.0024405262
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,False,0.009485871,0.96758515,0.0107489,0.012180099
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.052422646,0.1257554,0.8200282,0.0017938045
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.010794763,0.13150714,0.8575342,0.00016390982
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,False,0.017925508,0.97869956,0.0029262588,0.0004487563
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,True,0.28843936,0.41967678,0.09364255,0.19824126
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,False,0.301409,0.63808286,0.059350953,0.0011571593
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,True,0.01847139,0.8900014,0.01847139,0.07305577
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.10453801,0.28416377,0.6015747,0.00972355
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,True,0.07249933,0.41720483,0.41720483,0.09309098
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,False,0.21823429,0.7617125,0.01791376,0.0021394936
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.025578758,0.9598358,0.010662813,0.0039226296
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,False,0.06524801,0.90072095,0.021182926,0.012848094
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,False,0.14413814,0.73199385,0.087424204,0.036443826
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.10553488,0.4729745,0.41739854,0.004092031
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,False,0.0034314478,0.95144534,0.03689154,0.008231615
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.07296737,0.8889246,0.030417327,0.007690705
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,False,0.05501462,0.1319732,0.40650612,0.40650612
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.21292615,0.7431853,0.041927643,0.001960982
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.06365134,0.8786796,0.056172103,0.001496936
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.088653125,0.7422835,0.16562584,0.0034374546
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.17876387,0.80116403,0.014673832,0.005398201
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.04707283,0.4466146,0.5060806,0.00023204963
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.010840644,0.31681004,0.6706869,0.0016624667
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.032901652,0.9615272,0.0034678087,0.0021033324
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,False,0.108490385,0.26025492,0.6243191,0.0069355583
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.29754072,0.6298937,0.066390306,0.0061752605
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.041214835,0.9380453,0.015162091,0.0055778218
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,True,0.38303417,0.12435299,0.4918256,0.00078711903
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.13269255,0.67386836,0.1703806,0.023058508
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,False,0.0520883,0.8147982,0.035799734,0.09731377
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,False,0.250121,0.6000091,0.13388012,0.0159897
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.011965386,0.83883834,0.14576824,0.0034281407
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.023819001,0.9514467,0.022375882,0.0023584007
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.010902015,0.9813681,0.0018944861,0.0058354284
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.293767,0.6219048,0.06554828,0.018779898
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.014427994,0.89262843,0.083027385,0.009916206
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.50576204,0.39388788,0.053306926,0.0470432
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,True,0.1817427,0.63434434,0.12490981,0.05900322
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.20547263,0.71716994,0.04584714,0.03151025
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.015391471,0.8403458,0.1288712,0.015391471
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.34444144,0.34444144,0.3039685,0.0071486537
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.50380296,0.34625837,0.14434196,0.0055967453
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,False,0.35483143,0.5850181,0.054415163,0.0057353154
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.6845282,0.1347916,0.17307582,0.007604421
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.09296255,0.41662923,0.47210276,0.01830541
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,False,0.45227867,0.39913452,0.04766982,0.10091702
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,False,0.076236665,0.43871173,0.09788982,0.38716173
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.19090842,0.75505745,0.048269205,0.0057649347
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.88777435,0.106029525,0.0052788993,0.0009173351
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.48439863,0.48439863,0.014627571,0.01657521
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.5384504,0.19808485,0.22445953,0.03900522
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.12209235,0.7961421,0.030869778,0.05089566
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.19860932,0.7855151,0.011204771,0.004670844
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.08489295,0.91268516,0.0012109327,0.0012109327
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,True,0.06548123,0.7039895,0.22855192,0.0019773615
