0,1,2,3,4,5,llama_7B_ga_alpaca_20000/ckp10000_correct,llama_7B_ga_alpaca_20000/ckp10000_choiceA_probs,llama_7B_ga_alpaca_20000/ckp10000_choiceB_probs,llama_7B_ga_alpaca_20000/ckp10000_choiceC_probs,llama_7B_ga_alpaca_20000/ckp10000_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,False,0.15951143,0.12422763,0.15951143,0.5567496
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.14308518,0.183725,0.64126325,0.031926617
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.2188599,0.4088841,0.28102168,0.09123438
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.19294311,0.0709798,0.06263946,0.6734376
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,False,0.9199531,0.07551435,0.004260228,0.00027234724
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,True,0.0034609183,0.3530233,0.5136458,0.12987
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.13435046,0.07191263,0.7731336,0.020603312
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.032811206,0.45294473,0.45294473,0.061299402
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,False,0.32656378,0.4751475,0.19807094,0.00021786608
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.75579494,0.13133746,0.0796602,0.033207312
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,True,0.47495142,0.07283616,0.1979892,0.2542232
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.015151673,0.30432948,0.11195656,0.5685623
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.738632,0.06870348,0.14544527,0.047219165
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,False,0.0049145645,0.024958218,0.14362462,0.8265026
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,False,0.13910393,0.20239504,0.5501667,0.10833425
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.32480472,0.53551245,0.105448656,0.034234162
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.5303554,0.10443317,0.08133264,0.2838788
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.56828696,0.26843974,0.13497998,0.028293341
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,True,0.39267126,0.09928284,0.26987875,0.23816717
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.5148556,0.31227574,0.0057195295,0.16714914
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,True,0.021894613,0.11119003,0.30224586,0.56466955
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.8456866,0.007316623,0.14695829,3.8394115e-05
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,True,0.0962273,0.2308373,0.6274808,0.045454558
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.08984245,0.58584636,0.313581,0.010730151
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.7866641,0.19889984,0.011221161,0.0032149164
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.69849783,0.20012298,0.0945314,0.0068478314
What kind of animal is a peregrine?,moose,cat,bird,fish,C,False,0.06353116,0.68302435,0.25127062,0.002173917
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.020011485,0.015584961,0.96420735,0.0001961857
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.7426992,0.24111913,0.01541423,0.0007674293
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,False,0.15119255,0.32007462,0.41098395,0.11774888
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.831847,0.09934996,0.03654881,0.032254208
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,True,0.007039873,0.3392001,0.49353322,0.16022678
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.005775677,0.2782877,0.048359156,0.6675775
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.17753577,0.42588618,0.25831303,0.138265
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.2083174,0.2083174,0.5662654,0.017099734
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.035892643,0.019211946,0.92568344,0.019211946
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.06879788,0.16503754,0.6527361,0.11342853
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.39271584,0.39271584,0.21020564,0.0043626786
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.16302171,0.82789254,0.008116373,0.00096936245
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.04827562,0.2163563,0.5190118,0.2163563
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.012802433,0.07367292,0.121466115,0.7920585
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.26503736,0.23389466,0.16075328,0.34031472
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.7151901,0.05870638,0.066523045,0.15958048
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.7000134,0.1769911,0.12164409,0.0013513438
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,True,0.07735682,0.30595216,0.27000183,0.34668922
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.7237436,0.11098968,0.097948045,0.06731865
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.5844158,0.31281525,0.069798514,0.032970484
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,False,0.266402,0.6390652,0.08648807,0.008044644
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.038084082,0.11730724,0.31887412,0.52573454
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.5935803,0.05521157,0.31772065,0.03348751
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,False,0.0852211,0.26249945,0.09656815,0.5557113
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,False,0.004646062,0.28744167,0.01837553,0.68953675
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,True,0.31597686,0.07989146,0.35804868,0.24608302
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.965601,0.005067009,0.029158626,0.00017338352
