0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptalpaca_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,True,0.044962186,0.09518495,0.48338905,0.37646377
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.07742913,0.23849851,0.44557387,0.23849851
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.049080633,0.07601757,0.43745092,0.43745092
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.052887425,0.11918366,0.60526454,0.22266439
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.03678377,0.10643736,0.50778425,0.34899467
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.050702155,0.14671154,0.5450995,0.25748676
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,True,0.13104238,0.1791137,0.4868815,0.2029624
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.049960118,0.08768274,0.6086388,0.2537184
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,True,0.11427518,0.24192056,0.29181188,0.35199234
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.066903815,0.117419854,0.5963072,0.21936917
