0,1,2,3,4,5,llama_7B_wizardlm_20000/ckp10k_correct,llama_7B_wizardlm_20000/ckp10k_choiceA_probs,llama_7B_wizardlm_20000/ckp10k_choiceB_probs,llama_7B_wizardlm_20000/ckp10k_choiceC_probs,llama_7B_wizardlm_20000/ckp10k_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,False,0.33759215,0.18070005,0.46143374,0.020273983
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.43809587,0.23449583,0.30109861,0.0263097
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,False,0.3102935,0.29149377,0.37428543,0.023927266
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.39915732,0.227433,0.35225508,0.021154562
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,True,0.3695897,0.23862503,0.3695897,0.022195585
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.25923288,0.14770643,0.5841903,0.008870461
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,False,0.33627093,0.23111542,0.3810449,0.051568817
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.3099215,0.20010035,0.48001578,0.00996241
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,False,0.40594482,0.2313004,0.35824504,0.0045096395
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.47787085,0.25578585,0.25578585,0.010557543
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,False,0.356534,0.245042,0.37952846,0.01889561
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,True,0.3132766,0.21531162,0.45581472,0.015597122
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,False,0.36447063,0.36447063,0.25049677,0.020562027
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,True,0.40817937,0.21848269,0.36021703,0.0131209055
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.3404306,0.23397431,0.41063768,0.014957476
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,True,0.39087805,0.25236985,0.34494868,0.011803495
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.51790386,0.16813877,0.29509273,0.018864647
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.36381146,0.28333664,0.32106248,0.03178949
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.46448952,0.28172714,0.24862334,0.0051600123
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,False,0.32616574,0.16400643,0.50517535,0.004652504
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,True,0.3639879,0.250165,0.3639879,0.021859173
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,False,0.43796024,0.20687777,0.34108377,0.014078209
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.36885607,0.2872654,0.32551435,0.018364262
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.4734362,0.25341216,0.26975584,0.0033957246
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.32587734,0.23841695,0.41843477,0.017270865
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,True,0.38729188,0.2073024,0.38729188,0.018113883
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.22596644,0.1994147,0.5420653,0.032553554
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,False,0.35304067,0.25829005,0.37580982,0.012859505
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.47323495,0.22354035,0.2870315,0.01619321
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,True,0.34754494,0.19802514,0.44625652,0.008173473
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.4000466,0.21412952,0.37580898,0.01001497
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.44306636,0.26873332,0.26873332,0.019466978
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.3807785,0.21696106,0.3807785,0.021482052
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,False,0.4261089,0.25844812,0.2928601,0.022582944
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,False,0.32189018,0.22123167,0.41331515,0.043563094
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.32556906,0.18550366,0.4737002,0.015227068
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,False,0.35150552,0.21319889,0.4239966,0.011299127
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,True,0.33416465,0.27703223,0.3557164,0.03308678
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,False,0.38849363,0.3220725,0.28422803,0.0052058175
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.36501703,0.16197534,0.46869114,0.004316496
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,True,0.34190154,0.25014052,0.3874252,0.020532785
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.42870724,0.2600241,0.2946459,0.016622784
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,False,0.3331654,0.22898102,0.42779285,0.010060724
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.37001783,0.2881702,0.32653958,0.015272459
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.43945444,0.23522303,0.30203232,0.023290232
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.25311735,0.26944205,0.41731998,0.060120646
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,True,0.27234825,0.24034648,0.47798604,0.009319244
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.38478166,0.29966825,0.29966825,0.015881835
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.38328266,0.17008065,0.43431616,0.012320601
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.33224872,0.20151901,0.4541301,0.012102158
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.2913033,0.18807954,0.5112532,0.009363929
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.38788423,0.23526368,0.36438352,0.012468519
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.48738635,0.29561478,0.20317285,0.013826087
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,False,0.3210371,0.20727715,0.46710625,0.0045793485
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.35313243,0.35313243,0.27501982,0.018715333
