0,1,2,3,4,5,llama2_7B_alpacacode_sharegpt_qy_vic_52000_correct,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceA_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceB_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceC_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceD_probs
In a Robertsonian translocation fusion occurs at the:,telomeres.,centromeres.,histones.,ends of the long arms.,B,True,0.027587274,0.91356504,0.031260476,0.027587274
Zinc finger proteins and helix-turn-helix proteins are,types of DNA-binding proteins,involved in the control of translation,components of ribosomes,part of the hemoglobin in blood cells,A,True,0.993383,0.0024623503,0.001692347,0.0024623503
"If the frequency of males affected with an X-linked recessive condition in a human population is .10 (one in ten), what will be the expected frequency of affected females?",0.01,0.001,0.02,0.0001,A,False,0.23342535,0.23342535,0.29972407,0.23342535
In DNA adenine normally pairs with:,cytosine.,guanine.,thymine.,uracil.,C,False,0.7377302,0.21136326,0.04161989,0.009286653
The pattern of inheritance shown by malignant hyperthermia (hyperpyrexia) is:,autosomal dominant.,autosomal recessive.,X-linked dominant.,X-linked recessive.,A,False,0.28748983,0.41829523,0.119843595,0.17437139
Mapping of human chromosomes:,has been restricted to the sex chromosomes because of small family sizes,proceeded much more successfully as large numbers of DNA markers became available.,has determined that the number of linkage groups is about twice the number of chromosomes,has demonstrated that almost all of the DNA is involved in coding for genes,B,True,0.095318936,0.5485226,0.17807922,0.17807922
Intergenerational transmission to offspring can occur as a result of parental exposures to ______.,war,natural disasters,hunger,all of these,D,True,0.13058676,0.04804018,0.06989806,0.7514749
Asp235Phe in a molecular report indicates that:,asparagine has been replaced by phenylalanine.,phenylalanine has been replaced by asparagine.,aspartic acid has been replaced by phenylalanine.,phenylalanine has been replaced by aspartic acid.,C,False,0.3690059,0.22381338,0.28738207,0.11979867
The risk of abnormality in the child of a mother with untreated phenylketonuria is:,1%,10%,25%,Almost 100%,D,False,0.21101426,0.3070239,0.21101426,0.27094764
Exon skipping is associated with:,nonsense mutations.,regulatory mutations.,RNA processing mutations.,silent mutations.,C,True,0.036368415,0.06794514,0.82774127,0.06794514
Which of the following is not a chromosome instability syndrome?,Klinefelter syndrome,Ataxia telangiectasia,Fanconi anaemia,Bloom syndrome,A,False,0.1966118,0.1966118,0.1351292,0.47164723
Normal adult haemoglobin (Hb A) consists of:,two α (alpha) and two β (beta) chains.,two α and two γ (gamma) chains.,two α and two δ (delta) chains.,four γ chains.,A,True,0.89255977,0.03921634,0.023785912,0.044437934
In a condition such as schizophrenia the recurrence risk will be greatest for which of the following relatives of an affected individual?,Brother,Nephew,Grandchild,Aunt,A,True,0.4859146,0.3339639,0.08443929,0.095682256
The mutation in sickle-cell disease consists of:,a deletion.,a duplication.,an insertion.,a point mutation.,D,True,0.1157796,0.10217515,0.1157796,0.6662656
Which of the following is an example of monosomy?,"46,XX","47,XXX","69,XYY","45,X",D,True,0.05042972,0.034659807,0.021022236,0.8938882
QTL analysis is used to,identify chromosome regions associated with a complex trait in a genetic cross,determine which genes are expressed at a developmental stage,map genes in bacterial viruses,identify RNA polymerase binding sites,A,True,0.93943137,0.032145575,0.02209331,0.0063298387
What would be the frequency of AABBCC individuals from a mating of two AaBbCc individuals?,1.0/64,1.0/32,1.0/128,1.0/256,A,False,0.14871801,0.11582171,0.5190769,0.21638343
