0,1,2,3,4,5,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptalpaca_correct,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptalpaca_choiceA_probs,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptalpaca_choiceB_probs,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptalpaca_choiceC_probs,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptalpaca_choiceD_probs
What is the term for a sub-optimal but acceptable outcome of negotiations between parties?,Bargaining,Satisficing,Accepting,Compromising,B,False,0.14113085,0.3385553,0.08560019,0.43471363
What is the term for the 'rule of thumb' type of bias in decision making?,Framing bias,Hindsight bias,Over-confidence bias,Heuristics,D,False,0.059283257,0.14221314,0.637355,0.1611486
What is a normative perspective?,The way things are.,The way things are going to be.,The way things should be.,The way things were.,C,True,0.013712559,0.009424495,0.96132463,0.015538366
"In the 'five forces model', what is the type of competitive activity that exists between organisations?",The potential for entry into the industry,The threat of substitute products,The power of customers,The level of rivalry,D,True,0.029197173,0.10190815,0.015628122,0.8532665
Which one of the following political leaders could not be termed a 'transformational' leader?,Margaret Thatcher,Mikhail Gorbachov,Nelson Mandela,Bill Clinton,D,True,0.039586835,0.04485776,0.014563182,0.9009922
What is a Gantt chart a type of?,Work flow design,Work schedule design,Work rate design,Work output design,B,True,0.0329953,0.96426404,0.0018614675,0.000879295
Which one of the following is a feature of McGregor's Theory X?,Workers enjoy responsibility.,Workers view physical and mental effort as a natural part of work.,Workers like to show initiative.,Workers like to be directed.,D,True,0.010873199,0.0058200047,0.004532624,0.97877425
What is the term for power derived from status or position in an organisation?,Referent,Expert,Reward,Legitimate,D,False,0.30302545,0.56612605,0.019371768,0.11147683
Which writer is most associated with bureaucratic structures?,Henry Fayol,Max Weber,Adam Smith,Mary Parker Follett,B,True,0.0010317988,0.9985494,0.00029561526,0.00012323078
Who of the following is the industrial philanthropist?,Frederick Taylor,Seebohm Rowntree,Henry Ford,Max Weber,B,False,0.05730785,0.13747439,0.69815254,0.10706516
Individualism as a guiding moral philosophy was advocated by which economist?,John Kenneth Galbraith,John Maynard Keynes,Milton Friedman,Alfred Marshall,C,True,0.00849476,0.0021478117,0.98186076,0.0074965996
The Hawthorn Studies are most associated with which writer?,Mary Parker Follett,Elton Mayo,Lillian Gilbreth,Frederick Taylor,B,True,0.0007092754,0.9987342,0.00029566998,0.00026092786
How can you describe the thinking and outlook of transformational leaders?,Strategic,Operational,Functional,Developmental,A,False,0.16925335,0.04279395,0.02941182,0.75854087
What are the key characteristics of transactional leaders?,"Guiding, mentoring and motivating","Guiding, commanding and motivating","Guiding, demonstrating and motivating","Guiding, mentoring and demonstrating",A,False,0.35389748,0.5149178,0.06149816,0.06968655
What is not an assumption underpinning the rational decision making model?,Incomplete information,An agreed goal,A structured problem,High level of certainty regarding the environment,A,True,0.42588618,0.17753577,0.138265,0.25831303
Which one of the following is not one of Drucker's five guiding principles of management?,Making people's strengths effective and their weaknesses irrelevant.,Enhancing the ability of people to contribute.,To operate the organisation's status system.,"Integrating people in a common venture by thinking through, setting and exemplifying the organisational objectives, values and goals.",C,False,0.055887748,0.04932077,0.020559955,0.8742315
What is a paradigm?,A theoretical assumption,An illustration,A theoretical model,An example serving as a model,D,False,0.019885914,0.008289683,0.958157,0.013667375
What one of the following is not a key management skill in planning?,Conceptual skills,Analytical skills,IT and computing skills,Communication skills,C,False,0.022489188,0.010623139,0.010623139,0.95626456
According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,Co-ordinator,Shaper,Resource investigator,Implementer,C,False,0.19638038,0.60489416,0.06375537,0.13497013
Which is not a recognised form of business continuity planning?,Contingency planning,Scenario planning,Financial planning,Building planning,D,True,0.058783755,0.2634505,0.045780834,0.6319849
What is the term for an organisation that adapts to changes in the environment by quickly responding to shifts in supply and demand conditions?,Opportunistic organisation,Enterprising organisation,International organisation,Agile organisation,D,True,0.017776977,0.0065397844,0.0050931894,0.97059005
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,False,0.23161708,0.12397569,0.014806784,0.62960047
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,True,0.16794284,0.061782714,0.31375852,0.45651594
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,True,0.19669813,0.7779562,0.014248765,0.011096949
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,True,0.005815441,0.00958804,0.0065897573,0.9780067
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,True,0.0031587996,0.0019159087,0.0024600755,0.99246526
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,True,0.78296244,0.19796391,0.016249867,0.0028238036
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,False,0.036817458,0.9495348,0.0072497874,0.006397915
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,False,0.033288408,0.07047156,0.8585194,0.03772071
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,False,0.17699106,0.54517084,0.121644065,0.15619406
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,False,0.0108006615,0.007423179,0.00953155,0.9722446
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,True,0.0031493423,0.0021645091,0.0051923874,0.98949385
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,False,0.011724045,0.0055380464,0.64011115,0.3426268
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,True,0.034840424,0.8985464,0.039479375,0.02713375
