0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt4op_Gptvic_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt4op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt4op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt4op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt4op_Gptvic_Tptvicuna_choiceD_probs
What size of cannula would you use in a patient who needed a rapid blood transfusion (as of 2020 medical knowledge)?,18 gauge.,20 gauge.,22 gauge.,24 gauge.,A,True,0.3647619,0.3647619,0.11842085,0.15205537
The key attribute in successful marathon running is:,strength.,power.,stride length.,stamina.,D,True,0.109192826,0.20399906,0.058446713,0.62836134
Which of the following is the commonest cause of dementia in the UK?,Alzheimer's disease.,Cerebrovascular (stroke) disease.,Lewy body dementia.,HIV infection.,A,True,0.77083105,0.19489661,0.023277082,0.010995314
Which of the following is NOT a symptom of anaphylaxis?,Stridor.,Bradycardia.,Severe wheeze.,Rash.,B,False,0.17025183,0.31807232,0.10326296,0.40841293
In what situation are closed pouches applied?,The patient has a semi-formed or liquid output.,The patient has a colostomy.,In the immediate post-operative period.,The patient has a urostomy.,B,True,0.30410963,0.5681516,0.067856036,0.059882734
With an increasing number of sprints the:,anaerobic contribution progressively increases.,pH of the muscle falls below 6.0.,blood glucose concentration falls below 3 mmol/L.,relative contribution of aerobic metabolism increases.,D,False,0.3136451,0.35540646,0.11538358,0.21556492
Which of the following is true in diplopia?,Diplopia can never occur if one eye is covered,The outer image is always the false image,A fourth nerve palsy occurs when the patient looks upwards,A sixth nerve palsy causes a divergent squint,B,True,0.19957983,0.37286422,0.13716908,0.29038695
Sodium bicarbonate ingestion improves middle distance running performance by:,elevating the pH and buffering capacity of the extracellular fluid allowing a faster efflux of hydrogen ions from muscle.,reducing the pH and buffering capacity of the extracellular fluid allowing a faster efflux of hydrogen ions from muscle.,elevating the pH and buffering capacity of the extracellular fluid allowing a faster influx of hydrogen ions into muscle.,elevating the pre-exercise muscle pH.,A,True,0.63079554,0.23205672,0.05177885,0.085368894
Codons are composed of:,triplet sequences of nucleotide bases in mRNA or DNA .,quadruplet sequences of nucleotide bases in mRNA or DNA.,triplet sequences of amino acids in polypeptide chains.,triplet sequences of deoxyribose sugars in DNA.,A,True,0.86923516,0.080851465,0.043276668,0.006636692
Fatty acids are transported into the mitochondria bound to:,thiokinase.,coenzyme A (CoA).,acetyl-CoA.,carnitine.,D,False,0.1157796,0.6662656,0.10217515,0.1157796
Which of the answers below best indicates the compatible blood types that can be given to a person with a blood group B (rhesus negative)?,"Blood type AB (rhesus negative), blood type B, and blood type O (rhesus negative).",Blood type B (rhesus positive) and blood type O (rhesus positive).,Blood type B (rhesus negative) and blood type O (rhesus negative).,Blood type B (rhesus negative) only.,C,False,0.39677578,0.30900928,0.12881424,0.16540074
Which of the following is true of a lower motor neurone lesion in the arm?,It leads to increased tone in the arm (hypertonia),Fasciculations are never seen,The reflexes are brisk,An ulna nerve palsy is an example of a lower motor neurone lesion,D,True,0.25167528,0.25167528,0.081707,0.41494238
Which of the following statements is false?,Ammonia is produced in repeated high intensity exercise.,Muscle lactate accumulation does not begin until at least 5 seconds of intermittent muscle contractions have taken place.,Muscle phosphocreatine depletion begins in the first few seconds of high intensity exercise.,With an increasing number of repeated sprints the rate of accumulation of lactate in muscle declines.,B,True,0.24896674,0.41047674,0.09158974,0.24896674
