0,1,2,3,4,5,alpacacode_llama2_7B_correct,alpacacode_llama2_7B_choiceA_probs,alpacacode_llama2_7B_choiceB_probs,alpacacode_llama2_7B_choiceC_probs,alpacacode_llama2_7B_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,False,0.10250105,0.5898528,0.19149716,0.116148904
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.3468667,0.27014005,0.23839776,0.14459555
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.3258638,0.41841742,0.119878605,0.13584025
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,True,0.52564675,0.24829793,0.17065251,0.05540276
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.39418483,0.3478669,0.11293585,0.1450125
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.7751475,0.13470043,0.06362798,0.026524087
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,False,0.2859523,0.36717004,0.17343885,0.17343885
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,False,0.23071587,0.43103397,0.15856855,0.17968169
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.2121819,0.5089979,0.16524743,0.11357279
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,True,0.18858075,0.5808696,0.12960954,0.100940004
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.19203778,0.52201277,0.16947274,0.1164768
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.45505422,0.27600434,0.101536326,0.1674051
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,False,0.2635431,0.29863346,0.20524758,0.23257597
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,True,0.32205626,0.28421366,0.1723843,0.22134583
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,True,0.17440055,0.47406983,0.1976217,0.15390794
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,True,0.15097779,0.52696425,0.15097779,0.17108025
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.13134252,0.66701233,0.13134252,0.07030258
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.34118503,0.49642128,0.07612867,0.08626509
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.2777126,0.4578707,0.14864884,0.115767844
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.40464,0.31513393,0.13136737,0.14885874
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,True,0.51103914,0.3099609,0.100629576,0.07837039
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.2485522,0.4097933,0.17082725,0.17082725
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.35278094,0.31132808,0.14706098,0.18883003
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,True,0.33841926,0.38347927,0.18114278,0.09695874
