0,1,2,3,4,5,llama2_7B_alpacacode_sharegpt_qy_vic_52000_correct,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceA_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceB_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceC_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceD_probs
How many human polyomaviruses are known at present?,100,1,10,unknown,A,True,0.3588823,0.19209586,0.169524,0.27949783
AIDS activism in the U.S. resulted in:,Food and Drug Administration reforms,Easier access to investigational drugs,Changes in the way medicine was practiced in the U.S.,All of the above,D,True,0.16503754,0.11342853,0.06879788,0.6527361
"Globally, the most deaths are caused by:",Respiratory infections,Diarrheal diseases,Malaria,Tuberculosis,B,False,0.71827686,0.11015133,0.08578594,0.08578594
What happens during the 'incubation period'?,The virus is cleared from the body by the immune system,Virus replication happens at an intracellular level,This period commonly lasts for a few days,This period commonly lasts for a few hours,B,False,0.037737396,0.054907586,0.8588992,0.048455775
Newborn infants in countries with limited access to safe water and low levels of education should be:,Exclusively formula fed for six months,Exclusively breast fed for six months,Should receive both breast milk and other foods as tolerated in the first 6,months,B,True,0.23094375,0.55400527,0.14007446,0.07497646
Achieving effective change in a community is usually dependent on which of the following segments of society?,Innovators,Early adapters,Middle adapters,Late adapters,A,True,0.60782444,0.25337893,0.082260095,0.056536485
“Contingency management” is”:,A strategy of last resort for reducing high-risk behaviors,Paying drug users for negative urine specimens,Paying sex workers to use condoms,Paying drug users to use condoms,B,False,0.095682256,0.3339639,0.08443929,0.4859146
Typical clinical symptoms following infection with astroviruses include which of the following?,Acute pneumonia,Gastroenteritis in children,Hepatitis,rashes,B,True,0.05962478,0.93268853,0.006284406,0.0014022405
Which of the following is the most special characteristic of the adaptive immune system?,Antibodies,T cells,Memory T cells,Clonal expansion of pre-existing antibodies and/or T cells,D,False,0.012360967,0.9819532,0.004013018,0.0016728749
Chemotherapy is now an option for clinical care of patients. Typical drug regimens now include which of the following?,Interferon and ribavirin,Lamivudine and ribavirin,Combinations of adefovir and entecavir and/or tenofovir (DAA),Interferons alone,B,False,0.4219747,0.32863423,0.15523581,0.09415528
"There were no new cases of Ebola virus in the United States from January 1, 1997 through January 1, 1998. Which of the following epidemiologic terms does this statement describe?",Incidence,Lifetime expectancy,Lifetime prevalence,Period prevalence,C,False,0.39845854,0.1465847,0.24167733,0.2132795
How were retroviruses discovered?,In chickens as Rous sarcoma,In humans as HTLV-1,In mice causing leukaemia,In cats causing leukaemia,C,False,0.6216065,0.25912416,0.07424031,0.04502903
Most surveillance systems use which of the following study designs?,Cohort,Serial cross-sectional,Mortality,Syndromic,B,False,0.52774084,0.21999511,0.17133236,0.08093168
Polio can be eradicated by which of the following?,Attention to sewage control and hygiene,Killed polio vaccine,Live polio vaccine,Combination of the killed and live vaccines.,A,True,0.74038607,0.12865981,0.113541886,0.017412212
Public health ethics is:,Patient-centered,Population-centered,Subject-centered,Must respect the rights of individuals,B,True,0.27483368,0.58182293,0.08922544,0.054117966
How many people globally are currently infected with hepatitis B?,350 million,2 billion,"100,000",1 million,A,True,0.47935417,0.19982454,0.22643088,0.09439044
"In a study, a group of people are exposed to an environmental toxin but are not treated observed over time on a standard set of measures to ascertain the potential effects of the toxin. This type of study design is called",Clinical trial,Double-blind,Longitudinal,Prospective cohort,D,False,0.061491635,0.06967915,0.8488658,0.019963412
Which disease do polyomaviruses predominantly cause?,Tumours,Brain pathology,No disease at all,Kidney infections,C,False,0.76945937,0.15151553,0.029835178,0.04918989
How are antibody producing cells stimulated?,Interacting with a virus short peptide,Interacting with a T helper cell.,Interacting with a plasma cell,Interacting with a virus infected cell,B,False,0.39497563,0.34856477,0.12822981,0.12822981
The single most important key to the success of the Multicenter AIDS Cohort (MACS) is:,The brilliance of the principal investigator,The commitment of the staff,The commitment of the participants,The quality of the laboratories,C,False,0.16638255,0.6580558,0.11435295,0.061208725
Picornavirus replication as a positive strand RNA virus is particularly typified by which of the following?,Virions carry RNA transcriptase enzyme into the cell,The virion RNA is translated into a single large polyprotein,The virion RNA acting as mRNA,The virus exits by apoptosis of the cell,C,False,0.44296667,0.18465598,0.30444625,0.06793114
Why are members of the astrovirus family only recently recognised as significant enteric viruses for humans?,The genome has been identified by the new method of deep sequencing,A new vector has been discovered,They infect a wide range of domestic animals and so contaminate meat,Knowledge of their replication as positive sense ssRNA viruses is now complete,A,True,0.51588243,0.10158327,0.1674825,0.21505179
Which virus infection was not first identified by clinical observation?,HIV,Rubella teratogenicity,Microcephaly and Zika,Hepatitis C,D,False,0.47995612,0.13750973,0.15581894,0.2267152
The particular quality of the U.S. health care system is its:,"Systematic, democratic approach","Fragmented, uncoordinated approach",The result of rationale decisions by informed legislators,a. and c. above,B,False,0.052207496,0.3004334,0.08607561,0.56128347
The three key intervention strategies according to Professor Shoptaw are:,"Behavioral intervention, treatment and structural interventions","Condoms, drug therapy and regulation of commercial sex establishments","Drug replacement therapy, community intervention and needle exchange","HIV testing, drug therapy and condom use",A,False,0.29159608,0.17686196,0.4242698,0.1072722
Measles has been controlled in many countries by which of the following?,By hygiene,By MMR vaccine,By new molecular peptide vaccines,By humanised monoclonal antibodies to F protein,B,True,0.06709191,0.92617524,0.0037850665,0.002947813
How can the spread of filoviruses be restricted?,New antivirals,New humanised monoclonal antibodies,Hygiene and social distancing,New vaccines,C,True,0.10305966,0.05516386,0.7615136,0.08026294
