0,1,2,3,4,5,llama2_7B_alpacacode_sharegpt_qy_vic_52000_correct,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceA_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceB_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceC_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.21096614,0.34782434,0.047072906,0.3941366
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.34118503,0.49642128,0.07612867,0.08626509
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.23839776,0.3468667,0.14459555,0.27014005
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.14345726,0.64293087,0.1266006,0.08701123
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.64582396,0.14410281,0.04678333,0.16328987
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.1434375,0.56730634,0.23648846,0.052767713
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.45764005,0.40386593,0.022784555,0.11570953
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.058248784,0.12331268,0.70961547,0.10882306
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.22869344,0.6216532,0.08413161,0.06552176
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.11063624,0.6366676,0.14205974,0.11063624
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.35540646,0.3136451,0.21556492,0.11538358
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.10253437,0.24596716,0.4055313,0.24596716
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.2506107,0.36463642,0.2506107,0.13414225
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.15262023,0.6839964,0.08169172,0.08169172
