0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_sd0_Tptalpaca_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_sd0_Tptalpaca_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_sd0_Tptalpaca_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_sd0_Tptalpaca_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_sd0_Tptalpaca_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.04122892,0.009199416,0.30464283,0.6449289
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.022747286,0.061833534,0.8535856,0.061833534
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.009470512,0.010731496,0.9660185,0.013779514
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.022531666,0.21377449,0.74614626,0.017547678
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.0070904717,0.004873205,0.9286685,0.059367787
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.057266477,0.22649331,0.6976485,0.018591704
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.08150825,0.6824602,0.17255296,0.063478686
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.005627578,0.006376881,0.9464131,0.04158249
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.036529183,0.83140033,0.1125178,0.019552663
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.0063417694,0.94120204,0.04685969,0.005596592
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.031239921,0.6274706,0.33586082,0.0054286844
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.021016363,0.25603172,0.69596636,0.026985545
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.020718606,0.32409355,0.60548645,0.049701355
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.031500608,0.81241137,0.12458732,0.031500608
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.07368409,0.05064228,0.7921786,0.083495006
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.04385934,0.32407913,0.6054595,0.026602035
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.019571522,0.022177441,0.9430088,0.015242317
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,True,0.043194454,0.8675838,0.071215615,0.018006127
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.0115891695,0.9206418,0.06669107,0.0010779607
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.098165765,0.38825312,0.49852687,0.015054207
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.025252884,0.574753,0.3950216,0.004972588
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.029915543,0.17215207,0.77153206,0.026400374
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.12776755,0.34730822,0.50533044,0.019593786
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,True,0.056356758,0.22289531,0.6865659,0.0341821
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,False,0.040454745,0.2989224,0.6328187,0.027804114
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.017276153,0.94324595,0.0322761,0.0072017717
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.0065172585,0.003488437,0.9672469,0.022747466
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.09043266,0.03769794,0.8580012,0.013868297
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,False,0.25943622,0.10814911,0.62235516,0.010059434
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,False,0.066770405,0.55906177,0.26408207,0.11008579
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,False,0.05738743,0.37421307,0.5444768,0.02392264
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,False,0.09689922,0.38324386,0.49209484,0.02776209
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,False,0.013737641,0.009441733,0.963083,0.013737641
"What expression can be used to show 270,240 written in expanded form?","200,000 + 7,000 + 200 + 4","200,000 + 7,000 + 200 + 40","200,000 + 70,000 + 200 + 40","200,000 + 70,000 + 2,000 + 40",C,True,0.035303753,0.035303753,0.91049576,0.018896736
A worker on an assembly line takes 7 hours to produce 22 parts. At that rate how many parts can she produce in 35 hours?,220 parts,770 parts,4 parts,110 parts,D,False,0.025017092,0.8284523,0.12704729,0.019483332
"Abe found the mean and median of this list of numbers. 1, 3, 3 If the number 6 were added to the list, then",the mean would increase.,the mean would decrease.,the median would increase.,the median would decrease.,A,False,0.11076681,0.1422274,0.72229034,0.024715416
"When n = 11, what is the value of 10 – (n + 6)?",–7,5,7,27,A,False,0.0044960193,0.010785391,0.9708699,0.0138487145
"Which expression represents the phrase below? 3 fewer than a number, p",3-p,p+3,3/p,p-3,D,False,0.030712254,0.89754367,0.05063595,0.021108204
A theater collected $6 for each ticket sold to a movie. The theater sold 500 tickets to the movie. The expression below can be used to find how much money the theater collected for the tickets. 6 × 500 Which expression can also be used to find how much money the theater collected for the tickets?,30 × 10^1,30 × 10^3,(6 × 5) × 10^2,(6 × 5) × 10^3,C,True,0.014118466,0.41260207,0.52979153,0.043487936
Let 12-9+c=12. What value of c makes the equation true?,0,3,9,12,C,True,0.02795435,0.3858979,0.56147814,0.024669629
