0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_sd1_Tptalpaca_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_sd1_Tptalpaca_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_sd1_Tptalpaca_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_sd1_Tptalpaca_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_sd1_Tptalpaca_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.16691846,0.027248686,0.25852835,0.5473045
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.16965823,0.08014088,0.4332375,0.31696334
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.20068035,0.06935327,0.33086592,0.3991005
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.15777566,0.07933459,0.4288787,0.33401108
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.19484153,0.043475024,0.1615293,0.60015416
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.24788986,0.12464685,0.40870127,0.21876204
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.3299269,0.13753399,0.29115948,0.2413797
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.19442059,0.055702437,0.3632255,0.38665152
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.40958375,0.09728467,0.19347365,0.29965788
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.1946675,0.1828732,0.32095245,0.30150694
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.33605435,0.12362749,0.27859885,0.2617194
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.100446224,0.053764995,0.42289442,0.42289442
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.16355003,0.07257489,0.34623542,0.41763964
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,True,0.31131414,0.1381448,0.25808847,0.29245257
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.16545291,0.0647923,0.39690092,0.3728539
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.14456047,0.093335256,0.3929561,0.3691481
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.18676995,0.06454597,0.42089257,0.32779145
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.31492424,0.074801065,0.23040351,0.37987116
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.30424452,0.09877374,0.34475422,0.25222757
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.21708247,0.10915592,0.3579085,0.31585312
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.22789244,0.107648775,0.31149203,0.35296673
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.1782986,0.08965416,0.3545891,0.37745813
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.21903735,0.08057934,0.36113155,0.3392517
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,True,0.20068035,0.06935327,0.3991005,0.33086592
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,False,0.2357463,0.11854068,0.30270422,0.34300882
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.21563075,0.26010033,0.33397543,0.19029348
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,True,0.19774428,0.036579017,0.34705204,0.41862467
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.29569802,0.07476417,0.3147689,0.3147689
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,True,0.35753602,0.10243579,0.26157895,0.27844933
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,False,0.32150263,0.055868782,0.18318667,0.43944198
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,False,0.31264633,0.09535175,0.21487848,0.37712348
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,False,0.24052869,0.07808823,0.30884492,0.37253812
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,False,0.20158386,0.08945229,0.3323556,0.37660822
"What expression can be used to show 270,240 written in expanded form?","200,000 + 7,000 + 200 + 4","200,000 + 7,000 + 200 + 40","200,000 + 70,000 + 200 + 40","200,000 + 70,000 + 2,000 + 40",C,True,0.29038692,0.13716908,0.3728642,0.19957982
A worker on an assembly line takes 7 hours to produce 22 parts. At that rate how many parts can she produce in 35 hours?,220 parts,770 parts,4 parts,110 parts,D,True,0.25119492,0.07196855,0.23597579,0.44086078
"Abe found the mean and median of this list of numbers. 1, 3, 3 If the number 6 were added to the list, then",the mean would increase.,the mean would decrease.,the median would increase.,the median would decrease.,A,False,0.2215382,0.14303581,0.41388783,0.2215382
"When n = 11, what is the value of 10 – (n + 6)?",–7,5,7,27,A,False,0.17230143,0.09817439,0.36476213,0.36476213
"Which expression represents the phrase below? 3 fewer than a number, p",3-p,p+3,3/p,p-3,D,True,0.20582178,0.0627721,0.20582178,0.52558434
A theater collected $6 for each ticket sold to a movie. The theater sold 500 tickets to the movie. The expression below can be used to find how much money the theater collected for the tickets. 6 × 500 Which expression can also be used to find how much money the theater collected for the tickets?,30 × 10^1,30 × 10^3,(6 × 5) × 10^2,(6 × 5) × 10^3,C,False,0.17955814,0.07031597,0.2305572,0.5195687
Let 12-9+c=12. What value of c makes the equation true?,0,3,9,12,C,True,0.21612705,0.090095155,0.37931478,0.314463
"The Sojourn family went on a vacation. They started with $2000. If they spent $150 each day, which expression represents how much money they had after x days?",1850x,2000 −150x,150x,2000 +150x,B,False,0.3070242,0.17493713,0.21101445,0.3070242
"A shelf has four books on it. The weight, in pounds, of each of the four books on the shelf is 2.5, 3.2, 2.7, 2.3 Which inequality represents the weight, w, of any book chosen from the shelf?",w > 2.3,w < 2.4,w > 3.2,w < 3.3,D,True,0.2341013,0.06707115,0.17127216,0.5275554
Which number has an absolute value greater than 5?,-6,-5,0,5,A,False,0.19744106,0.06021612,0.23815937,0.5041834
What is the value of the expression 2(3(4^2 + 1)) - 2^3?,156,110,94,48,C,True,0.27234447,0.08306037,0.37225074,0.27234447
"Gwen wrote the number pattern below on a piece of paper. 1, 5, 9, 13 What are the next two terms in Gwen’s pattern?","15, 17","15, 19","17, 19","17, 21",D,False,0.32733792,0.093783885,0.30750552,0.27137265
If 3 cans of pears cost $2.37 how many cans of pears can you buy for $9.48?,3 cans,12 cans,36 cans,13 cans,B,False,0.2151514,0.06984943,0.40195572,0.31304345
"Order from greatest to least: 3, 3 and 1 over 8,3.8,3.18.","3.18, 3 and 1 over 8, 3.8,3","3,3 and 1 over 8, 3.18, 3","3.8, 3 and 1 over 8, 3.18, 3","3.8, 3.18, 3 and 1 over 8, 3",D,False,0.26476577,0.0915006,0.3618919,0.2818417
Compute 22 / 2 + 9.,10,11,20,2,C,True,0.26547202,0.22008406,0.3202204,0.1942235
"The population of a certain city is 836,527. What is the population of this city rounded to the nearest ten thousand?","800,000","830,000","836,000","840,000",D,False,0.20136113,0.10125074,0.48304027,0.21434782
Find the product of 5 • (−9).,14,−4,45,−45,D,False,0.15293467,0.1118894,0.39053237,0.3446436
"Keiko spent the day bird watching and counted 34 more birds in the morning than in the afternoon. If she counted a total of 76 birds, how many birds did she count in the afternoon?",21 birds,40 birds,42 birds,84 birds,A,False,0.18244992,0.08618324,0.41115725,0.3202096
What is the value of 5 + 2 • 15 + (12 • 4)?,78,83,131,153,B,False,0.22441943,0.093551934,0.39386836,0.28816026
Which situation can be represented by the fraction 20/8?,Leslie spent 20 dollars and 8 cents at a store. How is the amount of money Leslie spent written as a fraction?,Mr. Kramer’s 8 grandchildren shared 20 crackers equally. How many crackers did each grandchild get?,Mitch bought 20 containers of flowers at a plant store. Each container had 8 flowers in it. How many flowers did Mitch buy?,Stamps are sold in booklets of 20 stamps. Donna used 8 stamps to send invitations for a party. How many booklets of stamps did Donna use to send her invitations?,B,False,0.14413127,0.09305815,0.41705766,0.34575292
"If a freight train travels at a speed of 20 miles per hour for 6 hours, how far will it travel?",120 miles,80 miles,26 miles,12 miles,A,False,0.24640454,0.12389999,0.46034428,0.1693512
Which step explains how to find the value of a in 6a = 72?,add 6 to both sides,divide both sides by 6,multiply both sides by 6,subtract 6 from both sides,B,False,0.12540473,0.26548183,0.43770552,0.17140794
"Coach Wu has a total of 30 soccerballs. 9 soccer balls are white. The remaining soccer balls are one of three different colors (blue, pink, or green). There is an equal numberof blue, pink, and green balls How many green soccer balls does Coach Wu have?",7,10,21,39,A,False,0.18144141,0.091234475,0.40888453,0.3184396
The temperature dropped 11°F between 6 P.M. and 10 P.M. It was 84°F at 10 P.M. Write and solve an equation to find t the temperature at 6 P.M.,84 − 11 = t; 73°F,t − 84 = 11; 95°F,84 − t = 11; 73°F,t − 11 = 84; 95°F,D,True,0.23064394,0.11597505,0.29615265,0.3572283
Theresa had a bag of 72 marbles. She put the marbles into 9 equal groups. Which number sentence shows how to find the number of marbles Theresa put into each group?,72 ÷ 9 = 8,72 – 9 = 63,9 + 72 = 81,9 ÷ 72 = 0.125,A,True,0.4176449,0.1273745,0.2696518,0.1853288
Rob uses 1 box of cat food every 5 days to feed his cats. Approximately how many boxes of cat food does he use per month?,2 boxes,4 boxes,5 boxes,6 boxes,D,False,0.1115515,0.06356013,0.6030417,0.22184666
What is the least common multiple of 4 and 10?,14,20,40,60,B,False,0.17759167,0.114661805,0.37596157,0.33178493
Find 4 over 7 + 2 over 7.,6 over 14,8 over 49,14 over 28,6 over 7,D,False,0.29926082,0.07566499,0.36097747,0.26409677
How many years are there in a decade?,5,10,15,20,B,False,0.17705572,0.25761455,0.3990012,0.16632845
There are 31 days in the month of January. Michelle did 45 push-ups each day of the month. She used the expression below to find the number of push-ups she did in January. 31 × 45 How many push-ups did Michelle do in the month of January?,125 push-ups,279 push-ups,"1,395 push-ups","1,406 push-ups",C,True,0.23693028,0.07225965,0.3669648,0.3238453
Two whole numbers have a least common multiple of 60. Each number is less than or equal to 12. The greatest common factor of the two numbersis 2. What are the two numbers?,6 and 10,5 and 12,10 and 12,12 and 15,C,False,0.42793012,0.1478887,0.27629244,0.1478887
Evaluate −2(x − 3) for x = 2.,−4,−2,10,2,D,False,0.18279696,0.30138123,0.2498538,0.265968
There are 230 calories in 4 ounces of a type of ice cream. How many calories are in 6 ounces of that ice cream?,232,236,345,460,C,False,0.19921118,0.100169666,0.32844368,0.37217546
Estimate 711 + 497. The sum is between which numbers?,50 and 400,450 and 700,"750 and 1,000","1,050 and 1,300",D,True,0.19370027,0.1250623,0.31935775,0.36187974
"Mr. Kohlberg owns a flower shop. At the beginning of the day, he had 152 roses. Mr. Kohlberg sold 96 of the roses and then wanted to separate the rest of the roses equally among 8 vases. What will be the total number of roses in each vase?",7,12,48,56,A,False,0.18414883,0.05978438,0.3898431,0.36622372
Estimate 32 x 68. The product is between what numbers?,18 and 28,180 and 280,"1,800 and 2,800","18,000 and 28,000",C,True,0.23733604,0.092942126,0.3453219,0.3243999
Write the prime factorization of 77. Use exponents where possible.,7 • 11^2 • 13,7^2 • 11,7 • 11 • 13,7 • 11,D,False,0.23949006,0.088103466,0.44742632,0.22498009
Magazines costs $2.99 each and books costs $6.99 each at the Old Town Newsstand. What is the total cost of 4 magazines and 3 books?,$20.93 ,$28.93 ,$32.93 ,$48.93 ,C,True,0.23228455,0.0968306,0.40767205,0.26321286
"Umi created the number pattern that follows by adding the same amount each time to get the next number. 20, 40, 60, 80, ... What will be the eighth number in the pattern?",160,240,320,640,A,False,0.24583764,0.102480374,0.31566176,0.3360202
