0,1,2,3,4,5,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_correct,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceA_probs,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceB_probs,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceC_probs,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceD_probs
"Unlike most other early civilizations, Minoan culture shows little evidence of:",trade.,warfare.,the development of a common religion.,conspicuous consumption by elites.,D,False,0.34549016,0.11216423,0.23745169,0.304894
The greatest Egyptian pyramids at Giza were built:,"as burial monuments for the pharaoh Khufu, Khufu's son Khafre, and Khufu's grandson Menkaure.","by slaves who were coerced and worked under the threat of death, as described in the book of Exodus of the Old Testament.",in the construction frenzy of the 6th dynasty.,all of the above.,A,False,0.10345254,0.014903751,0.11722709,0.76441664
"When anatomically modern humans first arrived in the Middle East, who did they encounter?","Neandertals, the evolutionary descendants of the premodern human inhabitants of Europe and Asia","Homo erectus, the evolutionary descendants of the premodern human inhabitants of Europe and Asia","Homo sapiens, who had evolved independently in Asia and arrived there by 200,000 years ago",All of the above,A,False,0.2202994,0.13361834,0.3632123,0.28287002
The “Lion Man” from Hohlenstein-Stadel cave is an example of:,mobiliary art.,long-distance trade of exotic raw materials.,parietal art.,a Venus figurine.,A,False,0.3818016,0.03134018,0.55551803,0.03134018
"At its peak, the palace at Knossos is thought to have had over _________ rooms.",100,500,"1,000","5,000",C,True,0.29150248,0.027113952,0.42413357,0.25725
"The Hopewell were complex rank societies, but they were not a state. Hopewell culture lacked all of the following elements EXCEPT:",formal government,monumental earthworks,urban centers,a permanent military,B,False,0.16702813,0.24302451,0.18926768,0.40067968
Markings found on the mud-bricks of Huaca del Sol are probably:,instructions for the builders written there by the engineers.,random scratches and not a meaningful script or written language.,intended to identify the local group that had produced them.,simple arithmetic performed by carpenters on the building site.,C,False,0.43103397,0.15856855,0.17968169,0.23071587
The 30 upright stones at Stonehenge are called _______; the horizontal stones are _________.,"legumes, sarsens","lintels, stelae","sarsens, lintels","trilithon, tholoi",C,False,0.7354007,0.06840292,0.12779348,0.06840292
"The secondarily altricial condition of modern human babies may have been an evolutionary solution, in that:","the brain size of hominids had not grown for more than a million years, making it difficult for babies to walk.",it allowed for bipedalism and independence from the mother at an earlier age.,"it allowed for subsequent growth of the brain, since bipedalism had resulted in a narrowed birth canal in the female pelvis.","it allowed for growth of the brain to nearly adult size prior to birth, since bipedalism had resulted in a wider birth canal in the female pelvis.",C,False,0.07526418,0.096641116,0.33731064,0.49078408
Research on C3 and C4 pathways indicates that changes in plant communities were associated with a transition in the diets of ancient hominids from:,species focused on grasses to nuts and fruits.,meat to fruits and vegetables.,fruits and vegetables to fish.,nuts and fruits to species more focused on grasses.,D,False,0.7201579,0.06698512,0.052168068,0.16068895
Which of the following is evidence of new uses for plants during the Middle Stone Age?,the use of seeds as a natural insecticide in Altamira cave in southwestern Europe,plant materials such as flowers in Aurignacian burials in southern France,plant material lining the floor of Sibudu Cave in South Africa,the use of wood in the Gravettian tradition to make spear-throwers and canoes,C,True,0.20528644,0.096970454,0.4924566,0.20528644
That modern Africans do not possess any Neandertal DNA indicates that:,Gene flow between Neandertals and anatomically modern humans must have occurred before Neandertals migrated out of Africa.,Gene flow between Neandertals and anatomically modern humans occurred after anatomically modern humans migrated out of Africa.,"Neandertals who lived in Africa did not interbreed with anatomically modern humans, but must have followed them when they migrated out of Africa.",Interbreeding between anatomically modern humans and Neandertals never occurred.,B,False,0.43932247,0.26646256,0.11107811,0.18313685
"Toward the end of the Pleistocene, between 28,000 and 18,000 years ago, worldwide sea level was much lower than present day, resulting in the exposure of a landmass east of Siberia called __________. This period is called the _______.",Beringia; Late Beringian Period,Sundaland; McKenzie Maximum,Beringia; Late Glacial Maximum,Wallacea; Late Laurentide Period,C,False,0.6742953,0.11717495,0.17048855,0.038041137
Which archaeological method is best for identifying large-scale land modifications?,test pits,ground-penetrating radar,aerial photography,proton magnetometers,C,False,0.110134415,0.12479865,0.20575818,0.5593087
What designation for a pottery style was eventually applied to an entire cultural complex that moved across the Pacific?,Clovis,Nenana Complex,Lapita,Micronesian Pottery Tradition,C,True,0.027445493,0.031099819,0.8020749,0.13937972
What is one of the differences between simple foragers and complex foragers?,Complex foragers employ irrigation technology.,Complex foragers rely on a wider range of food sources.,Complex foragers are more highly mobile.,Complex foragers focus on a few highly productive resources.,D,False,0.13948989,0.6251503,0.09586991,0.13948989
The significance of Frere's discovery was that what he found was located:,beneath the remains of extinct animals.,"on the surface, above the remains of extinct animals.",in a region of Africa where no one thought humans had ever lived.,on top of the ruins of a Medieval castle.,A,False,0.009982821,0.0026868396,0.9565811,0.03074925
What is the earliest form of writing in the world and where did it develop?,"cuneiform, in Mesopotamia","hieroglyphics, in Egypt","clay-tablets, at Knossos","runes, at Stonehenge",A,True,0.94010854,0.041305486,0.01519544,0.0033905609
A pattern of social integration in which individuals are placed into a hierarchy of social levels is called:,urbanization.,a social system.,social stratification.,a necropolis.,C,True,0.0070272214,0.006201501,0.9797441,0.0070272214
The Minoan economy may have been especially vulnerable to natural catastrophe because it relied heavily on:,agriculture,maritime trade,metalworking,slave labor,B,False,0.5720639,0.3469743,0.06832329,0.012638539
"The _______ developed one of the earliest kingdoms in South America, reaching its height at around _________.",Moche; AD 400,Wari; AD 100,Inca; AD 200,Maya; AD 400,A,False,0.28264958,0.11782587,0.46601036,0.13351421
"What is the name of the lithic technology seen in the Arctic and consisting of wedge-shaped cores, micro-blades, bifacial knives, and burins?",Clovis Complex,Denali Complex,Folsom Complex,Nenana Complex,B,False,0.59980243,0.071636185,0.19472733,0.13383402
Which of the following is used to remove the soil enclosing site materials?,brushes,trowels,dental picks,all of the above,D,True,0.090802856,0.01679684,0.13211738,0.760283
"A continuous, projecting ridge of bone above and across the eye orbits is called the:",sagittal crest.,supraorbital torus.,maxilla.,occipital bone.,B,False,0.98309016,0.0018978105,0.007505986,0.007505986
Ancestral Puebloan culture in Chaco Canyon was comprised of:,around 75 substantial settlements and more than 300 smaller communities.,more than 500 towns and villages with monumental architecture.,between 30 and 40 farmsteads and three large pueblos.,one large city state with more than 300 outlying farmsteads.,A,True,0.4369797,0.09750336,0.34032014,0.12519678
The Yang-shao culture gave way to the Lung-Shan sometime after:,"6,000 B.P.","5,000 B.P.","4,000 B.P.","3,000 B.P.",B,False,0.33620113,0.123681486,0.33620113,0.2039163
The most prominent feature of the food resource base of post-Pleistocene Europe was its:,dependence on megafauna.,hunting and gathering.,dependence on fur-bearing animals.,diversity.,D,False,0.78340673,0.13613568,0.030375974,0.050081514
Evidence of wild grain harvesting and consumption in Israel dates to as early as,"20,000 B.P.","12,000 B.P.","10,000 B.P.","8,000 B.P.",A,True,0.37320176,0.17628802,0.3293494,0.12116087
Civilization in the Indus Valley was characterized by:,highly centralized economies.,carefully planned and designed cities.,standardized weights and measures.,all of the above.,D,True,0.1791715,0.06591351,0.20302792,0.5518871
"According to one theory, the power of Ancestral Pueblo elites emerged when certain groups:",predicted astronomical events such as eclipses and meteor showers.,constructed monuments and elaborate multi-storied cliff dwellings.,stored food surpluses in good years for distribution in bad years.,incorporated other societies through conquest warfare.,C,False,0.04453474,0.16546664,0.21246336,0.5775353
"Teotihuacán came to prominence in the Basin of Mexico after its rival, Cuicuilco,",was crippled by a volcanic eruption.,succumbed to a civil war among its ruling families.,suffered a blight on its crops.,was flooded by a Gulf Coast hurricane.,A,True,0.39188406,0.18511292,0.07716655,0.34583646
Evidence from northwest coast societies indicates that what is ultimately needed for the development of social complexity is:,agriculture.,irrigation technology.,social stratification.,a food surplus.,D,True,0.016654471,0.045271546,0.22990787,0.7081661
Which subfield of anthropology aims to better understand the nearest living relatives of humans?,paleoanthropology,archaeology,primatology,linguistics,C,False,0.99421036,0.0019192775,0.0031643538,0.0007060627
How did Aurignacian technology differ from Mousterian technology?,Mousterian technology produced more projectile points.,Mousterian technology produced more usable blade surface.,Aurignacian technology produced more usable blade surface.,Aurignacian technology was focused on the production of hand axes.,C,False,0.4219747,0.09415528,0.32863423,0.15523581
Which of the following is evidence of a complex society?,monumental works,burials with grave goods,leisure and a sedentary lifestyle,all of the above,A,False,0.04524197,0.006122835,0.0399259,0.9087093
"The face of Homo erectus was more ________ than modern humans, but less so than Homo habilis.",altricial,hairy,occipital,prognathous,D,True,0.05069658,0.042028945,0.11424652,0.793028
Montezuma ruled over millions of people from the _______ capital of _____.,Maya; Tikal.,Aztec; Tenochtitlán.,Teotihuacános; Teotihuacán.,Zapotec; Monte Albán.,B,True,0.15347132,0.36815858,0.3248988,0.15347132
"The belief that all of the characteristics of civilization developed in one place, such as Egypt, and from there spread out to the rest of the world is known as:",cultural evolution,migrationism,diffusionism,anti-originalism,C,True,0.13919958,0.22950132,0.4287649,0.2025342
"When the ratio of brain size to body size is compared, which species has a proportionally larger brain?",Homo erectus,premodern Homo sapiens,Neandertals,modern Homo sapiens,D,False,0.4980398,0.111127704,0.18321861,0.20761387
