0,1,2,3,4,5,dp_llama_7B_alpaca_20000_correct,dp_llama_7B_alpaca_20000_choiceA_probs,dp_llama_7B_alpaca_20000_choiceB_probs,dp_llama_7B_alpaca_20000_choiceC_probs,dp_llama_7B_alpaca_20000_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,True,0.54016215,0.15475905,0.106364235,0.19871455
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.039419364,0.057354838,0.006045155,0.8971806
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,True,0.08038874,0.46260527,0.048758235,0.4082477
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.59050405,0.07052565,0.022896327,0.31607404
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,True,0.63489294,0.29990217,0.040587347,0.02461747
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.44350454,0.06002181,0.052969065,0.44350454
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,True,0.0027382816,0.020233316,0.002132576,0.97489583
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.07368409,0.083495006,0.7921786,0.05064228
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,False,0.08957602,0.312651,0.24349287,0.35428002
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.5752407,0.04721863,0.028639546,0.3489011
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,True,0.056315467,0.36722296,0.25238842,0.32407314
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,False,0.06210187,0.070370644,0.27832127,0.58920616
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,True,0.26651213,0.43940422,0.08652382,0.20755985
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,False,0.28669626,0.25300857,0.13542572,0.32486942
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,True,0.17133236,0.52774084,0.08093168,0.21999511
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.17628802,0.3293494,0.12116087,0.37320176
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.82409286,0.036208116,0.013320221,0.12637874
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.017236173,0.09918733,0.05309115,0.83048534
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,True,0.19778757,0.15403712,0.03894668,0.6092286
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,False,0.04515514,0.20237131,0.20237131,0.55010223
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.015422299,0.025427071,0.0050068875,0.9541438
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,False,0.77323914,0.15225981,0.0110296635,0.06347133
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.2849178,0.46975002,0.049511287,0.19582094
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.3986894,0.35184214,0.061141,0.18832752
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,False,0.14249271,0.5635696,0.11097344,0.18296427
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,False,0.0505618,0.79091966,0.021077294,0.13744123
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.3596728,0.2181526,0.062501766,0.3596728
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,False,0.21249746,0.6545383,0.03258754,0.100376695
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.053629734,0.50882477,0.27235427,0.16519122
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.3500289,0.21230327,0.30889943,0.12876844
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.223634,0.32538554,0.082270354,0.36871013
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.552333,0.3350069,0.016679011,0.095981084
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.06250691,0.76149005,0.026056755,0.14994629
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,False,0.27222368,0.3495421,0.028692164,0.3495421
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,True,0.0024093504,0.022859279,0.0027301514,0.97200125
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.08294606,0.25549185,0.12068581,0.54087627
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,False,0.17753577,0.138265,0.25831303,0.42588618
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.3819337,0.3370553,0.14050555,0.14050555
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,True,0.01382591,0.007400477,0.0095024,0.9692712
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.3265101,0.17476825,0.023652311,0.47506937
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.17297721,0.1347148,0.22210713,0.4702008
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.07419897,0.54826033,0.045003947,0.3325367
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,False,0.032631062,0.16571422,0.14624229,0.65541244
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.053925235,0.08890768,0.013634435,0.8435326
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.08793336,0.5733975,0.09964155,0.23902765
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.06890212,0.24049205,0.03688065,0.65372515
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.020275922,0.06245424,0.055115666,0.8621541
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,True,0.17290749,0.47001126,0.034047503,0.32303372
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.3248988,0.36815858,0.15347132,0.15347132
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.053784948,0.6552348,0.2127236,0.07825664
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.08213535,0.08213535,0.7792785,0.056450747
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,False,0.11838213,0.19517915,0.321796,0.36464265
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,False,0.11756489,0.19383173,0.091559626,0.59704375
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,False,0.051135574,0.33344582,0.065659374,0.5497592
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,True,0.041590977,0.27120724,0.113056,0.57414573
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.33055574,0.48095575,0.05069236,0.13779613
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.018794484,0.25944984,0.42776048,0.2939952
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.1351292,0.1966118,0.1966118,0.47164723
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,True,0.10294729,0.10294729,0.033422094,0.7606833
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.04659682,0.184294,0.2681462,0.50096303
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.40464,0.13136737,0.14885874,0.31513393
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.56730634,0.23648846,0.052767713,0.1434375
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,True,0.060356162,0.30651388,0.50535595,0.127774
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,True,0.01500746,0.03177079,0.024743117,0.92847866
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.14124873,0.4930065,0.06672117,0.29902357
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.11390649,0.18780005,0.18780005,0.51049346
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,True,0.15342069,0.3247916,0.19699608,0.3247916
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.5289798,0.08112168,0.026336351,0.36356214
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.16811968,0.19050455,0.05458047,0.58679533
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.3128072,0.18972716,0.042333852,0.4551318
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.06764542,0.26754284,0.5663882,0.09842351
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,False,0.2562958,0.09428596,0.106839985,0.5425782
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.0024078505,0.01779174,0.008404223,0.97139615
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.027741091,0.05182718,0.109718144,0.8107135
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.7065101,0.22937025,0.012940184,0.051179424
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,True,0.0150447,0.040895738,0.013276901,0.9307827
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.03454594,0.2552619,0.016318347,0.69387376
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.24167733,0.2132795,0.1465847,0.39845854
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,True,0.2906917,0.32939684,0.050514642,0.32939684
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.13821225,0.22787347,0.25821447,0.37569985
A capacitor can store,charge,energy,Both of these,Neither of these,C,True,0.16051309,0.0973561,0.5602457,0.18188514
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.27000183,0.30595216,0.07735682,0.34668922
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,True,0.3833679,0.33832097,0.04578677,0.23252438
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.03821046,0.1511253,0.13336761,0.6772966
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.07045142,0.45940095,0.1915068,0.27864078
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.29822037,0.43390805,0.03561734,0.23225425
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.20162827,0.3766912,0.044989347,0.3766912
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.16794284,0.45651594,0.061782714,0.31375852
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.20730077,0.5635019,0.046255052,0.18294227
