0,1,2,3,4,5,dp_llama_7B_alpaca_20000_correct,dp_llama_7B_alpaca_20000_choiceA_probs,dp_llama_7B_alpaca_20000_choiceB_probs,dp_llama_7B_alpaca_20000_choiceC_probs,dp_llama_7B_alpaca_20000_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,False,0.090597875,0.16925912,0.14937064,0.59077233
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.45770618,0.09012769,0.048241876,0.4039243
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.08322861,0.37300473,0.12109691,0.42266974
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,False,0.031246986,0.024335178,0.031246986,0.9131708
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.15125321,0.24937436,0.071446955,0.52792555
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.6693532,0.0705493,0.042790316,0.21730717
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,False,0.04134068,0.06815926,0.060150336,0.83034974
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,False,0.07331368,0.17587039,0.136968,0.613848
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.0020902932,0.100715965,0.05390937,0.8432844
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,False,0.00787288,0.065918826,0.123152584,0.8030557
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,True,0.07003647,0.24445131,0.16800876,0.51750344
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.05064229,0.0736841,0.08349501,0.7921787
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,False,0.024710026,0.05927627,0.09773005,0.8182837
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.033207614,0.062039994,0.04831679,0.85643566
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.04244355,0.11537354,0.089853,0.75232995
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.026109971,0.1502525,0.1502525,0.673385
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.11260546,0.27012646,0.11260546,0.50466263
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.22210729,0.17297733,0.07210768,0.5328077
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.34702885,0.087742634,0.060304575,0.504924
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.2348385,0.14243676,0.05937647,0.5633483
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.09412181,0.13694641,0.15518062,0.61375123
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.04545202,0.15864314,0.084915556,0.71098924
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,True,0.08081263,0.15097788,0.17108035,0.5971291
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,False,0.12578185,0.18301152,0.052433677,0.63877296
