0,1,2,3,4,5,llama_7B_llamatokenizer_ds_alpaca_52000/epoch1_correct,llama_7B_llamatokenizer_ds_alpaca_52000/epoch1_choiceA_probs,llama_7B_llamatokenizer_ds_alpaca_52000/epoch1_choiceB_probs,llama_7B_llamatokenizer_ds_alpaca_52000/epoch1_choiceC_probs,llama_7B_llamatokenizer_ds_alpaca_52000/epoch1_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.8268623,0.076910175,0.036329795,0.059897706
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.7426082,0.21276082,0.012003143,0.03262793
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.7338116,0.16373551,0.07734317,0.025109652
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.17475113,0.78318024,0.018418634,0.023649994
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.2985671,0.23252428,0.38336772,0.085540906
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.5667617,0.23626141,0.09848841,0.09848841
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.79044783,0.1998565,0.0060351435,0.0036604996
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.38206637,0.2045054,0.38206637,0.03136192
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.85244703,0.11536616,0.009469831,0.022716943
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.64910746,0.27058825,0.011888818,0.06841542
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.19616003,0.775828,0.018245727,0.009766233
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.15384002,0.78126407,0.044075903,0.020819983
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.3750713,0.618388,0.0036770697,0.0028637045
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.17377774,0.7788178,0.026649678,0.02075479
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.25326255,0.68843895,0.044010427,0.014288094
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.87094015,0.10401897,0.014077436,0.010963518
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.91667837,0.06640396,0.008986798,0.007930822
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.8778139,0.10483992,0.009751631,0.007594578
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.7826682,0.1978895,0.003198586,0.01624376
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.3594381,0.5229793,0.05512161,0.062460974
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.20654246,0.3858721,0.34053093,0.06705452
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.28960097,0.25557196,0.371855,0.082972065
−4 +  ( −3 )=,−7,−1,1,7,A,True,0.54134077,0.3283398,0.057056896,0.073262505
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.56433886,0.34228882,0.040880572,0.052491695
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,True,0.31102785,0.658446,0.019883348,0.010642788
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,True,0.82406914,0.11152563,0.036207072,0.028198095
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.821302,0.09809054,0.028103407,0.052504078
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.587352,0.27744544,0.03313613,0.10206647
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,True,0.72015786,0.16068894,0.066985115,0.052168064
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,True,0.6158628,0.22656326,0.050553095,0.10702091
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,False,0.5854621,0.2765527,0.02270083,0.11528432
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,False,0.57371145,0.30708563,0.0776434,0.04155952
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,True,0.61642164,0.2001228,0.17660776,0.006847826
"What expression can be used to show 270,240 written in expanded form?","200,000 + 7,000 + 200 + 4","200,000 + 7,000 + 200 + 40","200,000 + 70,000 + 200 + 40","200,000 + 70,000 + 2,000 + 40",C,False,0.40645802,0.40645802,0.07063182,0.11645217
A worker on an assembly line takes 7 hours to produce 22 parts. At that rate how many parts can she produce in 35 hours?,220 parts,770 parts,4 parts,110 parts,D,False,0.4330132,0.55599993,0.006176601,0.004810342
"Abe found the mean and median of this list of numbers. 1, 3, 3 If the number 6 were added to the list, then",the mean would increase.,the mean would decrease.,the median would increase.,the median would decrease.,A,True,0.5172863,0.24434873,0.21563701,0.022727974
"When n = 11, what is the value of 10 – (n + 6)?",–7,5,7,27,A,True,0.5132584,0.2424461,0.11452343,0.12977205
"Which expression represents the phrase below? 3 fewer than a number, p",3-p,p+3,3/p,p-3,D,False,0.8120114,0.14110643,0.019096678,0.027785502
A theater collected $6 for each ticket sold to a movie. The theater sold 500 tickets to the movie. The expression below can be used to find how much money the theater collected for the tickets. 6 × 500 Which expression can also be used to find how much money the theater collected for the tickets?,30 × 10^1,30 × 10^3,(6 × 5) × 10^2,(6 × 5) × 10^3,C,False,0.5648586,0.3882213,0.031867143,0.015052972
Let 12-9+c=12. What value of c makes the equation true?,0,3,9,12,C,True,0.015682321,0.21648777,0.75561655,0.012213404
"The Sojourn family went on a vacation. They started with $2000. If they spent $150 each day, which expression represents how much money they had after x days?",1850x,2000 −150x,150x,2000 +150x,B,True,0.40943265,0.46394798,0.10352079,0.023098608
"A shelf has four books on it. The weight, in pounds, of each of the four books on the shelf is 2.5, 3.2, 2.7, 2.3 Which inequality represents the weight, w, of any book chosen from the shelf?",w > 2.3,w < 2.4,w > 3.2,w < 3.3,D,False,0.8768583,0.10472579,0.012507712,0.0059082247
Which number has an absolute value greater than 5?,-6,-5,0,5,A,True,0.7503963,0.21499215,0.0016414853,0.03297011
What is the value of the expression 2(3(4^2 + 1)) - 2^3?,156,110,94,48,C,False,0.6719421,0.2471937,0.03790838,0.04295582
"Gwen wrote the number pattern below on a piece of paper. 1, 5, 9, 13 What are the next two terms in Gwen’s pattern?","15, 17","15, 19","17, 19","17, 21",D,False,0.3137077,0.66411924,0.017698178,0.0044748
If 3 cans of pears cost $2.37 how many cans of pears can you buy for $9.48?,3 cans,12 cans,36 cans,13 cans,B,True,0.27065313,0.5729727,0.1278475,0.02852663
"Order from greatest to least: 3, 3 and 1 over 8,3.8,3.18.","3.18, 3 and 1 over 8, 3.8,3","3,3 and 1 over 8, 3.18, 3","3.8, 3 and 1 over 8, 3.18, 3","3.8, 3.18, 3 and 1 over 8, 3",D,False,0.4968775,0.34149858,0.1256303,0.035993688
Compute 22 / 2 + 9.,10,11,20,2,C,False,0.57305765,0.39385638,0.019608954,0.013477025
"The population of a certain city is 836,527. What is the population of this city rounded to the nearest ten thousand?","800,000","830,000","836,000","840,000",D,False,0.266402,0.6390652,0.08648807,0.008044644
Find the product of 5 • (−9).,14,−4,45,−45,D,False,0.50154805,0.4426146,0.009186173,0.046651237
"Keiko spent the day bird watching and counted 34 more birds in the morning than in the afternoon. If she counted a total of 76 birds, how many birds did she count in the afternoon?",21 birds,40 birds,42 birds,84 birds,A,False,0.29832152,0.491849,0.08547054,0.1243589
What is the value of 5 + 2 • 15 + (12 • 4)?,78,83,131,153,B,False,0.48916206,0.431684,0.0515573,0.027596634
Which situation can be represented by the fraction 20/8?,Leslie spent 20 dollars and 8 cents at a store. How is the amount of money Leslie spent written as a fraction?,Mr. Kramer’s 8 grandchildren shared 20 crackers equally. How many crackers did each grandchild get?,Mitch bought 20 containers of flowers at a plant store. Each container had 8 flowers in it. How many flowers did Mitch buy?,Stamps are sold in booklets of 20 stamps. Donna used 8 stamps to send invitations for a party. How many booklets of stamps did Donna use to send her invitations?,B,False,0.7456648,0.1468301,0.07859249,0.028912561
"If a freight train travels at a speed of 20 miles per hour for 6 hours, how far will it travel?",120 miles,80 miles,26 miles,12 miles,A,True,0.90619975,0.084289715,0.0047553,0.0047553
Which step explains how to find the value of a in 6a = 72?,add 6 to both sides,divide both sides by 6,multiply both sides by 6,subtract 6 from both sides,B,True,0.33640113,0.4319476,0.18006255,0.051588785
"Coach Wu has a total of 30 soccerballs. 9 soccer balls are white. The remaining soccer balls are one of three different colors (blue, pink, or green). There is an equal numberof blue, pink, and green balls How many green soccer balls does Coach Wu have?",7,10,21,39,A,True,0.4889646,0.2617239,0.045480795,0.20383076
